t_s,phase,step_index,num_rot_Nm,num_origin_Nm,denominator_Nm,rho_rot,rho_origin,valid
30.340000,DS_interstep,2,1.592612e-05,1.544293e-07,1.091313e-01,1.459353e-04,1.415078e-06,1
30.350000,DS_interstep,2,1.543455e-05,1.500525e-07,1.059137e-01,1.457277e-04,1.416744e-06,1
30.360000,DS_interstep,2,1.495842e-05,1.458017e-07,1.027785e-01,1.455403e-04,1.418600e-06,1
30.370000,DS_interstep,2,1.449729e-05,1.416731e-07,9.972465e-02,1.453732e-04,1.420643e-06,1
30.380000,DS_interstep,2,1.405072e-05,1.376634e-07,9.675066e-02,1.452261e-04,1.422868e-06,1
30.390000,DS_interstep,2,1.361830e-05,1.337689e-07,9.385524e-02,1.450990e-04,1.425269e-06,1
30.400000,DS_interstep,2,1.319962e-05,1.299865e-07,9.103704e-02,1.449918e-04,1.427841e-06,1
30.410000,DS_interstep,2,1.279428e-05,1.263127e-07,8.829470e-02,1.449043e-04,1.430581e-06,1
30.420000,DS_interstep,2,1.240189e-05,1.227446e-07,8.562687e-02,1.448364e-04,1.433482e-06,1
30.430000,DS_interstep,2,1.202205e-05,1.192789e-07,8.303216e-02,1.447878e-04,1.436538e-06,1
30.440000,DS_interstep,2,1.165440e-05,1.159127e-07,8.050920e-02,1.447586e-04,1.439745e-06,1
30.450000,DS_interstep,2,1.129856e-05,1.126432e-07,7.805660e-02,1.447483e-04,1.443097e-06,1
30.460000,DS_interstep,2,1.095418e-05,1.094675e-07,7.567297e-02,1.447568e-04,1.446586e-06,1
30.470000,DS_interstep,2,1.062091e-05,1.063828e-07,7.335694e-02,1.447839e-04,1.450208e-06,1
30.480000,DS_interstep,2,1.029839e-05,1.033866e-07,7.110710e-02,1.448293e-04,1.453956e-06,1
30.490000,DS_interstep,2,9.986310e-06,1.004763e-07,6.892208e-02,1.448928e-04,1.457825e-06,1
30.500000,DS_interstep,2,9.684322e-06,9.764931e-08,6.680048e-02,1.449738e-04,1.461805e-06,1
30.510000,DS_interstep,2,9.392118e-06,9.490332e-08,6.474092e-02,1.450724e-04,1.465894e-06,1
30.520000,DS_interstep,2,9.109387e-06,9.223598e-08,6.274202e-02,1.451880e-04,1.470083e-06,1
30.530000,DS_interstep,2,8.835821e-06,8.964496e-08,6.080241e-02,1.453202e-04,1.474365e-06,1
30.540000,DS_interstep,2,8.571128e-06,8.712811e-08,5.892072e-02,1.454688e-04,1.478735e-06,1
30.550000,DS_interstep,2,8.315023e-06,8.468331e-08,5.709560e-02,1.456333e-04,1.483185e-06,1
30.560000,DS_interstep,2,8.067224e-06,8.230848e-08,5.532569e-02,1.458133e-04,1.487708e-06,1
30.570000,DS_interstep,2,7.827455e-06,8.000160e-08,5.360965e-02,1.460083e-04,1.492298e-06,1
30.580000,DS_interstep,2,7.595460e-06,7.776075e-08,5.194615e-02,1.462179e-04,1.496949e-06,1
30.590000,DS_interstep,2,7.370973e-06,7.558401e-08,5.033388e-02,1.464416e-04,1.501653e-06,1
30.600000,DS_interstep,2,7.153750e-06,7.346961e-08,4.877153e-02,1.466788e-04,1.506404e-06,1
30.610000,DS_interstep,2,6.943546e-06,7.141573e-08,4.725782e-02,1.469291e-04,1.511194e-06,1
30.620000,DS_interstep,2,6.740128e-06,6.942070e-08,4.579146e-02,1.471918e-04,1.516018e-06,1
30.630000,DS_interstep,2,6.543264e-06,6.748281e-08,4.437121e-02,1.474664e-04,1.520869e-06,1
30.640000,DS_interstep,2,6.352733e-06,6.560046e-08,4.299581e-02,1.477524e-04,1.525741e-06,1
30.650000,DS_interstep,2,6.168319e-06,6.377207e-08,4.166404e-02,1.480490e-04,1.530626e-06,1
30.660000,DS_interstep,2,5.989812e-06,6.199610e-08,4.037469e-02,1.483556e-04,1.535519e-06,1
30.670000,DS_interstep,2,5.817016e-06,6.027111e-08,3.912657e-02,1.486718e-04,1.540414e-06,1
30.680000,DS_interstep,2,5.649731e-06,5.859564e-08,3.791852e-02,1.489966e-04,1.545304e-06,1
30.690000,DS_interstep,2,5.487765e-06,5.696829e-08,3.674937e-02,1.493295e-04,1.550184e-06,1
30.700000,DS_interstep,2,5.330944e-06,5.538774e-08,3.561800e-02,1.496699e-04,1.555049e-06,1
30.710000,DS_interstep,2,5.179076e-06,5.385259e-08,3.452329e-02,1.500169e-04,1.559892e-06,1
30.720000,DS_interstep,2,5.032002e-06,5.236165e-08,3.346417e-02,1.503699e-04,1.564708e-06,1
30.730000,DS_interstep,2,4.889550e-06,5.091359e-08,3.243954e-02,1.507281e-04,1.569492e-06,1
30.740000,DS_interstep,2,4.751561e-06,4.950726e-08,3.144838e-02,1.510908e-04,1.574239e-06,1
30.750000,DS_interstep,2,4.617876e-06,4.814143e-08,3.048965e-02,1.514572e-04,1.578943e-06,1
30.760000,DS_interstep,2,4.488354e-06,4.681501e-08,2.956235e-02,1.518267e-04,1.583603e-06,1
30.770000,DS_interstep,2,4.362843e-06,4.552682e-08,2.866549e-02,1.521984e-04,1.588210e-06,1
30.780000,DS_interstep,2,4.241206e-06,4.427582e-08,2.779812e-02,1.525717e-04,1.592763e-06,1
30.790000,DS_interstep,2,4.123308e-06,4.306094e-08,2.695929e-02,1.529457e-04,1.597258e-06,1
30.800000,DS_interstep,2,4.009020e-06,4.188115e-08,2.614809e-02,1.533198e-04,1.601690e-06,1
30.810000,DS_interstep,2,3.898218e-06,4.073546e-08,2.536363e-02,1.536932e-04,1.606058e-06,1
30.820000,DS_interstep,2,3.790777e-06,3.962287e-08,2.460504e-02,1.540651e-04,1.610356e-06,1
30.830000,DS_interstep,2,3.686583e-06,3.854245e-08,2.387146e-02,1.544348e-04,1.614583e-06,1
30.840000,DS_interstep,2,3.585525e-06,3.749327e-08,2.316206e-02,1.548016e-04,1.618736e-06,1
30.850000,DS_interstep,2,3.487493e-06,3.986979e-07,2.247605e-02,1.551649e-04,1.773879e-05,1
30.860000,SS,3,1.279354e-05,9.739266e-07,9.677859e-01,1.321939e-05,1.006345e-06,1
30.960000,SS,3,2.307257e-05,1.695231e-06,1.024677e+00,2.251693e-05,1.654406e-06,1
31.060000,SS,3,3.089776e-05,3.291474e-06,1.060790e+00,2.912711e-05,3.102851e-06,1
31.160000,SS,3,3.739450e-05,5.782927e-06,1.111094e+00,3.365557e-05,5.204716e-06,1
31.260000,SS,3,4.142365e-05,9.184330e-06,1.185549e+00,3.494047e-05,7.746899e-06,1
31.360000,SS,3,4.287049e-05,1.371209e-05,1.247667e+00,3.436053e-05,1.099019e-05,1
31.460000,SS,3,4.216621e-05,1.957448e-05,1.299420e+00,3.245002e-05,1.506401e-05,1
31.560000,SS,3,3.973182e-05,2.684138e-05,1.342809e+00,2.958860e-05,1.998898e-05,1
31.660000,SS,3,3.646230e-05,3.564510e-05,1.384378e+00,2.633840e-05,2.574810e-05,1
31.760000,SS,3,3.396086e-05,4.639538e-05,1.453167e+00,2.337024e-05,3.192708e-05,1
31.860000,SS,3,3.491522e-05,5.912281e-05,1.509089e+00,2.313662e-05,3.917782e-05,1
31.960000,SS,3,4.155201e-05,7.400610e-05,1.552403e+00,2.676625e-05,4.767195e-05,1
32.060000,SS,3,5.348212e-05,9.106830e-05,1.584000e+00,3.376396e-05,5.749260e-05,1
32.160000,SS,3,6.909820e-05,1.103220e-04,1.604464e+00,4.306622e-05,6.875944e-05,1
32.260000,SS,3,8.732373e-05,1.321709e-04,1.640611e+00,5.322634e-05,8.056200e-05,1
32.360000,SS,3,1.075844e-04,1.565376e-04,1.667570e+00,6.451564e-05,9.387168e-05,1
32.460000,SS,3,1.291528e-04,1.834962e-04,1.681514e+00,7.680747e-05,1.091256e-04,1
32.560000,SS,3,1.515075e-04,2.129320e-04,1.683453e+00,8.999803e-05,1.264853e-04,1
32.660000,SS,3,1.742645e-04,2.446819e-04,1.673154e+00,1.041533e-04,1.462399e-04,1
32.760000,SS,3,1.974349e-04,2.788653e-04,1.660424e+00,1.189063e-04,1.679482e-04,1
32.860000,SS,3,2.210968e-04,3.153797e-04,1.644625e+00,1.344360e-04,1.917639e-04,1
32.960000,SS,3,2.449129e-04,3.540193e-04,1.620211e+00,1.511611e-04,2.185020e-04,1
33.060000,SS,3,2.684977e-04,3.945573e-04,1.588074e+00,1.690713e-04,2.484502e-04,1
33.160000,SS,3,2.915750e-04,4.366422e-04,1.549047e+00,1.882286e-04,2.818779e-04,1
33.260000,SS,3,3.139772e-04,4.800289e-04,1.505674e+00,2.085293e-04,3.188133e-04,1
33.360000,SS,3,3.357701e-04,5.246169e-04,1.460676e+00,2.298731e-04,3.591604e-04,1
33.460000,SS,3,3.568128e-04,5.699300e-04,1.410381e+00,2.529904e-04,4.040965e-04,1
33.560000,SS,3,3.768508e-04,6.156026e-04,1.355456e+00,2.780251e-04,4.541665e-04,1
33.660000,SS,3,3.957607e-04,6.611423e-04,1.295932e+00,3.053868e-04,5.101673e-04,1
33.760000,SS,3,4.138087e-04,7.060221e-04,1.227760e+00,3.370437e-04,5.750490e-04,1
33.860000,SS,3,4.312215e-04,7.500628e-04,1.149957e+00,3.749893e-04,6.522530e-04,1
33.960000,SS,3,4.479511e-04,7.927021e-04,1.069622e+00,4.187939e-04,7.411051e-04,1
34.060000,SS,3,4.639071e-04,8.335236e-04,9.874559e-01,4.698003e-04,8.441122e-04,1
34.160000,SS,3,4.789789e-04,8.721288e-04,9.040716e-01,5.298019e-04,9.646677e-04,1
34.260000,SS,3,4.930241e-04,9.080462e-04,8.201048e-01,6.011721e-04,1.107232e-03,1
34.360000,SS,3,5.057370e-04,9.409894e-04,7.278200e-01,6.948655e-04,1.292887e-03,1
34.460000,SS,3,5.168580e-04,9.706524e-04,6.355042e-01,8.133038e-04,1.527374e-03,1
34.560000,SS,3,5.262775e-04,9.967179e-04,5.481734e-01,9.600565e-04,1.818253e-03,1
34.660000,SS,3,5.338514e-04,1.019000e-03,4.681396e-01,1.140368e-03,2.176702e-03,1
34.760000,SS,3,5.394149e-04,1.037304e-03,3.991745e-01,1.351326e-03,2.598623e-03,1
34.860000,SS,3,5.425824e-04,1.051356e-03,3.444603e-01,1.575167e-03,3.052184e-03,1
34.960000,SS,3,5.428663e-04,1.061003e-03,3.207089e-01,1.692707e-03,3.308306e-03,1
35.060000,SS,3,5.400717e-04,1.066230e-03,3.380797e-01,1.597469e-03,3.153782e-03,1
35.160000,SS,3,5.341828e-04,1.067046e-03,3.872141e-01,1.379554e-03,2.755701e-03,1
35.260000,SS,3,5.252218e-04,1.063518e-03,4.548051e-01,1.154828e-03,2.338404e-03,1
35.360000,SS,3,5.130661e-04,1.055594e-03,5.357325e-01,9.576908e-04,1.970375e-03,1
35.460000,SS,3,4.970746e-04,1.043180e-03,6.417527e-01,7.745578e-04,1.625517e-03,1
35.560000,SS,3,4.772371e-04,1.026538e-03,7.463413e-01,6.394355e-04,1.375428e-03,1
35.660000,SS,3,4.537960e-04,1.005872e-03,8.470373e-01,5.357450e-04,1.187518e-03,1
35.760000,SS,3,4.270036e-04,9.815513e-04,9.421799e-01,4.532081e-04,1.041788e-03,1
35.860000,SS,3,3.971383e-04,9.537649e-04,1.030934e+00,3.852217e-04,9.251461e-04,1
35.960000,SS,3,3.637219e-04,9.224220e-04,1.142662e+00,3.183109e-04,8.072568e-04,1
36.060000,SS,3,3.271506e-04,8.877107e-04,1.248011e+00,2.621377e-04,7.113005e-04,1
36.160000,SS,3,2.880789e-04,8.501475e-04,1.342540e+00,2.145775e-04,6.332380e-04,1
36.260000,SS,3,2.473297e-04,8.102364e-04,1.425928e+00,1.734517e-04,5.682168e-04,1
36.360000,SS,3,2.059480e-04,7.683288e-04,1.498090e+00,1.374737e-04,5.128723e-04,1
36.460000,SS,3,1.648848e-04,7.244737e-04,1.582580e+00,1.041874e-04,4.577801e-04,1
36.560000,SS,3,1.264752e-04,6.788614e-04,1.668938e+00,7.578183e-05,4.067625e-04,1
36.660000,SS,3,9.607839e-05,6.320705e-04,1.740584e+00,5.519893e-05,3.631369e-04,1
36.760000,SS,3,8.343317e-05,5.847131e-04,1.797445e+00,4.641766e-05,3.253024e-04,1
36.860000,SS,3,9.442909e-05,5.372808e-04,1.839647e+00,5.132999e-05,2.920564e-04,1
36.960000,SS,3,1.207929e-04,4.899707e-04,1.881524e+00,6.419952e-05,2.604116e-04,1
37.060000,SS,3,1.528709e-04,4.428547e-04,1.937240e+00,7.891171e-05,2.286009e-04,1
37.160000,SS,3,1.851385e-04,3.964722e-04,1.975536e+00,9.371557e-05,2.006910e-04,1
37.260000,SS,3,2.148502e-04,3.514736e-04,1.996517e+00,1.076125e-04,1.760434e-04,1
37.360000,SS,3,2.403927e-04,3.083529e-04,2.000405e+00,1.201720e-04,1.541452e-04,1
37.460000,SS,3,2.607460e-04,2.673845e-04,1.989713e+00,1.310470e-04,1.343834e-04,1
37.560000,SS,3,2.755576e-04,2.284763e-04,2.007994e+00,1.372303e-04,1.137834e-04,1
37.660000,SS,3,2.839917e-04,1.919633e-04,2.007043e+00,1.414976e-04,9.564484e-05,1
37.760000,SS,3,2.856511e-04,1.583994e-04,1.987152e+00,1.437490e-04,7.971176e-05,1
37.860000,SS,3,2.802633e-04,1.280745e-04,1.948488e+00,1.438364e-04,6.573023e-05,1
37.960000,SS,3,2.678412e-04,1.012028e-04,1.891581e+00,1.415965e-04,5.350173e-05,1
38.060000,SS,3,2.479598e-04,7.770214e-05,1.823989e+00,1.359437e-04,4.260011e-05,1
38.160000,SS,3,2.207114e-04,5.755144e-05,1.742385e+00,1.266720e-04,3.303026e-05,1
38.260000,SS,3,1.869283e-04,4.082319e-05,1.644945e+00,1.136381e-04,2.481737e-05,1
38.360000,SS,3,1.475755e-04,2.738841e-05,1.532002e+00,9.632849e-05,1.787752e-05,1
38.460000,SS,3,1.037794e-04,1.701398e-05,1.404113e+00,7.391098e-05,1.211724e-05,1
38.560000,SS,3,5.710969e-05,9.379150e-06,1.262140e+00,4.524830e-05,7.431149e-06,1
38.660000,SS,3,1.479270e-05,4.065513e-06,1.107305e+00,1.335920e-05,3.671540e-06,1
38.760000,SS,3,4.550917e-05,5.535590e-07,9.476711e-01,4.802211e-05,5.841257e-07,1
38.860000,SS,3,9.288210e-05,1.748177e-06,8.064154e-01,1.151790e-04,2.167837e-06,1
38.960000,SS,3,1.380415e-04,3.326511e-06,6.765126e-01,2.040487e-04,4.917146e-06,1
39.060000,SS,3,1.786018e-04,4.793895e-06,5.550652e-01,3.217673e-04,8.636633e-06,1
39.160000,SS,3,2.137863e-04,6.459032e-06,4.413821e-01,4.843566e-04,1.463365e-05,1
39.260000,SS,3,2.431226e-04,8.368432e-06,3.349371e-01,7.258754e-04,2.498508e-05,1
39.360000,SS,3,2.663035e-04,1.039827e-05,2.355819e-01,1.130407e-03,4.413866e-05,1
39.460000,SS,3,2.833031e-04,1.238117e-05,1.436889e-01,1.971642e-03,8.616650e-05,1
39.560000,SS,3,2.942738e-04,1.417093e-05,6.146579e-02,4.787604e-03,2.305499e-04,1
39.660000,SS,3,2.995012e-04,1.565435e-05,3.545969e-02,8.446244e-03,4.414688e-04,1
39.760000,SS,3,2.994038e-04,1.675749e-05,9.845256e-02,3.041097e-03,1.702088e-04,1
39.860000,SS,3,2.944886e-04,1.744222e-05,1.611403e-01,1.827529e-03,1.082425e-04,1
39.960000,SS,3,2.853258e-04,9.288258e-06,2.174375e-01,1.312220e-03,4.271692e-05,1
40.070000,DS_interstep,3,5.110284e-04,4.021912e-06,3.673974e+00,1.390942e-04,1.094703e-06,1
40.080000,DS_interstep,3,6.204410e-04,2.403189e-05,2.873083e+00,2.159496e-04,8.364498e-06,1
40.090000,DS_interstep,3,6.298113e-04,2.262548e-05,2.269148e+00,2.775540e-04,9.970915e-06,1
40.100000,DS_interstep,3,5.826643e-04,2.131031e-05,1.532319e+00,3.802501e-04,1.390723e-05,1
40.110000,DS_interstep,3,5.160246e-04,2.005277e-05,2.112971e+00,2.442175e-04,9.490317e-06,1
40.120000,DS_interstep,3,4.510163e-04,1.897982e-05,2.634538e+00,1.711937e-04,7.204233e-06,1
40.130000,DS_interstep,3,3.954072e-04,1.803565e-05,2.650008e+00,1.492098e-04,6.805888e-06,1
40.140000,DS_interstep,3,3.508190e-04,1.726452e-05,2.398357e+00,1.462747e-04,7.198481e-06,1
40.150000,DS_interstep,3,3.169274e-04,1.643963e-05,2.044156e+00,1.550407e-04,8.042262e-06,1
40.160000,DS_interstep,3,2.910998e-04,1.561274e-05,1.729546e+00,1.683100e-04,9.027076e-06,1
40.170000,DS_interstep,3,2.701959e-04,1.480540e-05,1.468348e+00,1.840135e-04,1.008303e-05,1
40.180000,DS_interstep,3,2.518226e-04,1.402672e-05,1.277929e+00,1.970552e-04,1.097614e-05,1
40.190000,DS_interstep,3,2.347257e-04,1.323909e-05,1.194404e+00,1.965213e-04,1.108427e-05,1
40.200000,DS_interstep,3,2.185119e-04,1.238543e-05,1.238486e+00,1.764347e-04,1.000046e-05,1
40.210000,DS_interstep,3,2.029315e-04,1.150665e-05,1.353323e+00,1.499505e-04,8.502512e-06,1
40.220000,DS_interstep,3,1.877148e-04,1.065010e-05,1.482729e+00,1.266009e-04,7.182768e-06,1
40.230000,DS_interstep,3,1.726334e-04,9.838250e-06,1.606527e+00,1.074575e-04,6.123926e-06,1
40.240000,DS_interstep,3,1.575668e-04,9.077793e-06,1.719737e+00,9.162256e-05,5.278593e-06,1
40.250000,DS_interstep,3,1.425117e-04,8.372512e-06,1.815802e+00,7.848413e-05,4.610916e-06,1
40.260000,DS_interstep,3,1.275755e-04,7.723992e-06,1.888731e+00,6.754561e-05,4.089513e-06,1
40.270000,DS_interstep,3,1.129655e-04,7.133082e-06,1.931556e+00,5.848417e-05,3.692920e-06,1
40.280000,DS_interstep,3,9.896031e-05,6.599551e-06,1.939437e+00,5.102526e-05,3.402817e-06,1
40.290000,DS_interstep,3,8.588105e-05,6.121500e-06,1.913633e+00,4.487854e-05,3.198890e-06,1
40.300000,DS_interstep,3,7.407743e-05,5.695669e-06,1.861130e+00,3.980239e-05,3.060328e-06,1
40.310000,DS_interstep,3,6.393369e-05,5.317948e-06,1.791979e+00,3.567770e-05,2.967639e-06,1
40.320000,DS_interstep,3,5.587541e-05,4.983910e-06,1.715909e+00,3.256316e-05,2.904531e-06,1
40.330000,DS_interstep,3,5.032779e-05,4.689161e-06,1.639951e+00,3.068860e-05,2.859331e-06,1
40.340000,DS_interstep,3,4.756670e-05,4.429548e-06,1.567786e+00,3.034005e-05,2.825352e-06,1
40.350000,DS_interstep,3,4.751254e-05,4.201218e-06,1.500447e+00,3.166559e-05,2.799977e-06,1
40.360000,DS_interstep,3,4.968377e-05,4.000615e-06,1.437562e+00,3.456112e-05,2.782916e-06,1
40.370000,DS_interstep,3,5.340184e-05,3.824466e-06,1.378454e+00,3.874039e-05,2.774461e-06,1
40.380000,DS_interstep,3,5.803709e-05,3.669753e-06,1.322752e+00,4.387602e-05,2.774332e-06,1
40.390000,DS_interstep,3,6.311903e-05,3.533713e-06,1.270562e+00,4.967805e-05,2.781221e-06,1
40.400000,DS_interstep,3,6.833401e-05,3.413835e-06,1.222334e+00,5.590451e-05,2.792881e-06,1
40.410000,DS_interstep,3,7.348606e-05,3.307865e-06,1.178635e+00,6.234842e-05,2.806521e-06,1
40.420000,DS_interstep,3,7.845812e-05,3.213805e-06,1.139921e+00,6.882771e-05,2.819324e-06,1
40.430000,DS_interstep,3,8.318438e-05,3.129906e-06,1.106397e+00,7.518491e-05,2.828916e-06,1
40.440000,DS_interstep,3,8.763112e-05,3.054650e-06,1.077987e+00,8.129145e-05,2.833662e-06,1
40.450000,DS_interstep,3,9.178503e-05,2.986731e-06,1.054357e+00,8.705305e-05,2.832750e-06,1
40.460000,DS_interstep,3,9.564643e-05,2.925033e-06,1.035043e+00,9.240819e-05,2.826002e-06,1
40.470000,DS_interstep,3,9.922221e-05,2.868580e-06,1.019521e+00,9.732234e-05,2.813654e-06,1
40.480000,DS_interstep,3,1.025222e-04,2.816577e-06,1.007090e+00,1.018004e-04,2.796748e-06,1
40.490000,DS_interstep,3,1.055569e-04,2.768371e-06,9.971581e-01,1.058577e-04,2.776261e-06,1
40.500000,DS_interstep,3,1.083367e-04,2.723413e-06,9.892638e-01,1.095125e-04,2.752969e-06,1
40.510000,DS_interstep,3,1.108720e-04,2.681241e-06,9.830504e-01,1.127836e-04,2.727471e-06,1
40.520000,DS_interstep,3,1.131724e-04,2.641466e-06,9.782355e-01,1.156904e-04,2.700236e-06,1
40.530000,DS_interstep,3,1.152473e-04,2.603762e-06,9.745887e-01,1.182523e-04,2.671652e-06,1
40.540000,DS_interstep,3,1.171058e-04,2.567857e-06,9.719150e-01,1.204898e-04,2.642059e-06,1
40.550000,DS_interstep,3,1.187568e-04,2.533526e-06,9.700434e-01,1.224242e-04,2.611766e-06,1
40.560000,DS_interstep,3,1.202088e-04,2.500583e-06,9.688197e-01,1.240776e-04,2.581062e-06,1
40.570000,DS_interstep,3,1.214707e-04,2.468878e-06,9.681028e-01,1.254729e-04,2.550223e-06,1
40.580000,DS_interstep,3,1.225508e-04,2.438284e-06,9.678016e-01,1.266280e-04,2.519405e-06,1
40.590000,DS_interstep,3,1.234575e-04,2.408699e-06,9.678397e-01,1.275599e-04,2.488738e-06,1
40.600000,DS_interstep,3,1.241990e-04,2.380044e-06,9.680720e-01,1.282952e-04,2.458540e-06,1
40.610000,DS_interstep,3,1.247833e-04,2.352255e-06,9.683726e-01,1.288587e-04,2.429081e-06,1
40.620000,DS_interstep,3,1.252180e-04,2.325285e-06,9.686219e-01,1.292744e-04,2.400612e-06,1
40.630000,DS_interstep,3,1.255110e-04,2.299094e-06,9.687119e-01,1.295649e-04,2.373352e-06,1
40.640000,DS_interstep,3,1.256696e-04,2.273650e-06,9.685457e-01,1.297508e-04,2.347489e-06,1
40.650000,DS_interstep,3,1.257011e-04,2.248928e-06,9.680379e-01,1.298514e-04,2.323182e-06,1
40.660000,DS_interstep,3,1.256125e-04,2.224904e-06,9.671151e-01,1.298837e-04,2.300557e-06,1
40.670000,DS_interstep,3,1.254109e-04,2.201556e-06,9.657152e-01,1.298633e-04,2.279716e-06,1
40.680000,DS_interstep,3,1.251029e-04,2.178864e-06,9.637884e-01,1.298033e-04,2.260729e-06,1
40.690000,DS_interstep,3,1.246951e-04,2.156806e-06,9.612959e-01,1.297157e-04,2.243644e-06,1
40.700000,DS_interstep,3,1.241939e-04,2.135359e-06,9.582095e-01,1.296103e-04,2.228488e-06,1
40.710000,DS_interstep,3,1.236053e-04,2.114498e-06,9.545115e-01,1.294959e-04,2.215268e-06,1
40.720000,DS_interstep,3,1.229353e-04,2.094197e-06,9.501934e-01,1.293792e-04,2.203969e-06,1
40.730000,DS_interstep,3,1.221897e-04,2.074427e-06,9.452552e-01,1.292663e-04,2.194568e-06,1
40.740000,DS_interstep,3,1.213741e-04,2.055158e-06,9.397042e-01,1.291620e-04,2.187026e-06,1
40.750000,DS_interstep,3,1.204938e-04,2.036359e-06,9.335543e-01,1.290700e-04,2.181297e-06,1
40.760000,DS_interstep,3,1.195539e-04,2.017996e-06,9.268246e-01,1.289930e-04,2.177322e-06,1
40.770000,DS_interstep,3,1.185594e-04,2.000035e-06,9.195387e-01,1.289335e-04,2.175041e-06,1
40.780000,DS_interstep,3,1.175150e-04,1.982443e-06,9.117236e-01,1.288933e-04,2.174390e-06,1
40.790000,DS_interstep,3,1.164254e-04,1.965184e-06,9.034092e-01,1.288734e-04,2.175298e-06,1
40.800000,DS_interstep,3,1.152946e-04,1.948225e-06,8.946273e-01,1.288745e-04,2.177695e-06,1
40.810000,DS_interstep,3,1.141271e-04,1.931535e-06,8.854112e-01,1.288973e-04,2.181512e-06,1
40.820000,DS_interstep,3,1.129267e-04,1.915079e-06,8.757947e-01,1.289420e-04,2.186676e-06,1
40.830000,DS_interstep,3,1.116971e-04,1.898828e-06,8.658124e-01,1.290085e-04,2.193118e-06,1
40.840000,DS_interstep,3,1.104420e-04,1.882756e-06,8.554985e-01,1.290966e-04,2.200770e-06,1
40.850000,DS_interstep,3,1.091646e-04,1.866832e-06,8.448871e-01,1.292061e-04,2.209565e-06,1
40.860000,DS_interstep,3,1.078683e-04,1.851036e-06,8.340116e-01,1.293366e-04,2.219437e-06,1
40.870000,DS_interstep,3,1.065560e-04,1.835342e-06,8.229046e-01,1.294877e-04,2.230322e-06,1
40.880000,DS_interstep,3,1.052305e-04,1.819732e-06,8.115975e-01,1.296585e-04,2.242161e-06,1
40.890000,DS_interstep,3,1.038946e-04,1.804187e-06,8.001207e-01,1.298487e-04,2.254894e-06,1
40.900000,DS_interstep,3,1.025508e-04,1.788693e-06,7.885031e-01,1.300575e-04,2.268466e-06,1
40.910000,DS_interstep,3,1.012013e-04,1.773233e-06,7.767723e-01,1.302844e-04,2.282822e-06,1
40.920000,DS_interstep,3,9.984849e-05,1.757798e-06,7.649542e-01,1.305287e-04,2.297913e-06,1
40.930000,DS_interstep,3,9.849422e-05,1.742378e-06,7.530732e-01,1.307897e-04,2.313690e-06,1
40.940000,DS_interstep,3,9.714053e-05,1.726963e-06,7.411520e-01,1.310669e-04,2.330106e-06,1
40.950000,DS_interstep,3,9.578916e-05,1.711547e-06,7.292121e-01,1.313598e-04,2.347119e-06,1
40.960000,DS_interstep,3,9.444155e-05,1.696125e-06,7.172727e-01,1.316676e-04,2.364687e-06,1
40.970000,DS_interstep,3,9.309943e-05,1.680694e-06,7.053521e-01,1.319900e-04,2.382773e-06,1
40.980000,DS_interstep,3,9.176410e-05,1.665251e-06,6.934667e-01,1.323266e-04,2.401343e-06,1
40.990000,DS_interstep,3,9.043680e-05,1.649794e-06,6.816317e-01,1.326769e-04,2.420359e-06,1
41.000000,DS_interstep,3,8.911869e-05,1.634320e-06,6.698606e-01,1.330406e-04,2.439791e-06,1
41.010000,DS_interstep,3,8.781087e-05,1.618831e-06,6.581661e-01,1.334175e-04,2.459609e-06,1
41.020000,DS_interstep,3,8.651422e-05,1.603328e-06,6.465590e-01,1.338072e-04,2.479786e-06,1
41.030000,DS_interstep,3,8.522971e-05,1.587810e-06,6.350497e-01,1.342095e-04,2.500293e-06,1
41.040000,DS_interstep,3,8.395802e-05,1.572280e-06,6.236472e-01,1.346242e-04,2.521105e-06,1
41.050000,DS_interstep,3,8.269989e-05,1.556739e-06,6.123596e-01,1.350512e-04,2.542198e-06,1
41.060000,DS_interstep,3,8.145603e-05,1.541189e-06,6.011941e-01,1.354904e-04,2.563547e-06,1
41.070000,DS_interstep,3,8.022689e-05,1.525633e-06,5.901573e-01,1.359415e-04,2.585130e-06,1
41.080000,DS_interstep,3,7.901300e-05,1.510073e-06,5.792549e-01,1.364046e-04,2.606924e-06,1
41.090000,DS_interstep,3,7.781486e-05,1.494512e-06,5.684919e-01,1.368794e-04,2.628907e-06,1
41.100000,DS_interstep,3,7.663273e-05,1.478953e-06,5.578730e-01,1.373659e-04,2.651056e-06,1
41.110000,DS_interstep,3,7.546705e-05,1.463398e-06,5.474022e-01,1.378640e-04,2.673350e-06,1
41.120000,DS_interstep,3,7.431797e-05,1.447851e-06,5.370829e-01,1.383734e-04,2.695767e-06,1
41.130000,DS_interstep,3,7.318587e-05,1.432314e-06,5.269184e-01,1.388941e-04,2.718284e-06,1
41.140000,DS_interstep,3,7.207071e-05,1.416792e-06,5.169112e-01,1.394257e-04,2.740881e-06,1
41.150000,DS_interstep,3,7.097281e-05,1.401287e-06,5.070637e-01,1.399682e-04,2.763533e-06,1
41.160000,DS_interstep,3,6.989223e-05,1.385803e-06,4.973777e-01,1.405214e-04,2.786219e-06,1
41.170000,DS_interstep,3,6.882896e-05,1.370344e-06,4.878549e-01,1.410849e-04,2.808916e-06,1
