tick,t_s,phase,step_index,Hdot_s_x,Hdot_s_y,Hdot_s_z,Hdot_s_source,tau_w_x,tau_w_y,tau_w_z,dq_joint_norm,T_kin,L_com_norm,hw_norm,settle_exit
0,0.01,DS,-1,-0.0,-0.0,0.0,realized,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0
1,0.02,DS,-1,-0.0,0.0,-0.0,realized,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0
2,0.03,DS,-1,-0.0,0.0,-0.0,realized,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0
3,0.04,DS,-1,-0.0,0.0,-0.0,realized,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0
4,0.05,DS,-1,-0.0,0.0,-0.0,realized,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0
5,0.06,DS,-1,0.0,0.0,-0.0,realized,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0
6,0.07,DS,-1,0.0,0.0,-0.0,realized,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0
7,0.08,DS,-1,0.0,-0.0,-0.0,realized,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,0.09,DS,-1,0.0,-0.0,-0.0,realized,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,0.1,DS,-1,0.0,-0.0,-0.0,realized,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,0.11,SS,0,0.45702,-1.44443,2.47174,planned,-0.64772,1.27268,-1.23541,0.067851,0.000977592,0.0359,0.059708,0
11,0.21,SS,0,0.60689,-1.41343,2.70624,planned,-0.83994,1.99374,-2.38814,0.110236,0.00792375,0.072444,0.182239,0
12,0.31,SS,0,0.67814,-1.22673,3.34471,planned,-1.05958,2.54146,-3.25824,0.198191,0.030647168,0.126662,0.358494,0
13,0.41,SS,0,0.68897,-0.98183,3.89193,planned,-1.21403,2.93483,-3.91049,0.305437,0.078647162,0.189908,0.575777,0
14,0.51,SS,0,0.62727,-0.70614,4.42917,planned,-1.27451,3.16098,-4.39083,0.419092,0.158316197,0.255769,0.822836,0
15,0.61,SS,0,0.50167,-0.42667,4.89527,planned,-1.26258,3.24194,-4.6817,0.527785,0.271307482,0.320191,1.088597,0
16,0.71,SS,0,0.32174,-0.13615,4.99998,planned,-1.19018,3.19027,-4.7818,0.623315,0.414399264,0.381059,1.362125,0
17,0.81,SS,0,0.09142,0.11289,4.99999,planned,-1.06929,3.03884,-4.70906,0.701254,0.580492849,0.436855,1.633869,0
18,0.91,SS,0,-0.18754,0.30416,4.99999,planned,-0.91114,2.80793,-4.47961,0.760302,0.759671485,0.48692,1.895404,0
19,1.01,SS,0,-0.50386,0.44197,4.99999,planned,-0.7235,2.51258,-4.1103,0.801756,0.940200638,0.530139,2.139284,0
20,1.11,SS,0,-0.84821,0.54441,4.99999,planned,-0.51025,2.16223,-3.61623,0.82842,1.109359105,0.564887,2.358841,0
21,1.21,SS,0,-1.20423,0.6288,4.99999,planned,-0.27615,1.76277,-3.01172,0.84364,1.254313137,0.58908,2.548093,0
22,1.31,SS,0,-1.55165,0.70916,4.99996,planned,-0.02905,1.31735,-2.3098,0.850429,1.363094143,0.60068,2.70164,0
23,1.41,SS,0,-1.87218,0.84723,4.67832,planned,0.22,0.81666,-1.5118,0.850771,1.425381168,0.598399,2.813935,0
24,1.51,SS,0,-2.14147,1.0222,4.12161,planned,0.45468,0.27536,-0.63884,0.845551,1.434330197,0.581545,2.880537,0
25,1.61,SS,0,-2.35381,1.23979,3.43853,planned,0.69651,-0.25707,0.29214,0.832343,1.387373298,0.554069,2.896948,0
26,1.71,SS,0,-2.50218,1.44916,2.74503,planned,0.79335,-0.90086,1.23676,0.815341,1.287580421,0.506429,2.865048,0
27,1.81,SS,0,-2.54209,1.69926,1.89619,planned,0.9154,-1.48384,2.16938,0.783337,1.142298274,0.457543,2.779323,0
28,1.91,SS,0,-2.54505,1.89876,1.14312,planned,0.99016,-2.03653,3.01727,0.739559,0.964483405,0.399486,2.645368,0
29,2.01,SS,0,-2.47324,2.1049,0.3347,planned,0.98822,-2.55156,3.78944,0.68036,0.769612703,0.339255,2.465936,0
30,2.11,SS,0,-2.33399,2.22976,-0.35881,planned,0.95119,-2.97103,4.40284,0.606558,0.575123625,0.280131,2.248037,0
31,2.21,SS,0,-2.13429,2.26427,-0.92295,planned,0.88145,-3.27173,4.82202,0.521602,0.397493006,0.226465,2.000996,0
32,2.31,SS,0,-1.89176,2.21114,-1.35418,planned,0.79216,-3.42336,5.0,0.433157,0.249909086,0.18323,1.737518,0
33,2.41,SS,0,-1.61975,2.07474,-1.65056,planned,0.69188,-3.39546,4.93373,0.353208,0.140173266,0.155007,1.471785,0
34,2.51,SS,0,-1.33177,1.86723,-1.81535,planned,0.58462,-3.16172,4.56282,0.295393,0.069273973,0.142072,1.214933,0
35,2.61,SS,0,-1.04343,1.60738,-1.85719,planned,0.46963,-2.69942,3.86885,0.26563,0.031327034,0.137025,0.986373,0
36,2.71,SS,0,-0.77229,1.31949,-1.78956,planned,0.34059,-1.9902,2.82524,0.252541,0.015530718,0.128335,0.805738,0
37,2.81,SS,0,-0.53788,1.03242,-1.63171,planned,0.18231,-1.04259,1.54951,0.233193,0.010339417,0.105231,0.69247,0
38,2.91,SS,0,-0.3663,0.78878,-1.3948,planned,0.25977,-0.6991,1.3848,0.195269,0.007391424,0.064245,0.615114,0
39,3.01,SS,0,-0.24875,0.68489,-0.94902,planned,0.24958,-0.65557,1.13028,0.171339,0.00522532,0.045381,0.54932,0
40,3.11,SS,0,-0.1826,0.57406,-0.71204,planned,0.1951,-0.55704,0.9916,0.148847,0.003678135,0.031091,0.491888,0
41,3.21,SS,0,-0.14553,0.47207,-0.50362,planned,0.15935,-0.48141,0.84292,0.127688,0.002644386,0.022643,0.441995,0
42,3.32,DS,0,0.33733,0.77899,-0.33073,realized,-0.32373,-0.78205,0.33506,0.166244,0.011654783,0.126879,0.439,0
43,3.33,DS,0,3.3575,2.73457,-3.19377,realized,-2.97566,-2.71219,3.41506,0.188623,0.020822952,0.173012,0.423673,0
44,3.34,DS,0,0.42187,2.51073,-5.0,realized,-0.22813,-2.55589,5.0,0.219986,0.023935434,0.1948,0.398521,0
45,3.35,DS,0,-1.84481,1.6357,-5.0,realized,1.9125,-1.69955,5.0,0.235102,0.023616068,0.202892,0.371814,0
46,3.36,DS,0,-2.98381,1.22685,-5.0,realized,2.99108,-1.2923,5.0,0.234535,0.022115425,0.20453,0.344421,0
47,3.37,DS,0,-3.31514,1.12396,-5.0,realized,3.30402,-1.17941,5.0,0.223446,0.020354872,0.203142,0.317252,0
48,3.38,DS,0,-3.19873,1.18355,-5.0,realized,3.18964,-1.22533,5.0,0.205041,0.018546454,0.200294,0.290801,0
49,3.39,DS,0,-2.88782,1.31573,-5.0,realized,2.8887,-1.34431,5.0,0.181585,0.016724883,0.196896,0.265236,0
50,3.4,DS,0,-2.52101,1.46845,-5.0,realized,2.53319,-1.48592,5.0,0.15533,0.014948803,0.193645,0.240618,0
51,3.41,DS,0,-2.1645,1.61471,-5.0,realized,2.18638,-1.62374,5.0,0.128844,0.013315605,0.191139,0.217031,0
52,3.42,DS,0,-1.84467,1.74244,-5.0,realized,1.87364,-1.74574,5.0,0.105172,0.01192443,0.189893,0.194665,0
53,3.43,DS,0,-1.37468,1.19186,-3.2588,realized,1.40811,-1.1919,3.26161,0.090133,0.010788445,0.181416,0.180464,0
54,3.44,DS,0,-1.04496,0.9444,-1.97987,realized,1.07978,-0.94747,1.97673,0.090574,0.009807215,0.168573,0.171,0
55,3.45,DS,0,-0.78245,0.75863,-0.91098,realized,0.81679,-0.76219,0.90322,0.099731,0.008929483,0.152906,0.164939,0
56,3.46,DS,0,-0.55804,0.5726,0.0193,realized,0.59045,-0.57626,-0.0304,0.109565,0.008118838,0.135521,0.16175,0
57,3.47,DS,0,-0.36229,0.3866,0.80355,realized,0.3918,-0.39039,-0.81686,0.115845,0.007352485,0.117642,0.16118,0
58,3.48,DS,0,-0.19959,0.21122,1.41751,realized,0.22612,-0.21524,-1.43158,0.117391,0.00661966,0.101054,0.163021,0
59,3.49,DS,0,-0.07258,0.0729,1.80252,realized,0.09621,-0.07715,-1.81528,0.115158,0.005928467,0.086983,0.166801,0
60,3.5,DS,0,0.01661,-0.02269,1.97391,realized,0.00465,0.01833,-1.98422,0.109969,0.005294358,0.075438,0.171904,0
61,3.51,DS,0,0.0508,-0.08137,1.96441,realized,-0.03128,0.07707,-1.97278,0.098499,0.004700943,0.066689,0.177649,0
62,3.52,DS,0,0.12804,-0.20754,2.02581,realized,-0.11153,0.20346,-2.03222,0.085485,0.004165311,0.059517,0.184484,0
63,3.53,DS,0,0.23937,-0.34215,2.11671,realized,-0.22614,0.33809,-2.12238,0.074426,0.00369163,0.053356,0.192508,0
64,3.54,DS,0,0.35238,-0.44716,2.18367,realized,-0.34208,0.4438,-2.18999,0.065903,0.003270511,0.048396,0.201499,0
65,3.55,DS,0,0.44715,-0.51052,2.18244,realized,-0.43927,0.50854,-2.18986,0.057547,0.002879931,0.045548,0.211024,0
66,3.56,DS,0,0.54348,-0.56281,2.13503,realized,-0.53827,0.56206,-2.14158,0.050164,0.002522086,0.044229,0.220833,0
67,3.57,DS,0,0.62447,-0.59594,2.03536,realized,-0.62122,0.59616,-2.0407,0.044145,0.002199138,0.043799,0.230617,0
68,3.58,DS,0,0.68703,-0.61331,1.89901,realized,-0.68519,0.61426,-1.90301,0.039746,0.001912005,0.043749,0.240131,0
69,3.59,DS,0,0.73241,-0.61826,1.74201,realized,-0.73154,0.61972,-1.74468,0.036974,0.001659883,0.043782,0.249212,0
70,3.6,DS,0,0.76278,-0.61318,1.57728,realized,-0.76252,0.61491,-1.57873,0.035526,0.001440563,0.043775,0.257757,0
71,3.61,DS,0,0.78023,-0.59984,1.41442,realized,-0.78029,0.60163,-1.4148,0.034899,0.001251008,0.043702,0.265718,0
72,3.62,DS,0,0.78666,-0.57974,1.26024,realized,-0.78679,0.58143,-1.2597,0.034592,0.001087866,0.043582,0.273083,0
73,3.63,DS,0,0.78387,-0.55436,1.11929,realized,-0.78387,0.55582,-1.118,0.034231,0.000947821,0.043438,0.279866,0
74,3.64,DS,0,0.77365,-0.52509,0.99428,realized,-0.77338,0.52622,-0.9924,0.033604,0.000827784,0.043283,0.286103,0
75,3.65,DS,0,0.75775,-0.49323,0.8864,realized,-0.75712,0.49399,-0.88409,0.032627,0.000724969,0.043113,0.29184,0
76,3.66,DS,0,0.73787,-0.45994,0.79566,realized,-0.73681,0.4603,-0.79303,0.031303,0.000636905,0.042913,0.297129,0
77,3.67,DS,0,0.7155,-0.42619,0.72113,realized,-0.71399,0.42615,-0.71831,0.029686,0.000561424,0.042658,0.302026,0
78,3.68,DS,0,0.69186,-0.39279,0.66128,realized,-0.68991,0.39235,-0.65836,0.027856,0.000496633,0.042326,0.306583,0
79,3.69,DS,0,0.6679,-0.36032,0.61422,realized,-0.66553,0.35951,-0.61124,0.025899,0.000440889,0.041893,0.31085,0
80,3.7,DS,0,0.64427,-0.32924,0.57785,realized,-0.64151,0.32807,-0.57487,0.023897,0.000392776,0.041345,0.314868,0
81,3.71,DS,0,0.62136,-0.29983,0.55007,realized,-0.61825,0.29834,-0.54713,0.021929,0.000351084,0.040671,0.318676,0
82,3.72,DS,0,0.59942,-0.27229,0.5289,realized,-0.596,0.27049,-0.52599,0.020066,0.0003148,0.039875,0.322303,0
83,3.73,DS,0,0.57886,-0.24672,0.51246,realized,-0.57518,0.24463,-0.50959,0.018355,0.000283051,0.038961,0.325774,0
84,3.74,DS,0,0.5597,-0.22312,0.49909,realized,-0.5558,0.22077,-0.49623,0.016814,0.000255107,0.037939,0.329107,0
85,3.75,DS,0,0.54169,-0.20137,0.48741,realized,-0.53761,0.19877,-0.48455,0.015445,0.00023037,0.036819,0.332316,0
86,3.76,DS,0,0.5246,-0.18132,0.47636,realized,-0.52035,0.17848,-0.47348,0.014238,0.000208358,0.035614,0.335407,0
87,3.77,DS,0,0.50821,-0.1628,0.46512,realized,-0.5038,0.15974,-0.4622,0.013174,0.000188683,0.03434,0.338385,0
88,3.78,DS,0,0.49236,-0.14564,0.45313,realized,-0.48782,0.14237,-0.45015,0.012233,0.000171033,0.033014,0.341252,0
89,3.79,DS,0,0.47694,-0.12969,0.44003,realized,-0.47226,0.12622,-0.43697,0.011392,0.000155159,0.031651,0.344006,0
90,3.8,DS,0,0.46185,-0.11481,0.42562,realized,-0.45705,0.11116,-0.42247,0.010633,0.000140858,0.030268,0.346646,0
91,3.81,DS,0,0.44704,-0.1009,0.40987,realized,-0.44212,0.09709,-0.40661,0.009941,0.000127962,0.028879,0.34917,0
92,3.82,DS,0,0.43247,-0.08788,0.39285,realized,-0.42742,0.08391,-0.38947,0.009303,0.00011633,0.027498,0.351575,0
93,3.83,DS,0,0.41812,-0.07567,0.37469,realized,-0.41294,0.07157,-0.37118,0.008714,0.000105839,0.026136,0.353859,0
94,3.84,DS,0,0.40397,-0.06421,0.3556,realized,-0.39866,0.05999,-0.35197,0.008168,9.6381e-05,0.024804,0.35602,0
95,3.85,DS,0,0.39002,-0.05347,0.33583,realized,-0.38458,0.04914,-0.33206,0.007663,8.7858e-05,0.023508,0.358058,0
96,3.86,DS,0,0.37628,-0.04342,0.31563,realized,-0.37071,0.03899,-0.31172,0.007199,8.0182e-05,0.022255,0.359974,0
97,3.87,DS,0,0.36277,-0.03402,0.29524,realized,-0.35706,0.0295,-0.29121,0.006775,7.3268e-05,0.021048,0.361767,0
98,3.88,DS,0,0.3495,-0.02525,0.27492,realized,-0.34365,0.02066,-0.27075,0.006389,6.7039e-05,0.019891,0.363441,0
99,3.89,DS,0,0.33649,-0.01709,0.25487,realized,-0.33049,0.01243,-0.25058,0.006039,6.1423e-05,0.018784,0.364997,0
100,3.9,DS,0,0.32374,-0.00952,0.2353,realized,-0.3176,0.0048,-0.23089,0.005722,5.6355e-05,0.017728,0.36644,0
101,3.91,DS,0,0.31128,-0.00253,0.21636,realized,-0.30499,-0.00225,-0.21183,0.005435,5.1775e-05,0.016722,0.367773,0
102,3.92,DS,0,0.29911,0.00392,0.19819,realized,-0.29267,-0.00875,-0.19355,0.005173,4.7626e-05,0.015763,0.369001,0
103,3.93,DS,0,0.28723,0.00984,0.18089,realized,-0.28065,-0.01471,-0.17615,0.004934,4.3861e-05,0.014852,0.370129,0
104,3.94,DS,0,0.27566,0.01525,0.16453,realized,-0.26893,-0.02016,-0.15969,0.004712,4.0435e-05,0.013984,0.371162,0
105,3.95,DS,0,0.26438,0.02017,0.14915,realized,-0.25751,-0.02512,-0.14423,0.004504,3.7311e-05,0.013157,0.372106,0
106,3.96,DS,0,0.2534,0.02463,0.13479,realized,-0.2464,-0.02962,-0.12979,0.004308,3.4454e-05,0.01237,0.372965,0
107,3.97,DS,0,0.24272,0.02865,0.12143,realized,-0.23557,-0.03366,-0.11636,0.004122,3.1835e-05,0.011619,0.373745,0
108,3.98,DS,0,0.23232,0.03224,0.10907,realized,-0.22504,-0.03729,-0.10393,0.003944,2.9429e-05,0.010902,0.374452,0
109,3.99,DS,0,0.22221,0.03543,0.09768,realized,-0.21479,-0.04051,-0.09247,0.003774,2.7215e-05,0.010217,0.375089,0
110,4.0,DS,0,0.21237,0.03823,0.08721,realized,-0.20482,-0.04334,-0.08193,0.003611,2.5175e-05,0.009561,0.375663,0
111,4.01,DS,0,0.20279,0.04068,0.07761,realized,-0.19511,-0.04581,-0.07228,0.003456,2.3291e-05,0.008933,0.376177,0
112,4.02,DS,0,0.19347,0.04277,0.06883,realized,-0.18567,-0.04793,-0.06345,0.00331,2.1551e-05,0.008331,0.376636,0
113,4.03,DS,0,0.18441,0.04455,0.0608,realized,-0.17648,-0.04973,-0.05537,0.003172,1.9943e-05,0.007754,0.377044,0
114,4.04,DS,0,0.17559,0.04602,0.05347,realized,-0.16755,-0.05122,-0.048,0.003042,1.8456e-05,0.007201,0.377404,0
115,4.05,DS,0,0.16702,0.0472,0.04678,realized,-0.15885,-0.05242,-0.04127,0.002921,1.7082e-05,0.006671,0.37772,0
116,4.06,DS,0,0.15868,0.04811,0.04066,realized,-0.1504,-0.05334,-0.03511,0.002808,1.5813e-05,0.006164,0.377995,0
117,4.07,DS,0,0.15058,0.04876,0.03506,realized,-0.14218,-0.05402,-0.02948,0.002703,1.4641e-05,0.00568,0.378232,0
118,4.08,DS,0,0.1427,0.04918,0.02993,realized,-0.1342,-0.05445,-0.02431,0.002605,1.3559e-05,0.005218,0.378434,0
119,4.09,DS,0,0.13506,0.04939,0.02521,realized,-0.12644,-0.05467,-0.01956,0.002513,1.2562e-05,0.004779,0.378603,0
120,4.1,DS,0,0.12763,0.04939,0.02087,realized,-0.11891,-0.05467,-0.01519,0.002427,1.1644e-05,0.004363,0.378741,0
121,4.11,DS,0,0.12043,0.0492,0.01686,realized,-0.11161,-0.0545,-0.01115,0.002345,1.0799e-05,0.00397,0.378851,0
122,4.12,DS,0,0.11345,0.04884,0.01315,realized,-0.10452,-0.05414,-0.00741,0.002266,1.0023e-05,0.003603,0.378934,0
123,4.13,DS,0,0.10668,0.04833,0.00971,realized,-0.09766,-0.05363,-0.00394,0.00219,9.31e-06,0.00326,0.378992,0
124,4.14,DS,0,0.10014,0.04767,0.00651,realized,-0.09101,-0.05298,-0.00072,0.002115,8.656e-06,0.002944,0.379027,0
125,4.15,DS,0,0.0938,0.04689,0.00353,realized,-0.08458,-0.0522,0.00228,0.002043,8.057e-06,0.002656,0.37904,0
126,4.16,DS,0,0.08768,0.04599,0.00076,realized,-0.07837,-0.0513,0.00507,0.001971,7.508e-06,0.002398,0.379032,0
127,4.17,DS,0,0.08176,0.04499,-0.00181,realized,-0.07236,-0.0503,0.00767,0.0019,7.004e-06,0.002171,0.379006,0
128,4.18,DS,0,0.07605,0.0439,-0.0042,realized,-0.06656,-0.0492,0.01008,0.001831,6.543e-06,0.001976,0.378961,0
129,4.19,DS,0,0.07055,0.04274,-0.00641,realized,-0.06097,-0.04803,0.01231,0.001762,6.121e-06,0.001816,0.3789,0
130,4.2,DS,0,0.06524,0.0415,-0.00846,realized,-0.05559,-0.04679,0.01437,0.001694,5.735e-06,0.001691,0.378824,0
131,4.21,DS,0,0.06014,0.04021,-0.01034,realized,-0.0504,-0.04549,0.01627,0.001628,5.38e-06,0.0016,0.378733,0
132,4.22,DS,0,0.05523,0.03886,-0.01205,realized,-0.04542,-0.04413,0.018,0.001563,5.055e-06,0.001541,0.378629,0
133,4.23,DS,0,0.05052,0.03748,-0.0136,realized,-0.04063,-0.04274,0.01957,0.001499,4.756e-06,0.001511,0.378513,0
134,4.24,DS,0,0.046,0.03606,-0.015,realized,-0.03603,-0.04132,0.02098,0.001438,4.481e-06,0.001505,0.378386,0
135,4.25,DS,0,0.04166,0.03463,-0.01624,realized,-0.03162,-0.03987,0.02223,0.001378,4.227e-06,0.001518,0.378249,0
136,4.26,DS,0,0.03751,0.03317,-0.01732,realized,-0.02739,-0.0384,0.02332,0.001321,3.993e-06,0.001545,0.378103,0
137,4.27,DS,0,0.03353,0.0317,-0.01825,realized,-0.02335,-0.03692,0.02426,0.001266,3.777e-06,0.001581,0.377948,0
138,4.28,DS,0,0.02973,0.03023,-0.01903,realized,-0.01949,-0.03544,0.02505,0.001213,3.576e-06,0.001622,0.377786,0
139,4.29,DS,0,0.02611,0.02875,-0.01967,realized,-0.0158,-0.03395,0.0257,0.001163,3.389e-06,0.001665,0.377618,0
140,4.3,DS,0,0.02266,0.02729,-0.02017,realized,-0.01229,-0.03248,0.0262,0.001115,3.215e-06,0.001709,0.377445,0
141,4.31,DS,0,0.01937,0.02583,-0.02053,realized,-0.00894,-0.031,0.02657,0.00107,3.052e-06,0.001752,0.377267,0
142,4.32,DS,0,0.01624,0.02438,-0.02076,realized,-0.00575,-0.02955,0.02681,0.001027,2.9e-06,0.001792,0.377084,0
143,4.33,DS,0,0.01327,0.02295,-0.02088,realized,-0.00273,-0.02811,0.02692,0.000986,2.756e-06,0.001829,0.376899,0
144,4.34,DS,0,0.01046,0.02155,-0.02088,realized,0.00014,-0.02669,0.02693,0.000948,2.621e-06,0.001862,0.376711,0
145,4.35,DS,0,0.0078,0.02016,-0.02077,realized,0.00285,-0.0253,0.02682,0.000912,2.494e-06,0.001892,0.376522,0
146,4.36,DS,0,0.00528,0.0188,-0.02056,realized,0.00541,-0.02393,0.02661,0.000878,2.373e-06,0.001918,0.376331,0
147,4.37,DS,0,0.00291,0.01747,-0.02027,realized,0.00783,-0.02259,0.02632,0.000846,2.258e-06,0.001939,0.376139,0
148,4.38,DS,0,0.00068,0.01618,-0.01989,realized,0.01011,-0.02128,0.02594,0.000817,2.149e-06,0.001957,0.375948,0
149,4.39,DS,0,-0.00142,0.01491,-0.01945,realized,0.01224,-0.02,0.0255,0.000789,2.045e-06,0.001971,0.375757,0
150,4.4,DS,0,-0.00338,0.01368,-0.01894,realized,0.01425,-0.01876,0.02499,0.000763,1.945e-06,0.001981,0.375567,0
151,4.41,DS,0,-0.00522,0.01248,-0.01837,realized,0.01612,-0.01756,0.02442,0.000738,1.85e-06,0.001988,0.375377,0
152,4.42,DS,0,-0.00694,0.01133,-0.01776,realized,0.01787,-0.01639,0.02381,0.000715,1.759e-06,0.001991,0.37519,0
153,4.43,DS,0,-0.00853,0.01021,-0.01712,realized,0.0195,-0.01526,0.02316,0.000694,1.672e-06,0.001991,0.375004,0
154,4.44,DS,0,-0.01001,0.00913,-0.01644,realized,0.02101,-0.01417,0.02248,0.000673,1.588e-06,0.001988,0.37482,0
155,4.45,DS,0,-0.01137,0.00808,-0.01574,realized,0.0224,-0.01312,0.02178,0.000654,1.507e-06,0.001982,0.374639,0
156,4.46,DS,0,-0.01263,0.00708,-0.01502,realized,0.02369,-0.01211,0.02106,0.000636,1.429e-06,0.001973,0.37446,0
157,4.47,DS,0,-0.01378,0.00613,-0.0143,realized,0.02486,-0.01115,0.02033,0.000619,1.355e-06,0.001961,0.374284,0
158,4.48,DS,0,-0.01483,0.00521,-0.01357,realized,0.02594,-0.01022,0.01959,0.000603,1.283e-06,0.001947,0.374111,0
159,4.49,DS,0,-0.01578,0.00433,-0.01284,realized,0.02692,-0.00934,0.01886,0.000587,1.214e-06,0.001931,0.373941,0
160,4.5,DS,0,-0.01665,0.0035,-0.01211,realized,0.0278,-0.0085,0.01813,0.000573,1.147e-06,0.001913,0.373774,0
161,4.51,DS,0,-0.01742,0.0027,-0.01139,realized,0.02859,-0.0077,0.01741,0.000558,1.083e-06,0.001892,0.37361,0
162,4.52,DS,0,-0.01811,0.00195,-0.01069,realized,0.0293,-0.00694,0.0167,0.000545,1.021e-06,0.00187,0.373449,0
163,4.53,DS,0,-0.01871,0.00124,-0.01,realized,0.02992,-0.00622,0.016,0.000532,9.62e-07,0.001846,0.373291,0
164,4.54,DS,0,-0.01924,0.00057,-0.00932,realized,0.03046,-0.00555,0.01532,0.000519,9.05e-07,0.00182,0.373136,0
165,4.55,DS,0,-0.01969,-6e-05,-0.00867,realized,0.03093,-0.00491,0.01467,0.000507,8.51e-07,0.001793,0.372984,0
166,4.56,DS,0,-0.02008,-0.00065,-0.00803,realized,0.03132,-0.00431,0.01403,0.000495,7.99e-07,0.001765,0.372836,0
167,4.57,DS,0,-0.02039,-0.0012,-0.00742,realized,0.03165,-0.00376,0.01341,0.000483,7.49e-07,0.001735,0.37269,0
168,4.58,DS,0,-0.02064,-0.00171,-0.00682,realized,0.03191,-0.00324,0.01281,0.000471,7.01e-07,0.001704,0.372548,0
169,4.59,DS,0,-0.02084,-0.00219,-0.00626,realized,0.03211,-0.00276,0.01224,0.00046,6.55e-07,0.001673,0.372409,0
170,4.6,DS,0,-0.02097,-0.00263,-0.00571,realized,0.03226,-0.00231,0.01169,0.000449,6.12e-07,0.00164,0.372272,1
171,4.61,SS,1,-0.07923,-0.72335,1.12436,planned,0.22227,0.25853,-0.25347,0.019528,5.6467e-05,0.01527,0.375657,0
172,4.71,SS,1,0.04796,-0.79885,1.31531,planned,0.14186,0.35746,-0.49768,0.023143,0.000197239,0.028635,0.390193,0
173,4.81,SS,1,0.15185,-0.86205,1.51122,planned,0.10646,0.47456,-0.72046,0.030046,0.000545712,0.039583,0.417665,0
174,4.91,SS,1,0.22263,-0.90675,1.61066,planned,0.11792,0.54676,-0.83432,0.036438,0.001250389,0.049959,0.454114,0
175,5.01,SS,1,0.28547,-0.99414,1.77704,planned,0.11397,0.63874,-0.98814,0.044653,0.002506126,0.05994,0.498164,0
176,5.11,SS,1,0.34521,-1.08255,1.93556,planned,0.10327,0.7363,-1.15088,0.053273,0.004518813,0.069647,0.552009,0
177,5.21,SS,1,0.39987,-1.15276,2.06,planned,0.10144,0.81198,-1.27655,0.062786,0.007498778,0.079165,0.614137,0
178,5.31,SS,1,0.45147,-1.20673,2.15275,planned,0.10006,0.88132,-1.39111,0.073388,0.011652532,0.088484,0.683382,0
179,5.41,SS,1,0.50097,-1.2455,2.21584,planned,0.09856,0.9438,-1.49464,0.08475,0.017170206,0.097595,0.759259,0
180,5.51,SS,1,0.54744,-1.28072,2.2677,planned,0.09896,0.99953,-1.58605,0.096799,0.024233719,0.106476,0.84111,0
181,5.61,SS,1,0.58984,-1.3394,2.35133,planned,0.10036,1.05448,-1.67436,0.109481,0.033035906,0.11512,0.92862,0
182,5.71,SS,1,0.62956,-1.38192,2.40372,planned,0.1027,1.0983,-1.74551,0.122518,0.043698547,0.123508,1.021077,0
183,5.81,SS,1,0.66641,-1.40867,2.42517,planned,0.10626,1.1335,-1.80203,0.135811,0.056308743,0.131604,1.117636,0
184,5.91,SS,1,0.70045,-1.42061,2.41681,planned,0.1105,1.1608,-1.84533,0.149185,0.070915837,0.139364,1.217588,0
185,6.01,SS,1,0.7316,-1.41853,2.37974,planned,0.11548,1.18038,-1.87567,0.162496,0.087531195,0.146746,1.320247,0
186,6.11,SS,1,0.75967,-1.42823,2.35535,planned,0.12086,1.198,-1.90109,0.175686,0.106183488,0.153731,1.425244,0
187,6.21,SS,1,0.78456,-1.43825,2.32539,planned,0.12633,1.20971,-1.91663,0.188562,0.126841727,0.160291,1.532145,0
188,6.31,SS,1,0.80608,-1.43537,2.26893,planned,0.13211,1.21306,-1.91866,0.201025,0.149407507,0.166394,1.640271,0
189,6.41,SS,1,0.82417,-1.42064,2.18743,planned,0.13797,1.20946,-1.9091,0.213009,0.173749289,0.172006,1.748967,0
190,6.51,SS,1,0.83882,-1.39512,2.08252,planned,0.14372,1.19945,-1.88886,0.22443,0.199704397,0.177095,1.857652,0
191,6.61,SS,1,0.85007,-1.36145,1.95848,planned,0.14927,1.18377,-1.85906,0.235233,0.227088036,0.181635,1.965797,0
192,6.71,SS,1,0.8591,-1.34302,1.8538,planned,0.15412,1.16792,-1.8272,0.245399,0.255769852,0.185634,2.073175,0
193,6.81,SS,1,0.86451,-1.31565,1.72972,planned,0.1583,1.14466,-1.7842,0.254796,0.285504924,0.189066,2.17933,0
194,6.91,SS,1,0.86618,-1.28017,1.58791,planned,0.16215,1.11589,-1.73206,0.263456,0.316034273,0.191927,2.283697,0
195,7.01,SS,1,0.86417,-1.23773,1.43019,planned,0.16532,1.08232,-1.67211,0.271342,0.347085288,0.194208,2.38583,0
196,7.11,SS,1,0.85855,-1.18927,1.25847,planned,0.16784,1.04419,-1.60478,0.278444,0.378375898,0.195912,2.485306,0
197,7.21,SS,1,0.85055,-1.14185,1.08527,planned,0.16942,1.00347,-1.53281,0.284767,0.409648741,0.197057,2.581811,0
198,7.31,SS,1,0.8404,-1.09651,0.91322,planned,0.16988,0.96001,-1.45635,0.290303,0.440643498,0.197663,2.675078,0
