tick,phase,alpha,kp_shape,er_x,er_y,er_z,er_norm,er_sum,er_par_norm,er_perp_norm,perp_frac,ev_x,ev_y,ev_z,ev_norm,aff_norm,fb_app_x,fb_app_y,fb_app_z,fb_app_norm,fb_diag_x,fb_diag_y,fb_diag_z,fb_diag_norm,fb_delta_norm,eta_fb,ades_norm,achieved_norm,resid_norm,delivered_frac
3866,SS,400.0,3x3,-9.346980872e-05,2.228881177e-07,4.561229010e-06,9.358129959e-05,-8.868569160e-05,5.120270792e-05,7.833097940e-05,0.837037,-5.756855116e-04,1.867599456e-05,1.044781760e-04,5.853872993e-04,5.198477582e-02,-1.623651098e-03,-1.623651098e-03,-1.623651098e-03,2.812246195e-03,-2.007465961e-03,5.669664802e-05,3.271182149e-04,2.034733501e-03,2.603148730e-03,0.051321,5.311097283e-02,3.686127484e-02,1.631535974e-02,0.693664
3867,SS,400.0,3x3,-1.076879201e-04,-2.083294705e-06,5.875888056e-06,1.078682267e-04,-1.038953268e-04,5.998399489e-05,8.965196417e-05,0.831125,-7.297075158e-04,2.568936612e-05,1.311466046e-04,7.418439419e-04,5.198477582e-02,-2.030300616e-03,-2.030300616e-03,-2.030300616e-03,3.516583821e-03,-2.512186308e-03,7.081821425e-05,4.110674781e-04,2.546580401e-03,3.256868485e-03,0.063360,5.341250446e-02,3.665334635e-02,1.685781117e-02,0.685650
3868,SS,400.0,3x3,-1.183241435e-04,-5.328585188e-06,7.265497982e-06,1.186666938e-04,-1.163872307e-04,6.719619900e-05,9.780825663e-05,0.824227,-8.868896491e-04,3.295890866e-05,1.580304520e-04,9.014616815e-04,5.198477582e-02,-2.436862557e-03,-2.436862557e-03,-2.436862557e-03,4.220769761e-03,-3.015641378e-03,8.289097042e-05,4.958878501e-04,3.057264888e-03,3.909625010e-03,0.075095,5.372151129e-02,3.644103954e-02,1.742931257e-02,0.677437
3869,SS,400.0,3x3,-1.254074383e-04,-9.512795847e-06,8.731845295e-06,1.260704723e-04,-1.261883889e-04,7.285490029e-05,1.028879366e-04,0.816114,-1.046701763e-03,4.039794035e-05,1.850617566e-04,1.063703167e-03,5.198477582e-02,-2.842291364e-03,-2.842291364e-03,-2.842291364e-03,4.922993052e-03,-3.516327603e-03,9.265543351e-05,5.813808056e-04,3.565269763e-03,4.559579879e-03,0.086508,5.403703603e-02,3.622461337e-02,1.802624608e-02,0.669054
3870,SS,400.0,3x3,-1.289620213e-04,-1.463653076e-05,1.027607576e-05,1.301961164e-04,-1.333224763e-04,7.697376761e-05,1.050050847e-04,0.806515,-1.208744700e-03,4.793552836e-05,2.121798751e-04,1.228161986e-03,5.198477582e-02,-3.245855318e-03,-3.245855318e-03,-3.245855318e-03,5.621986325e-03,-4.013120164e-03,9.989699282e-05,6.673678526e-04,4.069458528e-03,5.205388502e-03,0.097592,5.435830019e-02,3.600422992e-02,1.864542339e-02,0.660526
3871,SS,400.0,3x3,-1.290087622e-04,-2.070102752e-05,1.189879758e-05,1.311997510e-04,-1.378109922e-04,7.956521343e-05,1.043204269e-04,0.795127,-1.372759586e-03,5.551983231e-05,2.393371599e-04,1.394572913e-03,5.198477582e-02,-3.647140759e-03,-3.647140759e-03,-3.647140759e-03,6.317033097e-03,-4.505305046e-03,1.044564144e-04,7.537078725e-04,4.569109350e-03,5.846229210e-03,0.108351,5.468473870e-02,3.577997465e-02,1.928416266e-02,0.651873
3872,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,4.828669477e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,4.828669477e-02,3.414829637e-02,1.432615829e-02,0.706053
3873,SS,400.0,3x3,-2.595831607e-05,4.929111006e-06,1.198074114e-06,2.644930415e-05,-1.983113095e-05,1.144950879e-05,2.384270200e-05,0.901449,-1.401315359e-04,-8.539039591e-06,2.829951144e-05,1.432153096e-04,4.828669477e-02,-4.206065849e-04,-4.206065849e-04,-4.206065849e-04,7.285119751e-04,-4.982695558e-04,-1.082978576e-05,8.849275666e-05,5.061825782e-04,6.581266609e-04,0.014863,4.856268674e-02,3.393050069e-02,1.479127522e-02,0.697702
3874,SS,400.0,3x3,-4.854013519e-05,8.875459592e-06,2.448929150e-06,4.940562479e-05,-3.721574645e-05,2.148652123e-05,4.448870831e-05,0.900479,-2.820581862e-04,-9.958024271e-06,5.677149886e-05,2.878871058e-04,4.828669477e-02,-8.173813741e-04,-8.173813741e-04,-8.173813741e-04,1.415746069e-03,-9.917949640e-04,-3.247694035e-06,1.776612840e-04,1.007586885e-03,1.297437336e-03,0.028484,4.883157408e-02,3.372312566e-02,1.526229542e-02,0.689621
3875,SS,400.0,3x3,-6.778666672e-05,1.187748568e-05,3.754797173e-06,6.892173353e-05,-5.215438387e-05,3.011134756e-05,6.199606520e-05,0.899514,-4.294858101e-04,-1.065261823e-05,8.548150911e-05,4.380395277e-04,4.828669477e-02,-1.220433909e-03,-1.220433909e-03,-1.220433909e-03,2.113853538e-03,-1.491817431e-03,3.674602348e-06,2.677089189e-04,1.515651944e-03,1.945934156e-03,0.041941,4.911305504e-02,3.358614634e-02,1.569787667e-02,0.682747
3876,SS,400.0,3x3,-8.374803428e-05,1.394301145e-05,5.117528428e-06,8.505486413e-05,-6.468749441e-05,3.734734231e-05,7.641666005e-05,0.898440,-5.812490595e-04,-1.005303331e-05,1.143232812e-04,5.924705438e-04,4.828669477e-02,-1.624998918e-03,-1.624998918e-03,-1.624998918e-03,2.814580688e-03,-1.994991281e-03,1.166993442e-05,3.583224289e-04,2.026948781e-03,2.597911247e-03,0.055078,4.940390045e-02,3.347305838e-02,1.614154380e-02,0.676154
3877,SS,400.0,3x3,-9.646368182e-05,1.508133029e-05,6.538099860e-06,9.785415261e-05,-7.484425166e-05,4.321134885e-05,8.779643793e-05,0.897217,-7.364024176e-04,-8.562811362e-06,1.432357084e-04,7.502521647e-04,4.828669477e-02,-2.029721317e-03,-2.029721317e-03,-2.029721317e-03,3.515580446e-03,-2.498598298e-03,1.955555680e-05,4.493214247e-04,2.538752768e-03,3.250389860e-03,0.067865,4.970304158e-02,3.335715328e-02,1.661547552e-02,0.669331
3878,SS,400.0,3x3,-1.059633930e-04,1.529825455e-05,8.016466321e-06,1.073617296e-04,-8.264867212e-05,4.771723310e-05,9.617487532e-05,0.895802,-8.940380132e-04,-6.520672704e-06,1.720777237e-04,9.104708843e-04,4.828669477e-02,-2.433388903e-03,-2.433388903e-03,-2.433388903e-03,4.214753214e-03,-3.000004218e-03,2.633274553e-05,5.402825700e-04,3.048380550e-03,3.900513496e-03,0.080279,5.000940911e-02,3.323901884e-02,1.711519273e-02,0.662319
3879,SS,400.0,3x3,-1.122682748e-04,1.459643227e-05,9.551199660e-06,1.136153457e-04,-8.812064289e-05,5.087647690e-05,1.015875528e-04,0.894136,-1.053378105e-03,-4.236840867e-06,2.007140321e-04,1.072338335e-03,4.828669477e-02,-2.835064669e-03,-2.835064669e-03,-2.835064669e-03,4.910476050e-03,-3.496939139e-03,3.107877421e-05,6.307956953e-04,3.553512690e-03,4.545882106e-03,0.092307,5.032205660e-02,3.311907054e-02,1.763667720e-02,0.655159
3880,SS,400.0,3x3,-1.153924232e-04,1.297570368e-05,1.113961022e-05,1.166527802e-04,-9.127710925e-05,5.269886360e-05,1.040706534e-04,0.892140,-1.213833671e-03,-1.972799987e-06,2.290268745e-04,1.235252761e-03,4.828669477e-02,-3.234170118e-03,-3.234170118e-03,-3.234170118e-03,5.601746964e-03,-3.987678283e-03,3.300871109e-05,7.204994542e-04,4.052380427e-03,5.184751053e-03,0.103951,5.064025893e-02,3.299758135e-02,1.817652735e-02,0.647879
3881,SS,400.0,3x3,-1.153449394e-04,1.043360761e-05,1.277796919e-05,1.165186325e-04,-9.213336264e-05,5.319322172e-05,1.036680900e-04,0.889713,-1.375016958e-03,6.731808293e-08,2.569249864e-04,1.398814529e-03,4.828669477e-02,-3.630474048e-03,-3.630474048e-03,-3.630474048e-03,6.288165507e-03,-4.471085692e-03,3.150277708e-05,8.091088668e-04,4.543815230e-03,5.816063846e-03,0.115221,5.096354019e-02,3.287471006e-02,1.873200326e-02,0.640504
3882,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,4.453448557e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,4.453448557e-02,3.131233959e-02,1.346979047e-02,0.701437
3883,SS,400.0,3x3,-2.293796400e-05,7.982257532e-06,1.330494998e-06,2.432358618e-05,-1.362521147e-05,7.866519509e-06,2.301640101e-05,0.946259,-1.346673103e-04,-1.623609484e-05,2.682874150e-05,1.382703027e-04,4.453448557e-02,-4.130996253e-04,-4.130996253e-04,-4.130996253e-04,7.155095395e-04,-4.728158228e-04,-2.476151191e-05,8.447770949e-05,4.809411796e-04,6.339997781e-04,0.015812,4.480219995e-02,3.120153665e-02,1.385067274e-02,0.694719
3884,SS,400.0,3x3,-4.279836367e-05,1.498820682e-05,2.664778912e-06,4.542518380e-05,-2.514537794e-05,1.451769072e-05,4.304281565e-05,0.947554,-2.693960687e-04,-2.521299807e-05,5.424577811e-05,2.759574995e-04,4.453448557e-02,-7.965259999e-04,-7.965259999e-04,-7.965259999e-04,1.379623501e-03,-9.365832971e-04,-3.067437377e-05,1.707316711e-04,9.525116762e-04,1.241665076e-03,0.030048,4.505942862e-02,3.108690279e-02,1.424882549e-02,0.687989
3885,SS,400.0,3x3,-5.960916722e-05,2.105356958e-05,4.005394467e-06,6.334468244e-05,-3.455020318e-05,1.994756911e-05,6.012190350e-05,0.949123,-4.086592611e-04,-3.435890469e-05,8.154489000e-05,4.181297587e-04,4.453448557e-02,-1.188070437e-03,-1.188070437e-03,-1.188070437e-03,2.057798360e-03,-1.404805285e-03,-3.991600536e-05,2.566508534e-04,1.428615006e-03,1.858077555e-03,0.044166,4.533063867e-02,3.096818080e-02,1.468591553e-02,0.680876
3886,SS,400.0,3x3,-7.341225988e-05,2.617710426e-05,5.351352093e-06,7.812322099e-05,-4.188380353e-05,2.418162525e-05,7.428651734e-05,0.950889,-5.516359734e-04,-4.323170546e-05,1.087632911e-04,5.639154910e-04,4.453448557e-02,-1.583964574e-03,-1.583964574e-03,-1.583964574e-03,2.743507119e-03,-1.875144700e-03,-5.116380361e-05,3.423439297e-04,1.906825830e-03,2.478896633e-03,0.058029,4.561347453e-02,3.084633913e-02,1.515623581e-02,0.673457
3887,SS,400.0,3x3,-8.424193479e-05,3.035944764e-05,6.701696347e-06,8.979594853e-05,-4.718079080e-05,2.723984227e-05,8.556461515e-05,0.952878,-6.976268606e-04,-5.194973974e-05,1.358735638e-04,7.126314878e-04,4.453448557e-02,-1.982651482e-03,-1.982651482e-03,-1.982651482e-03,3.434053101e-03,-2.345606386e-03,-6.477087629e-05,4.277257804e-04,2.385165388e-03,3.101599721e-03,0.071590,4.590689639e-02,3.072203236e-02,1.565559532e-02,0.665780
3888,SS,400.0,3x3,-9.212519476e-05,3.360030537e-05,8.055022839e-06,9.839164306e-05,-5.046986654e-05,2.913879104e-05,9.397790315e-05,0.955141,-8.459154744e-04,-6.059512148e-05,1.628164579e-04,8.635704705e-04,4.453448557e-02,-2.382492013e-03,-2.382492013e-03,-2.382492013e-03,4.126597216e-03,-2.814122007e-03,-8.098444832e-05,5.126144423e-04,2.861575566e-03,3.723557830e-03,0.084803,4.620966098e-02,3.059574182e-02,1.617972639e-02,0.657895
3889,SS,400.0,3x3,-9.708227316e-05,3.589868643e-05,9.409323206e-06,1.039337232e-04,-5.177426352e-05,2.989188498e-05,9.954242324e-05,0.957749,-9.958904877e-04,-6.923454557e-05,1.895312450e-04,1.016126655e-03,4.453448557e-02,-2.782104155e-03,-2.782104155e-03,-2.782104155e-03,4.818745749e-03,-3.278918283e-03,-1.000075774e-04,5.968217046e-04,3.334291944e-03,4.342534548e-03,0.097638,4.652058557e-02,3.046780073e-02,1.672466334e-02,0.649844
3890,SS,400.0,3x3,-9.912795556e-05,3.725309223e-05,1.076203621e-05,1.064423124e-04,-5.111282712e-05,2.951000450e-05,1.022698661e-04,0.960801,-1.147088876e-03,-7.790725547e-05,2.159678173e-04,1.169839531e-03,4.453448557e-02,-3.180423424e-03,-3.180423424e-03,-3.180423424e-03,5.508654960e-03,-3.738650495e-03,-1.219624897e-04,6.801895606e-04,3.801978460e-03,4.956826946e-03,0.110078,4.683862946e-02,3.033842498e-02,1.728689101e-02,0.641665
3891,SS,400.0,3x3,-9.827314773e-05,3.766178587e-05,1.211018695e-05,1.059371432e-04,-4.850117492e-05,2.800216639e-05,1.021692566e-04,0.964433,-1.299203361e-03,-8.662243749e-05,2.420927750e-04,1.324402406e-03,4.453448557e-02,-3.576702597e-03,-3.576702597e-03,-3.576702597e-03,6.195030621e-03,-4.192429528e-03,-1.468819549e-04,7.626088859e-04,4.263755617e-03,5.565286464e-03,0.122119,4.716293151e-02,3.020774049e-02,1.786341158e-02,0.633389
3892,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,4.067119195e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,4.067119195e-02,2.857241127e-02,1.244650966e-02,0.699942
3893,SS,400.0,3x3,-1.988157706e-05,1.066431541e-05,1.420195643e-06,2.260578876e-05,-7.797066006e-06,4.501638157e-06,2.215303454e-05,0.979972,-1.255558569e-04,-2.800884964e-05,2.333939693e-05,1.307420985e-04,4.067119195e-02,-4.140671270e-04,-4.140671270e-04,-4.140671270e-04,7.171853017e-04,-4.363123020e-04,-5.203360269e-05,7.427877771e-05,4.456380342e-04,6.083131128e-04,0.017328,4.093712561e-02,2.845488307e-02,1.285985841e-02,0.692232
3894,SS,400.0,3x3,-3.696681855e-05,2.033432172e-05,2.785809971e-06,4.228227821e-05,-1.384668686e-05,7.994388389e-06,4.151964360e-05,0.981963,-2.509675354e-04,-4.733361734e-05,4.841401896e-05,2.599405555e-04,4.067119195e-02,-7.912014618e-04,-7.912014618e-04,-7.912014618e-04,1.370401131e-03,-8.638030618e-04,-8.099788686e-05,1.535994868e-04,8.810840990e-04,1.184191261e-03,0.032596,4.118871289e-02,2.833372842e-02,1.328199510e-02,0.684611
3895,SS,400.0,3x3,-5.128536362e-05,2.905763369e-05,4.106327846e-06,5.908804046e-05,-1.812140209e-05,1.046239637e-05,5.815440471e-05,0.984199,-3.812645853e-04,-6.589416639e-05,7.360081048e-05,3.938550552e-04,4.067119195e-02,-1.175038030e-03,-1.175038030e-03,-1.175038030e-03,2.035225569e-03,-1.297649847e-03,-1.105095981e-04,2.331214150e-04,1.323046897e-03,1.769510515e-03,0.047656,4.145377356e-02,2.820836627e-02,1.374013443e-02,0.676593
3896,SS,400.0,3x3,-6.288270033e-05,3.684229006e-05,5.383510906e-06,7.307920722e-05,-2.065689936e-05,1.192626641e-05,7.209947779e-05,0.986594,-5.155233198e-04,-8.321799087e-05,9.902359654e-05,5.315027751e-04,4.067119195e-02,-1.561123841e-03,-1.561123841e-03,-1.561123841e-03,2.703945809e-03,-1.735218061e-03,-1.391271024e-04,3.132213224e-04,1.768741266e-03,2.359142495e-03,0.062339,4.172937509e-02,2.807986840e-02,1.422736129e-02,0.668279
3897,SS,400.0,3x3,-7.179577825e-05,4.369816801e-05,6.619482887e-06,8.430884423e-05,-2.147812736e-05,1.240040261e-05,8.339191346e-05,0.989124,-6.529629821e-04,-9.946481363e-05,1.246357190e-04,6.721517444e-04,4.067119195e-02,-1.947810612e-03,-1.947810612e-03,-1.947810612e-03,3.373706944e-03,-2.174276281e-03,-1.672999369e-04,3.937656056e-04,2.215968855e-03,2.950336277e-03,0.076597,4.201426301e-02,2.794896393e-02,1.473894285e-02,0.659729
3898,SS,400.0,3x3,-7.805337684e-05,4.963366564e-05,7.815705223e-06,9.282734322e-05,-2.060400598e-05,1.189572840e-05,9.206197529e-05,0.991755,-7.927825848e-04,-1.147857725e-04,1.503553557e-04,8.150378723e-04,4.067119195e-02,-2.333451023e-03,-2.333451023e-03,-2.333451023e-03,4.041655728e-03,-2.612507885e-03,-1.954563206e-04,4.745131827e-04,2.662435611e-03,3.540276410e-03,0.090391,4.230703029e-02,2.781619914e-02,1.527026120e-02,0.651004
3899,SS,400.0,3x3,-8.167665272e-05,5.465572113e-05,8.972775493e-06,9.868553163e-05,-1.804815609e-05,1.042010778e-05,9.813386524e-05,0.994410,-9.342954348e-04,-1.293332908e-04,1.760927826e-04,9.595018122e-04,4.067119195e-02,-2.716752297e-03,-2.716752297e-03,-2.716752297e-03,4.705553011e-03,-3.047916262e-03,-2.240327091e-04,5.551966741e-04,3.106159614e-03,4.126617330e-03,0.103700,4.260640559e-02,2.768195935e-02,1.581723123e-02,0.642154
3900,SS,400.0,3x3,-8.268057863e-05,5.876987618e-05,1.009043679e-05,1.019401459e-04,-1.382026566e-05,7.979134100e-06,1.016273918e-04,0.996932,-1.076977634e-03,-1.432412344e-04,2.017666886e-04,1.105037860e-03,4.067119195e-02,-3.096817336e-03,-3.096817336e-03,-3.096817336e-03,5.363844968e-03,-3.478974638e-03,-2.534140748e-04,6.355713761e-04,3.545621835e-03,4.707622735e-03,0.116517,4.291133345e-02,2.754649990e-02,1.637642690e-02,0.633221
3901,SS,400.0,3x3,-8.107567015e-05,6.198048529e-05,1.116770653e-05,1.026623715e-04,-7.927478336e-06,4.576931752e-06,1.025602955e-04,0.999006,-1.220478030e-03,-1.566166854e-04,2.273124455e-04,1.251305860e-03,4.067119195e-02,-3.473129244e-03,-3.473129244e-03,-3.473129244e-03,6.015636313e-03,-3.904661100e-03,-2.839086004e-04,7.154404561e-04,3.979803695e-03,5.282183658e-03,0.128851,4.322100964e-02,2.740997453e-02,1.694511663e-02,0.624239
3902,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,3.674708700e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,3.674708700e-02,2.573684465e-02,1.147964507e-02,0.696469
3903,SS,400.0,3x3,-1.686820159e-05,1.303181475e-05,1.489064336e-06,2.136777324e-05,-2.347322505e-06,1.355227280e-06,2.132475304e-05,0.997987,-1.163431628e-04,-3.284388216e-05,2.133786359e-05,1.227589367e-04,3.674708700e-02,-3.905895115e-04,-3.905895115e-04,-3.905895115e-04,6.765208788e-04,-3.996340930e-04,-5.943620221e-05,6.848078377e-05,4.097922501e-04,5.661182338e-04,0.018077,3.699602995e-02,2.561465209e-02,1.189828950e-02,0.687966
3904,SS,400.0,3x3,-3.122906334e-05,2.512145090e-05,2.885715033e-06,4.018294469e-05,-3.221897405e-06,1.860163334e-06,4.013986592e-05,0.998928,-2.320836716e-04,-5.632360714e-05,4.540510575e-05,2.430983401e-04,3.674708700e-02,-7.386722111e-04,-7.386722111e-04,-7.386722111e-04,1.279417800e-03,-7.899382047e-04,-9.360646873e-05,1.448724624e-04,8.085496699e-04,1.095166291e-03,0.033645,3.722683958e-02,2.548926153e-02,1.231543807e-02,0.679686
3905,SS,400.0,3x3,-4.311017324e-05,3.632202219e-05,4.204654469e-06,5.652835971e-05,-2.583496576e-06,1.491582444e-06,5.650867751e-05,0.999652,-3.526767168e-04,-7.863421106e-05,6.962862331e-05,3.679841721e-04,3.674708700e-02,-1.092797403e-03,-1.092797403e-03,-1.092797403e-03,1.892780625e-03,-1.187360670e-03,-1.269365666e-04,2.214998333e-04,1.214495957e-03,1.633770668e-03,0.048985,3.747015260e-02,2.535977860e-02,1.276397388e-02,0.671010
3906,SS,400.0,3x3,-5.255701548e-05,4.664512221e-05,5.448464380e-06,7.048186339e-05,-4.634288835e-07,2.675607907e-07,7.048135553e-05,0.999993,-4.772134591e-04,-9.937879278e-05,9.420531183e-05,4.964710171e-04,3.674708700e-02,-1.448551107e-03,-1.448551107e-03,-1.448551107e-03,2.508964115e-03,-1.589311424e-03,-1.582010117e-04,2.989613286e-04,1.624904994e-03,2.176836362e-03,0.063913,3.772304723e-02,2.522731543e-02,1.323705452e-02,0.662048
3907,SS,400.0,3x3,-5.960671568e-05,5.610344807e-05,6.620334842e-06,8.212421246e-05,3.117067227e-06,1.799639603e-06,8.210449178e-05,0.999760,-6.049411222e-04,-1.187923813e-04,1.190660309e-04,6.278870208e-04,3.674708700e-02,-1.804651216e-03,-1.804651216e-03,-1.804651216e-03,3.125747597e-03,-1.993643514e-03,-1.880667996e-04,3.770590971e-04,2.037684260e-03,2.721933716e-03,0.078393,3.798451315e-02,2.509261876e-02,1.373051421e-02,0.652864
3908,SS,400.0,3x3,-6.428842213e-05,6.470749607e-05,7.722603176e-06,9.154070061e-05,8.141677116e-06,4.700599474e-06,9.141993345e-05,0.998681,-7.350759931e-04,-1.370970655e-04,1.441138271e-04,7.615123874e-04,3.674708700e-02,-2.159752663e-03,-2.159752663e-03,-2.159752663e-03,3.740801345e-03,-2.398093246e-03,-2.171687082e-04,4.555092907e-04,2.450612613e-03,3.266501759e-03,0.092393,3.825337002e-02,2.495624902e-02,1.424032374e-02,0.643519
3909,SS,400.0,3x3,-6.662376014e-05,7.246564551e-05,8.756588524e-06,9.882647943e-05,1.459847389e-05,8.428432832e-06,9.846641334e-05,0.996357,-8.669403760e-04,-1.545080077e-04,1.692434927e-04,8.967171793e-04,3.674708700e-02,-2.512819251e-03,-2.512819251e-03,-2.512819251e-03,4.352330613e-03,-2.800692408e-03,-2.461270865e-04,5.340002437e-04,2.861749949e-03,3.808395116e-03,0.105898,3.852856126e-02,2.481860193e-02,1.476299610e-02,0.634062
3910,SS,400.0,3x3,-6.662819535e-05,7.938430671e-05,9.722606727e-06,1.040947340e-04,2.247871809e-05,1.297809394e-05,1.032825383e-04,0.992198,-1.000012001e-03,-1.712130370e-04,1.943595225e-04,1.033011873e-03,3.674708700e-02,-2.863160393e-03,-2.863160393e-03,-2.863160393e-03,4.959139271e-03,-3.199920590e-03,-2.754861910e-04,6.122463877e-04,3.269591727e-03,4.346023182e-03,0.118906,3.880922490e-02,2.467994076e-02,1.529567584e-02,0.624536
3911,SS,400.0,3x3,-6.431269728e-05,8.546821852e-05,1.062011418e-05,1.074882609e-04,3.177563541e-05,1.834567166e-05,1.059111069e-04,0.985327,-1.133935520e-03,-1.873642386e-04,2.193847200e-04,1.170061869e-03,3.674708700e-02,-3.210418211e-03,-3.210418211e-03,-3.210418211e-03,5.560607455e-03,-3.594744653e-03,-3.056880604e-04,6.900145024e-04,3.673112348e-03,4.878374669e-03,0.131433,3.909472536e-02,2.454042557e-02,1.583615158e-02,0.614973
3912,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,3.280901575e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,3.280901575e-02,2.286887299e-02,1.053996873e-02,0.691324
3913,SS,400.0,3x3,-1.394178713e-05,1.507446876e-05,1.537969979e-06,2.059073550e-05,2.670651605e-06,1.541901423e-06,2.053292304e-05,0.997192,-1.066171689e-04,-3.587445612e-05,1.959840739e-05,1.141853532e-04,3.280901575e-02,-3.606676981e-04,-3.606676981e-04,-3.606676981e-04,6.246947777e-04,-3.616768681e-04,-6.239996209e-05,6.340913212e-05,3.724575549e-04,5.184648673e-04,0.018685,3.303700609e-02,2.274432709e-02,1.095005011e-02,0.682053
3914,SS,400.0,3x3,-2.566442046e-05,2.927354420e-05,2.952437154e-06,3.904253773e-05,6.561560897e-06,3.788318950e-06,3.885831175e-05,0.995281,-2.122684305e-04,-6.230380659e-05,4.274921161e-05,2.253156586e-04,3.280901575e-02,-6.757843938e-04,-6.757843938e-04,-6.757843938e-04,1.170492905e-03,-7.137985529e-04,-9.909078717e-05,1.371049463e-04,7.335701225e-04,9.974014595e-04,0.034447,3.324453171e-02,2.261705366e-02,1.135035966e-02,0.673136
3915,SS,400.0,3x3,-3.519357636e-05,4.265087949e-05,4.261916336e-06,5.546033961e-05,1.171921946e-05,6.766094513e-06,5.504606466e-05,0.992530,-3.227363596e-04,-8.756078176e-05,6.599321640e-05,3.408529785e-04,3.280901575e-02,-9.977541166e-04,-9.977541166e-04,-9.977541166e-04,1.728160823e-03,-1.073789808e-03,-1.347297068e-04,2.107653982e-04,1.102541926e-03,1.486980826e-03,0.050038,3.346443655e-02,2.248583423e-02,1.177904926e-02,0.663799
3916,SS,400.0,3x3,-4.257456361e-05,5.521805386e-05,5.468812956e-06,6.993950853e-05,1.811230321e-05,1.045714313e-05,6.915332972e-05,0.988759,-4.371395053e-04,-1.112518628e-04,8.961564588e-05,4.598900826e-04,3.280901575e-02,-1.321990257e-03,-1.321990257e-03,-1.321990257e-03,2.289754292e-03,-1.439142207e-03,-1.681014268e-04,2.852533765e-04,1.476738931e-03,1.982023236e-03,0.065237,3.369376754e-02,2.235179827e-02,1.222946278e-02,0.654167
3917,SS,400.0,3x3,-4.784467263e-05,6.698777561e-05,6.576572287e-06,8.258163284e-05,2.571967527e-05,1.484926144e-05,8.123561730e-05,0.983701,-5.547646437e-04,-1.336056932e-04,1.135462111e-04,5.818135726e-04,3.280901575e-02,-1.647313352e-03,-1.647313352e-03,-1.647313352e-03,2.853230421e-03,-1.807827949e-03,-1.998537528e-04,3.603683502e-04,1.854197607e-03,2.480260076e-03,0.080007,3.393165204e-02,2.221569070e-02,1.269794310e-02,0.644308
3918,SS,400.0,3x3,-5.103355703e-05,7.797061115e-05,7.587808231e-06,9.349553455e-05,3.452486235e-05,1.993293857e-05,9.134600670e-05,0.977009,-6.748552693e-04,-1.548392529e-04,1.376936224e-04,7.059492633e-04,3.280901575e-02,-1.972428112e-03,-1.972428112e-03,-1.972428112e-03,3.416345705e-03,-2.177666479e-03,-2.306059252e-04,4.358442918e-04,2.232794355e-03,2.979235353e-03,0.094308,3.417701197e-02,2.207807172e-02,1.318089211e-02,0.634284
3919,SS,400.0,3x3,-5.216355388e-05,8.817506396e-05,8.504160633e-06,1.028017461e-04,4.451567071e-05,2.570113447e-05,9.953718246e-05,0.968244,-7.967472318e-04,-1.751625323e-04,1.619560144e-04,8.316957465e-04,3.280901575e-02,-2.296314237e-03,-2.296314237e-03,-2.296314237e-03,3.977332929e-03,-2.546732357e-03,-2.609624051e-04,5.113805250e-04,2.610643047e-03,3.476854353e-03,0.108120,3.442886492e-02,2.193933862e-02,1.367519057e-02,0.624151
