t_s,phase,step_index,Hdot_s_realized_cont_x_Nm,Hdot_s_realized_cont_y_Nm,Hdot_s_realized_cont_z_Nm,Hdot_s_realized_norm_Nm,tauw_x_Nm,tauw_y_Nm,tauw_z_Nm,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,d_grip_swing_mm
9.8100,SS,1,-5.844849e-02,2.620186e-01,-5.415868e-01,6.044719e-01,5.504225e-02,-2.341018e-01,4.829205e-01,4.181068e-01,2.006211e+00,-2.785717e+00,-2.110394e-02,1.942221e-01,-2.656849e-01,253.8021
9.9100,SS,1,-3.675248e-02,3.410326e-01,-6.536222e-01,7.381571e-01,2.536129e-02,-3.111285e-01,5.838008e-01,4.220569e-01,2.002967e+00,-2.773719e+00,-1.981424e-02,1.991093e-01,-2.723268e-01,236.1704
10.0100,SS,1,-1.507070e-02,4.165637e-01,-7.585284e-01,8.655159e-01,-3.932890e-03,-3.865571e-01,6.795667e-01,4.246774e-01,1.996044e+00,-2.757029e+00,-1.852912e-02,2.038767e-01,-2.787944e-01,218.9292
10.1100,SS,1,6.383315e-03,4.885457e-01,-8.562745e-01,9.858619e-01,-3.271551e-02,-4.594693e-01,7.692451e-01,4.259801e-01,1.985539e+00,-2.735893e+00,-1.725605e-02,2.085108e-01,-2.850705e-01,202.1205
10.2100,SS,1,2.964285e-02,5.683198e-01,-9.650810e-01,1.120378e+00,-6.461876e-02,-5.435036e-01,8.715669e-01,4.258222e-01,1.971038e+00,-2.709790e+00,-1.600266e-02,2.129975e-01,-2.911375e-01,185.7852
10.3100,SS,1,5.310207e-02,6.498088e-01,-1.075671e+00,1.257831e+00,-9.685162e-02,-6.272305e-01,9.730658e-01,4.241555e-01,1.952416e+00,-2.678635e+00,-1.477685e-02,2.173219e-01,-2.969762e-01,169.9630
10.4100,SS,1,7.498761e-02,7.252865e-01,-1.176148e+00,1.383831e+00,-1.267157e-01,-7.041863e-01,1.064240e+00,4.210626e-01,1.929911e+00,-2.642830e+00,-1.358599e-02,2.214694e-01,-3.025688e-01,154.6916
10.5100,SS,1,9.530570e-02,7.946860e-01,-1.266537e+00,1.498240e+00,-1.545668e-01,-7.755628e-01,1.146010e+00,4.166274e-01,1.903757e+00,-2.602765e+00,-1.243660e-02,2.254273e-01,-3.078993e-01,140.0065
10.6100,SS,1,1.139978e-01,8.579423e-01,-1.346916e+00,1.601013e+00,-1.803939e-01,-8.407845e-01,1.217918e+00,4.109293e-01,1.874205e+00,-2.558853e+00,-1.133449e-02,2.291838e-01,-3.129534e-01,125.9411
10.7100,SS,1,1.331074e-01,9.241320e-01,-1.431860e+00,1.709375e+00,-2.074822e-01,-9.108677e-01,1.294988e+00,4.039085e-01,1.841092e+00,-2.510888e+00,-1.028515e-02,2.327278e-01,-3.177174e-01,112.5272
10.8100,SS,1,1.530054e-01,9.960813e-01,-1.526283e+00,1.828969e+00,-2.362693e-01,-9.871786e-01,1.380530e+00,3.954709e-01,1.804119e+00,-2.458466e+00,-9.294169e-03,2.360471e-01,-3.221763e-01,99.7950
10.9100,SS,1,1.698196e-01,1.059169e+00,-1.607698e+00,1.932711e+00,-2.605577e-01,-1.052274e+00,1.452182e+00,3.857829e-01,1.763648e+00,-2.402106e+00,-8.366388e-03,2.391299e-01,-3.263153e-01,87.7731
11.0100,SS,1,1.838667e-01,1.113429e+00,-1.676221e+00,2.020704e+00,-2.813045e-01,-1.109029e+00,1.512200e+00,3.750096e-01,1.720048e+00,-2.342302e+00,-7.505182e-03,2.419665e-01,-3.301222e-01,76.4881
11.1100,SS,1,1.953482e-01,1.158952e+00,-1.732022e+00,2.093139e+00,-2.988096e-01,-1.156809e+00,1.559969e+00,3.632934e-01,1.673698e+00,-2.279574e+00,-6.712823e-03,2.445490e-01,-3.335871e-01,65.9655
11.2100,SS,1,2.057291e-01,1.200885e+00,-1.783317e+00,2.159784e+00,-3.152542e-01,-1.201785e+00,1.603825e+00,3.506862e-01,1.624750e+00,-2.214107e+00,-5.990868e-03,2.468708e-01,-3.367020e-01,56.2312
11.3100,SS,1,2.190190e-01,1.254527e+00,-1.854447e+00,2.249618e+00,-3.369057e-01,-1.260833e+00,1.666606e+00,3.369720e-01,1.572674e+00,-2.145101e+00,-5.341233e-03,2.489245e-01,-3.394569e-01,47.3140
11.4100,SS,1,2.281727e-01,1.296885e+00,-1.909793e+00,2.319759e+00,-3.521794e-01,-1.305735e+00,1.713602e+00,3.223612e-01,1.517876e+00,-2.073133e+00,-4.765576e-03,2.507022e-01,-3.418415e-01,39.2480
11.5100,SS,1,2.338895e-01,1.328022e+00,-1.949561e+00,2.370471e+00,-3.626197e-01,-1.339021e+00,1.746535e+00,3.071021e-01,1.460893e+00,-1.998811e+00,-4.263643e-03,2.521989e-01,-3.438488e-01,32.0784
11.6100,SS,1,2.367404e-01,1.348273e+00,-1.973946e+00,2.402155e+00,-3.693372e-01,-1.361175e+00,1.765135e+00,2.913733e-01,1.402217e+00,-1.922761e+00,-3.833975e-03,2.534118e-01,-3.454745e-01,25.8699
11.7100,SS,1,2.370662e-01,1.357901e+00,-1.983191e+00,2.415190e+00,-3.724095e-01,-1.372507e+00,1.770125e+00,2.753412e-01,1.342335e+00,-1.845596e+00,-3.474298e-03,2.543400e-01,-3.467172e-01,20.7202
11.8100,SS,1,2.434542e-01,1.386040e+00,-2.023149e+00,2.464449e+00,-3.855503e-01,-1.406982e+00,1.804847e+00,2.586304e-01,1.280448e+00,-1.766085e+00,-3.183185e-03,2.549824e-01,-3.475740e-01,16.7680
11.9100,SS,1,2.454538e-01,1.401689e+00,-2.045570e+00,2.491854e+00,-3.914338e-01,-1.423962e+00,1.821121e+00,2.414309e-01,1.217008e+00,-1.684914e+00,-2.960046e-03,2.553361e-01,-3.480404e-01,14.1577
12.0100,SS,1,2.438551e-01,1.404270e+00,-2.049628e+00,2.496481e+00,-3.913314e-01,-1.428124e+00,1.822962e+00,2.240622e-01,1.152663e+00,-1.602751e+00,-2.802235e-03,2.554018e-01,-3.481158e-01,12.9048
12.1100,SS,1,2.395449e-01,1.394405e+00,-2.035520e+00,2.478929e+00,-3.875959e-01,-1.419463e+00,1.808025e+00,2.067185e-01,1.087978e+00,-1.520305e+00,-2.705946e-03,2.551823e-01,-3.478028e-01,12.7491
12.2100,SS,1,2.330174e-01,1.372516e+00,-2.003508e+00,2.439701e+00,-3.802658e-01,-1.398422e+00,1.777269e+00,1.895641e-01,1.023523e+00,-1.438310e+00,-2.666958e-03,2.546831e-01,-3.471075e-01,13.2326
12.3100,SS,1,2.333463e-01,1.351029e+00,-1.964316e+00,2.395468e+00,-3.815825e-01,-1.378689e+00,1.738084e+00,1.723145e-01,9.593001e-01,-1.357057e+00,-2.682556e-03,2.539107e-01,-3.460381e-01,13.9365
12.4100,SS,1,2.331129e-01,1.320973e+00,-1.910400e+00,2.334296e+00,-3.807833e-01,-1.348946e+00,1.685396e+00,1.549431e-01,8.957229e-01,-1.277285e+00,-2.752647e-03,2.528722e-01,-3.446049e-01,14.5920
12.5100,SS,1,2.297604e-01,1.278465e+00,-1.838513e+00,2.251087e+00,-3.737972e-01,-1.306624e+00,1.619462e+00,1.377190e-01,8.333723e-01,-1.199633e+00,-2.876437e-03,2.515769e-01,-3.428214e-01,15.0607
12.6100,SS,1,2.241394e-01,1.224033e+00,-1.748948e+00,2.146466e+00,-3.632479e-01,-1.252053e+00,1.537976e+00,1.208453e-01,7.728129e-01,-1.124770e+00,-3.051942e-03,2.500363e-01,-3.407041e-01,15.2877
12.7100,SS,1,2.168021e-01,1.158148e+00,-1.642008e+00,2.021014e+00,-3.498122e-01,-1.185334e+00,1.440668e+00,1.044562e-01,7.146096e-01,-1.053436e+00,-3.276907e-03,2.482642e-01,-3.382728e-01,15.2675
12.8100,SS,1,2.082252e-01,1.081127e+00,-1.517999e+00,1.875238e+00,-3.335794e-01,-1.107136e+00,1.328750e+00,8.868459e-02,6.593424e-01,-9.863656e-01,-3.548981e-03,2.462769e-01,-3.355506e-01,15.0246
12.9100,SS,1,1.987153e-01,9.934303e-01,-1.377237e+00,1.709729e+00,-3.153780e-01,-1.018839e+00,1.202647e+00,7.363331e-02,6.074967e-01,-9.242207e-01,-3.865837e-03,2.440923e-01,-3.325635e-01,14.6017
13.0100,SS,1,2.029813e-01,9.043356e-01,-1.244953e+00,1.552073e+00,-3.054965e-01,-9.273932e-01,1.086755e+00,5.923621e-02,5.594887e-01,-8.672472e-01,-4.225854e-03,2.417302e-01,-3.293397e-01,14.0518
13.1100,SS,1,2.031105e-01,8.191812e-01,-1.123275e+00,1.405012e+00,-3.056021e-01,-8.404017e-01,9.684793e-01,4.480323e-02,5.150856e-01,-8.149638e-01,-4.632485e-03,2.392104e-01,-3.259054e-01,13.4166
13.2100,SS,1,1.924946e-01,7.322615e-01,-1.003294e+00,1.256925e+00,-2.864129e-01,-7.519487e-01,8.640147e-01,3.082736e-02,4.744462e-01,-7.673593e-01,-5.089028e-03,2.365520e-01,-3.222862e-01,12.7236
13.3100,SS,1,1.753710e-01,6.446809e-01,-8.853643e-01,1.109161e+00,-2.575669e-01,-6.648695e-01,7.679177e-01,1.796702e-02,4.375004e-01,-7.238084e-01,-5.591558e-03,2.337744e-01,-3.185066e-01,11.9920
13.4100,SS,1,1.548258e-01,5.580797e-01,-7.702401e-01,9.636876e-01,-2.272695e-01,-5.775796e-01,6.706547e-01,6.380415e-03,4.042606e-01,-6.842899e-01,-6.133241e-03,2.308964e-01,-3.145900e-01,11.2360
13.5100,SS,1,1.324204e-01,4.732613e-01,-6.582649e-01,8.214768e-01,-1.952659e-01,-4.918378e-01,5.758733e-01,-3.862035e-03,3.747160e-01,-6.488045e-01,-6.706734e-03,2.279367e-01,-3.105598e-01,10.4660
13.6100,SS,1,1.092741e-01,3.908695e-01,-5.498500e-01,6.834141e-01,-1.621749e-01,-4.086769e-01,4.849805e-01,-1.268345e-02,3.487894e-01,-6.172221e-01,-7.304097e-03,2.249132e-01,-3.064389e-01,9.6906
13.7100,SS,1,8.624565e-02,3.115622e-01,-4.455086e-01,5.504427e-01,-1.295226e-01,-3.286017e-01,3.973903e-01,-2.006672e-02,3.263782e-01,-5.894194e-01,-7.917141e-03,2.218434e-01,-3.022488e-01,8.9167
13.8100,SS,1,6.384482e-02,2.359205e-01,-3.457171e-01,4.233851e-01,-9.817668e-02,-2.522525e-01,3.130756e-01,-2.604818e-02,3.073436e-01,-5.652791e-01,-8.537965e-03,2.187437e-01,-2.980104e-01,8.1502
13.9100,SS,1,4.245097e-02,1.643286e-01,-2.509010e-01,3.029147e-01,-6.810713e-02,-1.796527e-01,2.326853e-01,-3.067196e-02,2.915603e-01,-5.446863e-01,-9.159144e-03,2.156295e-01,-2.937433e-01,7.3963
14.0100,SS,1,2.239200e-02,9.713834e-02,-1.614199e-01,1.897199e-01,-3.974249e-02,-1.116304e-01,1.569216e-01,-3.399261e-02,2.788703e-01,-5.274837e-01,-9.773722e-03,2.125154e-01,-2.894660e-01,6.6597
14.1100,SS,1,3.897836e-03,3.465073e-02,-7.760069e-02,8.507487e-02,-1.348513e-02,-4.821677e-02,8.561191e-02,-3.608624e-02,2.691003e-01,-5.135103e-01,-1.037534e-02,2.094149e-01,-2.851959e-01,5.9445
14.2100,SS,1,-1.286623e-02,-2.292775e-02,3.004430e-04,2.629281e-02,1.050244e-02,1.045900e-02,1.895289e-02,-3.704117e-02,2.620716e-01,-5.026010e-01,-1.095837e-02,2.063406e-01,-2.809491e-01,5.2546
14.3100,SS,1,-2.778396e-02,-7.545259e-02,7.209622e-02,1.079949e-01,3.208634e-02,6.406840e-02,-4.268860e-02,-3.695266e-02,2.575908e-01,-4.945726e-01,-1.151787e-02,2.033036e-01,-2.767402e-01,4.5933
14.4200,DS_interstep,1,-1.492194e+00,-2.002193e+00,-9.186318e-01,2.660696e+00,1.485277e+00,1.980119e+00,9.502375e-01,-2.952557e-02,2.674788e-01,-4.897968e-01,-1.151894e-02,2.029720e-01,-2.763253e-01,4.3089
14.4300,DS_interstep,1,1.395867e+00,5.887502e-01,3.572826e-01,1.556510e+00,-8.271771e-01,-9.024854e-01,-3.430037e-01,-3.366033e-02,2.629533e-01,-4.914873e-01,-1.143376e-02,2.025982e-01,-2.759083e-01,3.4470
14.4400,DS_interstep,1,6.498795e-01,5.858494e-01,6.928038e-01,1.116038e+00,-4.130243e-01,-7.217182e-01,-6.310576e-01,-3.572380e-02,2.593317e-01,-4.946180e-01,-1.132026e-02,2.022120e-01,-2.754852e-01,2.6013
14.4500,DS_interstep,1,-4.077830e-01,7.086049e-01,4.668011e-02,8.188937e-01,4.603587e-01,-7.530785e-01,7.682189e-03,-3.342018e-02,2.555534e-01,-4.945549e-01,-1.120912e-02,2.018285e-01,-2.750586e-01,1.8902
14.4600,DS_interstep,1,-1.117836e+00,6.459768e-01,-3.097804e-01,1.327707e+00,1.075877e+00,-6.437854e-01,3.504436e-01,-2.803907e-02,2.523217e-01,-4.927780e-01,-1.111486e-02,2.014548e-01,-2.746314e-01,1.3366
14.4700,DS_interstep,1,-1.415006e+00,5.414538e-01,-5.042810e-01,1.596782e+00,1.332080e+00,-5.195979e-01,5.335699e-01,-2.137724e-02,2.497110e-01,-4.900855e-01,-1.104269e-02,2.010933e-01,-2.742056e-01,0.9254
14.4800,DS_interstep,1,-1.417500e+00,3.693559e-01,-5.305974e-01,1.557968e+00,1.322906e+00,-3.421568e-01,5.535072e-01,-1.476162e-02,2.479877e-01,-4.872935e-01,-1.099295e-02,2.007441e-01,-2.737823e-01,0.6294
14.4900,DS_interstep,1,-1.245542e+00,1.679893e-01,-4.697874e-01,1.341751e+00,1.153924e+00,-1.427361e-01,4.903901e-01,-8.991243e-03,2.472615e-01,-4.848173e-01,-1.096358e-02,2.004060e-01,-2.733616e-01,0.4213
14.5000,DS_interstep,1,-9.997974e-01,-1.458769e-02,-3.724346e-01,1.067012e+00,9.196211e-01,3.361483e-02,3.937897e-01,-4.392678e-03,2.474172e-01,-4.828241e-01,-1.095074e-02,2.000769e-01,-2.729429e-01,0.2773
14.5100,DS_interstep,1,-7.585841e-01,-1.209267e-01,-2.732159e-01,8.153036e-01,6.963344e-01,1.303386e-01,2.973538e-01,-9.107778e-04,2.480564e-01,-4.813132e-01,-1.095039e-02,1.997548e-01,-2.725256e-01,0.1790
14.5200,DS_interstep,1,-5.579082e-01,-2.287108e-01,-1.719155e-01,6.269969e-01,5.095073e-01,2.312145e-01,1.989045e-01,1.636819e-03,2.492000e-01,-4.802947e-01,-1.095990e-02,1.994383e-01,-2.721091e-01,0.1124
14.5300,DS_interstep,1,-3.942169e-01,-3.752519e-01,-8.500037e-02,5.508593e-01,3.535839e-01,3.744826e-01,1.142213e-01,3.404683e-03,2.510599e-01,-4.796995e-01,-1.097788e-02,1.991270e-01,-2.716929e-01,0.0678
14.5400,DS_interstep,1,-2.579285e-01,-5.770138e-01,-2.091784e-02,6.323841e-01,2.204063e-01,5.760123e-01,5.193823e-02,4.506580e-03,2.539273e-01,-4.794159e-01,-1.100359e-02,1.988209e-01,-2.712767e-01,0.0383
14.5500,DS_interstep,1,-1.499734e-01,-7.966351e-01,1.137513e-02,8.107089e-01,1.154970e-01,7.958658e-01,2.148670e-02,5.083877e-03,2.578938e-01,-4.792845e-01,-1.103587e-02,1.985197e-01,-2.708600e-01,0.0194
14.5600,DS_interstep,1,-7.928203e-02,-9.832379e-01,2.257280e-02,9.866873e-01,5.057104e-02,9.813456e-01,1.213512e-02,5.336507e-03,2.627874e-01,-4.791999e-01,-1.107312e-02,1.982230e-01,-2.704424e-01,0.0076
14.5700,DS_interstep,1,-4.901045e-02,-1.120767e+00,2.549155e-02,1.122128e+00,2.727424e-02,1.117119e+00,1.056995e-02,5.472630e-03,2.683597e-01,-4.791231e-01,-1.111370e-02,1.979304e-01,-2.700238e-01,0.0023
14.5800,DS_interstep,1,-5.450699e-02,-1.216836e+00,2.892976e-02,1.218400e+00,3.938202e-02,1.211659e+00,7.769321e-03,5.669273e-03,2.744044e-01,-4.790603e-01,-1.115616e-02,1.976415e-01,-2.696040e-01,0.0048
14.5900,DS_interstep,1,-8.681647e-02,-1.283069e+00,3.798644e-02,1.286564e+00,7.736707e-02,1.276861e+00,-1.316716e-03,6.055816e-03,2.807748e-01,-4.790429e-01,-1.119929e-02,1.973559e-01,-2.691833e-01,0.0069
14.6000,DS_interstep,1,-1.359000e-01,-1.327167e+00,5.631700e-02,1.335295e+00,1.311719e-01,1.320337e+00,-2.019932e-02,6.711350e-03,2.873623e-01,-4.791200e-01,-1.124212e-02,1.970737e-01,-2.687617e-01,0.0079
14.6100,DS_interstep,1,-1.924046e-01,-1.352784e+00,8.663084e-02,1.369142e+00,1.915340e-01,1.345583e+00,-5.144823e-02,7.668649e-03,2.940756e-01,-4.793532e-01,-1.128387e-02,1.967945e-01,-2.683396e-01,0.0082
14.6200,DS_interstep,1,-2.486464e-01,-1.361773e+00,1.301520e-01,1.390392e+00,2.508328e-01,1.354334e+00,-9.616560e-02,8.922381e-03,3.008324e-01,-4.798101e-01,-1.132397e-02,1.965184e-01,-2.679172e-01,0.0082
14.6300,DS_interstep,1,-2.992548e-01,-1.356066e+00,1.859827e-01,1.401091e+00,3.037598e-01,1.348462e+00,-1.533344e-01,1.044068e-02,3.075595e-01,-4.805527e-01,-1.136200e-02,1.962452e-01,-2.674949e-01,0.0081
14.6400,DS_interstep,1,-3.413672e-01,-1.338359e+00,2.510810e-01,1.403844e+00,3.475536e-01,1.330631e+00,-2.197919e-01,1.217786e-02,3.141970e-01,-4.816276e-01,-1.139768e-02,1.959748e-01,-2.670729e-01,0.0080
14.6500,DS_interstep,1,-3.742265e-01,-1.311773e+00,3.210289e-01,1.401376e+00,3.815942e-01,1.303939e+00,-2.910143e-01,1.408515e-02,3.207008e-01,-4.830586e-01,-1.143084e-02,1.957072e-01,-2.666515e-01,0.0079
14.6600,DS_interstep,1,-3.983772e-01,-1.279152e+00,3.911933e-01,1.395696e+00,4.065632e-01,1.271203e+00,-3.622949e-01,1.611719e-02,3.270406e-01,-4.848459e-01,-1.146138e-02,1.954423e-01,-2.662310e-01,0.0078
14.6700,DS_interstep,1,-4.148548e-01,-1.242545e+00,4.577169e-01,1.387634e+00,4.236015e-01,1.234451e+00,-4.297430e-01,1.823431e-02,3.331964e-01,-4.869703e-01,-1.148924e-02,1.951800e-01,-2.658114e-01,0.0078
14.6800,DS_interstep,1,-4.246524e-01,-1.203092e+00,5.180315e-01,1.376995e+00,4.337652e-01,1.194811e+00,-4.907921e-01,2.040215e-02,3.391536e-01,-4.893998e-01,-1.151441e-02,1.949201e-01,-2.653930e-01,0.0077
14.6900,DS_interstep,1,-4.285266e-01,-1.161248e+00,5.709018e-01,1.363107e+00,4.378401e-01,1.152735e+00,-5.442296e-01,2.259025e-02,3.449001e-01,-4.920964e-01,-1.153693e-02,1.946627e-01,-2.649758e-01,0.0076
14.7000,DS_interstep,1,-4.270407e-01,-1.117145e+00,6.161665e-01,1.345377e+00,4.364017e-01,1.108356e+00,-5.899267e-01,2.477105e-02,3.504245e-01,-4.950214e-01,-1.155684e-02,1.944075e-01,-2.645599e-01,0.0075
14.7100,DS_interstep,1,-4.207016e-01,-1.070918e+00,6.543665e-01,1.323651e+00,4.299667e-01,1.061815e+00,-6.284556e-01,2.691957e-02,3.557159e-01,-4.981388e-01,-1.157424e-02,1.941545e-01,-2.641453e-01,0.0073
14.7200,DS_interstep,1,-4.100803e-01,-1.022894e+00,6.863914e-01,1.298311e+00,4.191213e-01,1.013452e+00,-6.607326e-01,2.901376e-02,3.607653e-01,-5.014175e-01,-1.158923e-02,1.939035e-01,-2.637321e-01,0.0070
14.7300,DS_interstep,1,-3.958650e-01,-9.736464e-01,7.132145e-01,1.270186e+00,4.045770e-01,9.638487e-01,-6.877515e-01,3.103513e-02,3.655663e-01,-5.048310e-01,-1.160195e-02,1.936544e-01,-2.633202e-01,0.0067
14.7400,DS_interstep,1,-3.788492e-01,-9.239393e-01,7.357322e-01,1.240360e+00,3.871553e-01,9.137804e-01,-7.104234e-01,3.296928e-02,3.701168e-01,-5.083578e-01,-1.161255e-02,1.934072e-01,-2.629097e-01,0.0063
14.7500,DS_interstep,1,-3.598753e-01,-8.746280e-01,7.546922e-01,1.209977e+00,3.677283e-01,8.641113e-01,-7.295069e-01,3.480621e-02,3.744187e-01,-5.119798e-01,-1.162116e-02,1.931616e-01,-2.625006e-01,0.0060
14.7600,DS_interstep,1,-3.397641e-01,-8.265515e-01,7.706839e-01,1.180077e+00,3.471438e-01,8.156882e-01,-7.455995e-01,3.654013e-02,3.784783e-01,-5.156821e-01,-1.162793e-02,1.929176e-01,-2.620928e-01,0.0056
14.7700,DS_interstep,1,-3.192486e-01,-7.804454e-01,7.841616e-01,1.151488e+00,3.261571e-01,7.692531e-01,-7.591621e-01,3.816904e-02,3.823056e-01,-5.194521e-01,-1.163300e-02,1.926751e-01,-2.616864e-01,0.0052
14.7800,DS_interstep,1,-2.989283e-01,-7.368848e-01,7.954796e-01,1.124787e+00,3.053839e-01,7.253863e-01,-7.705546e-01,3.969400e-02,3.859133e-01,-5.232787e-01,-1.163650e-02,1.924340e-01,-2.612813e-01,0.0048
14.7900,DS_interstep,1,-2.792469e-01,-6.962589e-01,8.049247e-01,1.100300e+00,2.852774e-01,6.844801e-01,-7.800690e-01,4.111835e-02,3.893163e-01,-5.271528e-01,-1.163857e-02,1.921942e-01,-2.608776e-01,0.0044
14.8000,DS_interstep,1,-2.604982e-01,-6.587858e-01,8.127414e-01,1.078150e+00,2.661366e-01,6.467549e-01,-7.879541e-01,4.244694e-02,3.925305e-01,-5.310661e-01,-1.163930e-02,1.919556e-01,-2.604752e-01,0.0041
14.8100,DS_interstep,1,-2.429116e-01,-6.246701e-01,8.191408e-01,1.058400e+00,2.481953e-01,6.124182e-01,-7.944229e-01,4.368575e-02,3.955729e-01,-5.350116e-01,-1.163880e-02,1.917182e-01,-2.600742e-01,0.0038
14.8200,DS_interstep,1,-2.265278e-01,-5.938385e-01,8.242818e-01,1.040865e+00,2.314898e-01,5.813960e-01,-7.996384e-01,4.484097e-02,3.984600e-01,-5.389829e-01,-1.163717e-02,1.914818e-01,-2.596744e-01,0.0035
14.8300,DS_interstep,1,-2.112372e-01,-5.659900e-01,8.283400e-01,1.025238e+00,2.159037e-01,5.533846e-01,-8.037803e-01,4.591822e-02,4.012069e-01,-5.429747e-01,-1.163449e-02,1.912465e-01,-2.592760e-01,0.0033
14.8400,DS_interstep,1,-1.969040e-01,-5.407876e-01,8.314924e-01,1.011238e+00,2.012971e-01,5.280442e-01,-8.070269e-01,4.692237e-02,4.038270e-01,-5.469826e-01,-1.163084e-02,1.910122e-01,-2.588789e-01,0.0031
14.8500,DS_interstep,1,-1.834010e-01,-5.179047e-01,8.338793e-01,9.986070e-01,1.875396e-01,5.050452e-01,-8.095184e-01,4.785769e-02,4.063320e-01,-5.510027e-01,-1.162630e-02,1.907788e-01,-2.584830e-01,0.0029
14.8600,DS_interstep,1,-1.706199e-01,-4.970462e-01,8.356042e-01,9.871173e-01,1.745203e-01,4.840900e-01,-8.113580e-01,4.872787e-02,4.087321e-01,-5.550319e-01,-1.162093e-02,1.905463e-01,-2.580885e-01,0.0028
14.8700,DS_interstep,1,-1.584711e-01,-4.779535e-01,8.367398e-01,9.765685e-01,1.621475e-01,4.649174e-01,-8.126172e-01,4.953615e-02,4.110361e-01,-5.590671e-01,-1.161479e-02,1.903147e-01,-2.576954e-01,0.0027
14.8800,DS_interstep,1,-1.468819e-01,-4.604037e-01,8.373357e-01,9.667869e-01,1.503466e-01,4.473024e-01,-8.133443e-01,5.028538e-02,4.132520e-01,-5.631058e-01,-1.160797e-02,1.900840e-01,-2.573035e-01,0.0026
14.8900,DS_interstep,1,-1.357936e-01,-4.442058e-01,8.374262e-01,9.576228e-01,1.390572e-01,4.310518e-01,-8.135722e-01,5.097813e-02,4.153866e-01,-5.671453e-01,-1.160049e-02,1.898540e-01,-2.569130e-01,0.0025
14.9000,DS_interstep,1,-1.251589e-01,-4.291967e-01,8.370359e-01,9.489487e-01,1.282306e-01,4.160007e-01,-8.133238e-01,5.161671e-02,4.174458e-01,-5.711835e-01,-1.159244e-02,1.896249e-01,-2.565238e-01,0.0024
14.9100,DS_interstep,1,-1.149394e-01,-4.152363e-01,8.361832e-01,9.406565e-01,1.178271e-01,4.020072e-01,-8.126159e-01,5.220325e-02,4.194349e-01,-5.752179e-01,-1.158385e-02,1.893965e-01,-2.561359e-01,0.0024
14.9200,DS_interstep,1,-1.051038e-01,-4.022039e-01,8.348834e-01,9.326548e-01,1.078141e-01,3.889493e-01,-8.114623e-01,5.273969e-02,4.213586e-01,-5.792463e-01,-1.157477e-02,1.891689e-01,-2.557495e-01,0.0023
14.9300,DS_interstep,1,-9.562795e-02,-3.900056e-01,8.331692e-01,9.248891e-01,9.816643e-02,3.767319e-01,-8.098943e-01,5.322787e-02,4.232211e-01,-5.832667e-01,-1.156526e-02,1.889421e-01,-2.553643e-01,0.0023
14.9400,DS_interstep,1,-8.649213e-02,-3.785612e-01,8.310757e-01,9.173201e-01,8.886342e-02,3.652736e-01,-8.079459e-01,5.366951e-02,4.250263e-01,-5.872772e-01,-1.155536e-02,1.887159e-01,-2.549806e-01,0.0022
14.9500,DS_interstep,1,-7.767574e-02,-3.677778e-01,8.285987e-01,9.098736e-01,7.988351e-02,3.544805e-01,-8.056118e-01,5.406623e-02,4.267774e-01,-5.912758e-01,-1.154511e-02,1.884905e-01,-2.545982e-01,0.0021
14.9600,DS_interstep,1,-6.916164e-02,-3.575788e-01,8.257391e-01,9.024915e-01,7.120875e-02,3.442750e-01,-8.028917e-01,5.441956e-02,4.284774e-01,-5.952606e-01,-1.153456e-02,1.882658e-01,-2.542172e-01,0.0021
14.9700,DS_interstep,1,-6.093476e-02,-3.478952e-01,8.224964e-01,8.951225e-01,6.282346e-02,3.345872e-01,-7.997841e-01,5.473095e-02,4.301288e-01,-5.992296e-01,-1.152375e-02,1.880417e-01,-2.538376e-01,0.0020
14.9800,DS_interstep,1,-5.298256e-02,-3.386662e-01,8.188709e-01,8.877226e-01,5.471467e-02,3.253558e-01,-7.962885e-01,5.500177e-02,4.317341e-01,-6.031810e-01,-1.151272e-02,1.878183e-01,-2.534593e-01,0.0020
14.9900,DS_interstep,1,-4.529518e-02,-3.298383e-01,8.148637e-01,8.802544e-01,4.687224e-02,3.165264e-01,-7.924054e-01,5.523338e-02,4.332951e-01,-6.071127e-01,-1.150150e-02,1.875956e-01,-2.530825e-01,0.0019
15.0000,DS_interstep,1,-3.786554e-02,-3.213646e-01,8.104771e-01,8.726868e-01,3.928900e-02,3.080517e-01,-7.881364e-01,5.542706e-02,4.348136e-01,-6.110229e-01,-1.149014e-02,1.873735e-01,-2.527071e-01,0.0019
15.0100,DS_interstep,1,-3.068931e-02,-3.132051e-01,8.057152e-01,8.649949e-01,3.196067e-02,2.998911e-01,-7.834850e-01,5.558408e-02,4.362913e-01,-6.149097e-01,-1.147867e-02,1.871520e-01,-2.523330e-01,0.0019
15.0200,DS_interstep,1,-2.376471e-02,-3.053258e-01,8.005839e-01,8.571600e-01,2.488568e-02,2.920105e-01,-7.784572e-01,5.570573e-02,4.377295e-01,-6.187711e-01,-1.146713e-02,1.869311e-01,-2.519603e-01,0.0018
15.0300,DS_interstep,1,-1.709225e-02,-2.976991e-01,7.950918e-01,8.491689e-01,1.806482e-02,2.843817e-01,-7.730612e-01,5.579327e-02,4.391295e-01,-6.226054e-01,-1.145555e-02,1.867109e-01,-2.515890e-01,0.0018
