t_s,phase,step_index,Hdot_s_realized_cont_x_Nm,Hdot_s_realized_cont_y_Nm,Hdot_s_realized_cont_z_Nm,Hdot_s_realized_norm_Nm,tauw_x_Nm,tauw_y_Nm,tauw_z_Nm,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,d_grip_swing_mm
3.6100,DS_interstep,0,-2.602787e-01,3.302601e-01,-9.143003e-01,1.006361e+00,2.597310e-01,-3.367006e-01,9.209563e-01,-1.794170e-01,1.647971e-01,-2.289564e-01,-5.459948e-02,6.121592e-02,-6.954111e-02,0.0056
3.6200,DS_interstep,0,-2.607209e-01,3.070467e-01,-8.597003e-01,9.493880e-01,2.603074e-01,-3.133725e-01,8.661297e-01,-1.781066e-01,1.632220e-01,-2.246145e-01,-5.465175e-02,6.115716e-02,-6.951968e-02,0.0055
3.6300,DS_interstep,0,-2.611841e-01,2.855153e-01,-8.094075e-01,8.971492e-01,2.609075e-01,-2.917346e-01,8.156330e-01,-1.767932e-01,1.617552e-01,-2.205252e-01,-5.470283e-02,6.109792e-02,-6.949702e-02,0.0053
3.6400,DS_interstep,0,-2.616824e-01,2.655234e-01,-7.630666e-01,8.492650e-01,2.615453e-01,-2.716431e-01,7.691080e-01,-1.754766e-01,1.603890e-01,-2.166687e-01,-5.475271e-02,6.103825e-02,-6.947320e-02,0.0052
3.6500,DS_interstep,0,-2.622279e-01,2.469568e-01,-7.203699e-01,8.054092e-01,2.622331e-01,-2.529832e-01,7.262455e-01,-1.741567e-01,1.591161e-01,-2.130268e-01,-5.480138e-02,6.097817e-02,-6.944826e-02,0.0051
3.6600,DS_interstep,0,-2.628480e-01,2.297873e-01,-6.811982e-01,7.654556e-01,2.630012e-01,-2.357284e-01,6.869276e-01,-1.728331e-01,1.579295e-01,-2.095816e-01,-5.484882e-02,6.091769e-02,-6.942227e-02,0.0049
3.6700,DS_interstep,0,-2.635882e-01,2.138776e-01,-6.452444e-01,7.290835e-01,2.638950e-01,-2.197397e-01,6.508448e-01,-1.715050e-01,1.568229e-01,-2.063170e-01,-5.489503e-02,6.085686e-02,-6.939527e-02,0.0048
3.6800,DS_interstep,0,-2.644640e-01,1.990733e-01,-6.121363e-01,6.959039e-01,2.649278e-01,-2.048608e-01,6.176215e-01,-1.701718e-01,1.557908e-01,-2.032186e-01,-5.493999e-02,6.079569e-02,-6.936730e-02,0.0047
3.6900,DS_interstep,0,-2.654653e-01,1.852523e-01,-5.815378e-01,6.655648e-01,2.660881e-01,-1.909690e-01,5.869186e-01,-1.688329e-01,1.548282e-01,-2.002739e-01,-5.498370e-02,6.073421e-02,-6.933842e-02,0.0046
3.7000,DS_interstep,0,-2.665715e-01,1.723153e-01,-5.531519e-01,6.377539e-01,2.673545e-01,-1.779643e-01,5.584370e-01,-1.674878e-01,1.539307e-01,-1.974718e-01,-5.502614e-02,6.067244e-02,-6.930864e-02,0.0045
3.7100,DS_interstep,0,-2.677588e-01,1.601778e-01,-5.267158e-01,6.121938e-01,2.687028e-01,-1.657614e-01,5.319121e-01,-1.661359e-01,1.530942e-01,-1.948025e-01,-5.506730e-02,6.061039e-02,-6.927802e-02,0.0044
3.7200,DS_interstep,0,-2.690031e-01,1.487655e-01,-5.019967e-01,5.886378e-01,2.701084e-01,-1.542858e-01,5.071094e-01,-1.647771e-01,1.523151e-01,-1.922573e-01,-5.510716e-02,6.054809e-02,-6.924659e-02,0.0043
3.7300,DS_interstep,0,-2.702808e-01,1.380128e-01,-4.787886e-01,5.668666e-01,2.715475e-01,-1.434715e-01,4.838219e-01,-1.634112e-01,1.515902e-01,-1.898286e-01,-5.514573e-02,6.048555e-02,-6.921438e-02,0.0041
3.7400,DS_interstep,0,-2.715700e-01,1.278611e-01,-4.569097e-01,5.466856e-01,2.729979e-01,-1.332599e-01,4.618667e-01,-1.620381e-01,1.509163e-01,-1.875098e-01,-5.518299e-02,6.042280e-02,-6.918142e-02,0.0040
3.7500,DS_interstep,0,-2.728502e-01,1.182586e-01,-4.362004e-01,5.279234e-01,2.744385e-01,-1.235989e-01,4.410836e-01,-1.606578e-01,1.502908e-01,-1.852951e-01,-5.521892e-02,6.035985e-02,-6.914774e-02,0.0039
3.7600,DS_interstep,0,-2.741020e-01,1.091596e-01,-4.165220e-01,5.104295e-01,2.758498e-01,-1.144428e-01,4.213330e-01,-1.592706e-01,1.497111e-01,-1.831792e-01,-5.525351e-02,6.029672e-02,-6.911338e-02,0.0038
3.7700,DS_interstep,0,-2.753076e-01,1.005236e-01,-3.977544e-01,4.940728e-01,2.772135e-01,-1.057512e-01,4.024945e-01,-1.578766e-01,1.491748e-01,-1.811577e-01,-5.528677e-02,6.023342e-02,-6.907837e-02,0.0037
3.7800,DS_interstep,0,-2.764505e-01,9.231561e-02,-3.797952e-01,4.787394e-01,2.785126e-01,-9.748883e-02,3.844653e-01,-1.564762e-01,1.486800e-01,-1.792263e-01,-5.531867e-02,6.016998e-02,-6.904273e-02,0.0037
3.7900,DS_interstep,0,-2.775150e-01,8.450480e-02,-3.625577e-01,4.643315e-01,2.797311e-01,-8.962512e-02,3.671586e-01,-1.550698e-01,1.482244e-01,-1.773816e-01,-5.534922e-02,6.010639e-02,-6.900649e-02,0.0036
3.8000,DS_interstep,0,-2.784869e-01,7.706454e-02,-3.459698e-01,4.507649e-01,2.808545e-01,-8.213340e-02,3.505020e-01,-1.536578e-01,1.478063e-01,-1.756203e-01,-5.537840e-02,6.004269e-02,-6.896967e-02,0.0035
3.8100,DS_interstep,0,-2.793530e-01,6.997174e-02,-3.299723e-01,4.379679e-01,2.818691e-01,-7.499062e-02,3.344363e-01,-1.522408e-01,1.474240e-01,-1.739394e-01,-5.540621e-02,5.997888e-02,-6.893232e-02,0.0034
3.8200,DS_interstep,0,-2.801012e-01,6.320643e-02,-3.145173e-01,4.258790e-01,2.827626e-01,-6.817679e-02,3.189137e-01,-1.508194e-01,1.470758e-01,-1.723362e-01,-5.543264e-02,5.991497e-02,-6.889444e-02,0.0033
3.8300,DS_interstep,0,-2.807207e-01,5.675129e-02,-2.995672e-01,4.144458e-01,2.835237e-01,-6.167463e-02,3.038963e-01,-1.493943e-01,1.467600e-01,-1.708081e-01,-5.545769e-02,5.985099e-02,-6.885607e-02,0.0032
3.8400,DS_interstep,0,-2.812017e-01,5.059131e-02,-2.850925e-01,4.036231e-01,2.841425e-01,-5.546913e-02,2.893550e-01,-1.479662e-01,1.464754e-01,-1.693528e-01,-5.548135e-02,5.978693e-02,-6.881723e-02,0.0031
3.8500,DS_interstep,0,-2.815357e-01,4.471343e-02,-2.710714e-01,3.933718e-01,2.846102e-01,-4.954723e-02,2.752680e-01,-1.465358e-01,1.462203e-01,-1.679681e-01,-5.550362e-02,5.972281e-02,-6.877794e-02,0.0031
3.8600,DS_interstep,0,-2.817153e-01,3.910619e-02,-2.574879e-01,3.836572e-01,2.849192e-01,-4.389746e-02,2.616193e-01,-1.451039e-01,1.459935e-01,-1.666516e-01,-5.552451e-02,5.965865e-02,-6.873824e-02,0.0030
3.8700,DS_interstep,0,-2.817344e-01,3.375950e-02,-2.443307e-01,3.744482e-01,2.850632e-01,-3.850970e-02,2.483980e-01,-1.436714e-01,1.457937e-01,-1.654013e-01,-5.554400e-02,5.959445e-02,-6.869813e-02,0.0029
3.8800,DS_interstep,0,-2.815879e-01,2.866436e-02,-2.315924e-01,3.657163e-01,2.850370e-01,-3.337495e-02,2.355966e-01,-1.422391e-01,1.456195e-01,-1.642151e-01,-5.556211e-02,5.953022e-02,-6.865765e-02,0.0029
3.8900,DS_interstep,0,-2.812720e-01,2.381266e-02,-2.192684e-01,3.574348e-01,2.848366e-01,-2.848504e-02,2.232107e-01,-1.408078e-01,1.454698e-01,-1.630909e-01,-5.557883e-02,5.946597e-02,-6.861681e-02,0.0028
3.9000,DS_interstep,0,-2.807838e-01,1.919699e-02,-2.073562e-01,3.495778e-01,2.844591e-01,-2.383254e-02,2.112378e-01,-1.393785e-01,1.453434e-01,-1.620265e-01,-5.559416e-02,5.940172e-02,-6.857564e-02,0.0027
3.9100,DS_interstep,0,-2.801216e-01,1.481049e-02,-1.958543e-01,3.421203e-01,2.839026e-01,-1.941056e-02,1.996768e-01,-1.379521e-01,1.452391e-01,-1.610201e-01,-5.560811e-02,5.933746e-02,-6.853415e-02,0.0027
3.9200,DS_interstep,0,-2.792845e-01,1.064672e-02,-1.847620e-01,3.350376e-01,2.831664e-01,-1.521261e-02,1.885268e-01,-1.365294e-01,1.451557e-01,-1.600694e-01,-5.562069e-02,5.927321e-02,-6.849237e-02,0.0026
3.9300,DS_interstep,0,-2.782727e-01,6.699573e-03,-1.740788e-01,3.283048e-01,2.822505e-01,-1.123256e-02,1.777876e-01,-1.351114e-01,1.450923e-01,-1.591725e-01,-5.563190e-02,5.920897e-02,-6.845031e-02,0.0026
3.9400,DS_interstep,0,-2.770874e-01,2.963168e-03,-1.638038e-01,3.218973e-01,2.811561e-01,-7.464471e-03,1.674583e-01,-1.336989e-01,1.450478e-01,-1.583273e-01,-5.564174e-02,5.914475e-02,-6.840798e-02,0.0025
3.9500,DS_interstep,0,-2.757302e-01,-5.682059e-04,-1.539357e-01,3.157905e-01,2.798849e-01,-3.902607e-03,1.575376e-01,-1.322928e-01,1.450210e-01,-1.575317e-01,-5.565023e-02,5.908056e-02,-6.836542e-02,0.0024
3.9600,DS_interstep,0,-2.742038e-01,-3.900140e-03,-1.444724e-01,3.099600e-01,2.784396e-01,-5.413412e-04,1.480235e-01,-1.308941e-01,1.450110e-01,-1.567837e-01,-5.565737e-02,5.901640e-02,-6.832263e-02,0.0024
3.9700,DS_interstep,0,-2.725116e-01,-7.038142e-03,-1.354107e-01,3.043816e-01,2.768236e-01,2.624869e-03,1.389128e-01,-1.295034e-01,1.450169e-01,-1.560813e-01,-5.566318e-02,5.895228e-02,-6.827963e-02,0.0023
3.9800,DS_interstep,0,-2.706574e-01,-9.987667e-03,-1.267465e-01,2.990315e-01,2.750409e-01,5.601508e-03,1.302016e-01,-1.281218e-01,1.450377e-01,-1.554225e-01,-5.566766e-02,5.888821e-02,-6.823643e-02,0.0023
3.9900,DS_interstep,0,-2.686457e-01,-1.275413e-02,-1.184747e-01,2.938868e-01,2.730961e-01,8.394017e-03,1.218845e-01,-1.267500e-01,1.450724e-01,-1.548054e-01,-5.567083e-02,5.882418e-02,-6.819304e-02,0.0023
4.0000,DS_interstep,0,-2.664817e-01,-1.534292e-02,-1.105892e-01,2.889253e-01,2.709942e-01,1.100781e-02,1.139555e-01,-1.253887e-01,1.451202e-01,-1.542279e-01,-5.567269e-02,5.876021e-02,-6.814949e-02,0.0022
4.0100,DS_interstep,0,-2.641706e-01,-1.775940e-02,-1.030827e-01,2.841260e-01,2.687409e-01,1.344828e-02,1.064075e-01,-1.240388e-01,1.451801e-01,-1.536881e-01,-5.567327e-02,5.869630e-02,-6.810578e-02,0.0022
4.0200,DS_interstep,0,-2.617186e-01,-2.000893e-02,-9.594723e-02,2.794688e-01,2.663422e-01,1.572079e-02,9.923218e-02,-1.227009e-01,1.452515e-01,-1.531843e-01,-5.567257e-02,5.863245e-02,-6.806193e-02,0.0021
4.0300,DS_interstep,0,-2.591316e-01,-2.209682e-02,-8.917388e-02,2.749353e-01,2.638044e-01,1.783068e-02,9.242082e-02,-1.213758e-01,1.453334e-01,-1.527146e-01,-5.567061e-02,5.856867e-02,-6.801794e-02,0.0021
4.0400,DS_interstep,0,-2.564164e-01,-2.402838e-02,-8.275310e-02,2.705084e-01,2.611341e-01,1.978327e-02,8.596377e-02,-1.200641e-01,1.454250e-01,-1.522771e-01,-5.566741e-02,5.850496e-02,-6.797384e-02,0.0021
4.0500,DS_interstep,0,-2.535795e-01,-2.580887e-02,-7.667474e-02,2.661723e-01,2.583382e-01,2.158385e-02,7.985085e-02,-1.187664e-01,1.455257e-01,-1.518703e-01,-5.566297e-02,5.844132e-02,-6.792961e-02,0.0020
4.0600,DS_interstep,0,-2.506280e-01,-2.744353e-02,-7.092819e-02,2.619129e-01,2.554239e-01,2.323765e-02,7.407141e-02,-1.174834e-01,1.456346e-01,-1.514923e-01,-5.565732e-02,5.837776e-02,-6.788529e-02,0.0020
4.0700,DS_interstep,0,-2.475690e-01,-2.893755e-02,-6.550249e-02,2.577176e-01,2.523982e-01,2.474988e-02,6.861443e-02,-1.162156e-01,1.457510e-01,-1.511417e-01,-5.565048e-02,5.831428e-02,-6.784087e-02,0.0020
4.0800,DS_interstep,0,-2.444096e-01,-3.029606e-02,-6.038642e-02,2.535753e-01,2.492686e-01,2.612568e-02,6.346865e-02,-1.149635e-01,1.458744e-01,-1.508168e-01,-5.564245e-02,5.825088e-02,-6.779637e-02,0.0019
4.0900,DS_interstep,0,-2.411570e-01,-3.152415e-02,-5.556862e-02,2.494762e-01,2.460424e-01,2.737017e-02,5.862269e-02,-1.137276e-01,1.460039e-01,-1.505161e-01,-5.563327e-02,5.818756e-02,-6.775178e-02,0.0019
4.1000,DS_interstep,0,-2.378186e-01,-3.262684e-02,-5.103770e-02,2.454120e-01,2.427270e-01,2.848837e-02,5.406507e-02,-1.125083e-01,1.461391e-01,-1.502383e-01,-5.562294e-02,5.812433e-02,-6.770713e-02,0.0019
4.1100,DS_interstep,0,-2.344016e-01,-3.360910e-02,-4.678225e-02,2.413757e-01,2.393299e-01,2.948525e-02,4.978436e-02,-1.113061e-01,1.462792e-01,-1.499819e-01,-5.561148e-02,5.806119e-02,-6.766242e-02,0.0018
4.1200,DS_interstep,0,-2.309130e-01,-3.447581e-02,-4.279099e-02,2.373615e-01,2.358582e-01,3.036574e-02,4.576922e-02,-1.101212e-01,1.464237e-01,-1.497455e-01,-5.559892e-02,5.799813e-02,-6.761765e-02,0.0018
4.1300,DS_interstep,0,-2.273602e-01,-3.523182e-02,-3.905276e-02,2.333646e-01,2.323194e-01,3.113467e-02,4.200845e-02,-1.089542e-01,1.465720e-01,-1.495280e-01,-5.558527e-02,5.793517e-02,-6.757283e-02,0.0018
4.1400,DS_interstep,0,-2.237499e-01,-3.588186e-02,-3.555660e-02,2.293813e-01,2.287204e-01,3.179680e-02,3.849105e-02,-1.078052e-01,1.467237e-01,-1.493281e-01,-5.557055e-02,5.787230e-02,-6.752796e-02,0.0017
4.1500,DS_interstep,0,-2.200891e-01,-3.643061e-02,-3.229179e-02,2.254089e-01,2.250683e-01,3.235684e-02,3.520623e-02,-1.066745e-01,1.468781e-01,-1.491446e-01,-5.555478e-02,5.780952e-02,-6.748306e-02,0.0017
4.1600,DS_interstep,0,-2.163844e-01,-3.688268e-02,-2.924785e-02,2.214452e-01,2.213698e-01,3.281939e-02,3.214349e-02,-1.055623e-01,1.470349e-01,-1.489764e-01,-5.553798e-02,5.774684e-02,-6.743812e-02,0.0017
4.1700,DS_interstep,0,-2.126424e-01,-3.724259e-02,-2.641458e-02,2.174891e-01,2.176317e-01,3.318901e-02,2.929258e-02,-1.044689e-01,1.471935e-01,-1.488225e-01,-5.552017e-02,5.768425e-02,-6.739316e-02,0.0017
4.1800,DS_interstep,0,-2.088693e-01,-3.751479e-02,-2.378207e-02,2.135400e-01,2.138604e-01,3.347016e-02,2.664355e-02,-1.033944e-01,1.473535e-01,-1.486819e-01,-5.550137e-02,5.762175e-02,-6.734817e-02,0.0016
4.1900,DS_interstep,0,-2.050713e-01,-3.770364e-02,-2.134071e-02,2.095978e-01,2.100621e-01,3.366723e-02,2.418673e-02,-1.023390e-01,1.475144e-01,-1.485535e-01,-5.548160e-02,5.755935e-02,-6.730316e-02,0.0016
4.2000,DS_interstep,0,-2.012543e-01,-3.781343e-02,-1.908116e-02,2.056629e-01,2.062428e-01,3.378453e-02,2.191276e-02,-1.013027e-01,1.476760e-01,-1.484365e-01,-5.546087e-02,5.749704e-02,-6.725813e-02,0.0016
4.2100,DS_interstep,0,-1.974239e-01,-3.784837e-02,-1.699441e-02,2.017362e-01,2.024084e-01,3.382628e-02,1.981258e-02,-1.002856e-01,1.478377e-01,-1.483300e-01,-5.543922e-02,5.743482e-02,-6.721309e-02,0.0015
4.2200,DS_interstep,0,-1.935855e-01,-3.781259e-02,-1.507173e-02,1.978188e-01,1.985643e-01,3.379665e-02,1.787743e-02,-9.928781e-02,1.479993e-01,-1.482332e-01,-5.541665e-02,5.737270e-02,-6.716804e-02,0.0015
4.2300,DS_interstep,0,-1.897443e-01,-3.771012e-02,-1.330468e-02,1.939123e-01,1.947159e-01,3.369969e-02,1.609880e-02,-9.830930e-02,1.481604e-01,-1.481453e-01,-5.539320e-02,5.731067e-02,-6.712298e-02,0.0015
4.2400,DS_interstep,0,-1.859053e-01,-3.754493e-02,-1.168509e-02,1.900183e-01,1.908682e-01,3.353939e-02,1.446852e-02,-9.735008e-02,1.483207e-01,-1.480656e-01,-5.536887e-02,5.724874e-02,-6.707791e-02,0.0015
4.2500,DS_interstep,0,-1.820733e-01,-3.732089e-02,-1.020507e-02,1.861389e-01,1.870260e-01,3.331964e-02,1.297864e-02,-9.641011e-02,1.484798e-01,-1.479933e-01,-5.534369e-02,5.718690e-02,-6.703285e-02,0.0014
4.2600,DS_interstep,0,-1.782526e-01,-3.704178e-02,-8.857013e-03,1.822760e-01,1.831940e-01,3.304427e-02,1.162153e-02,-9.548935e-02,1.486376e-01,-1.479278e-01,-5.531767e-02,5.712515e-02,-6.698778e-02,0.0014
4.2700,DS_interstep,0,-1.744475e-01,-3.671130e-02,-7.633558e-03,1.784318e-01,1.793765e-01,3.271698e-02,1.038978e-02,-9.458772e-02,1.487938e-01,-1.478684e-01,-5.529084e-02,5.706349e-02,-6.694271e-02,0.0014
4.2800,DS_interstep,0,-1.706620e-01,-3.633306e-02,-6.527604e-03,1.746088e-01,1.755775e-01,3.234142e-02,9.276266e-03,-9.370513e-02,1.489480e-01,-1.478147e-01,-5.526322e-02,5.700191e-02,-6.689765e-02,0.0014
4.2900,DS_interstep,0,-1.668999e-01,-3.591058e-02,-5.532300e-03,1.708091e-01,1.718009e-01,3.192111e-02,8.274093e-03,-9.284147e-02,1.491002e-01,-1.477659e-01,-5.523483e-02,5.694043e-02,-6.685259e-02,0.0013
4.3000,DS_interstep,0,-1.631646e-01,-3.544726e-02,-4.641038e-03,1.670351e-01,1.680503e-01,3.145951e-02,7.376622e-03,-9.199661e-02,1.492500e-01,-1.477216e-01,-5.520567e-02,5.687904e-02,-6.680754e-02,0.0013
4.3100,DS_interstep,0,-1.594596e-01,-3.494644e-02,-3.847450e-03,1.632894e-01,1.643292e-01,3.095997e-02,6.577452e-03,-9.117039e-02,1.493974e-01,-1.476813e-01,-5.517578e-02,5.681773e-02,-6.676250e-02,0.0013
4.3200,DS_interstep,0,-1.557878e-01,-3.441133e-02,-3.145402e-03,1.595741e-01,1.606407e-01,3.042572e-02,5.870418e-03,-9.036265e-02,1.495420e-01,-1.476446e-01,-5.514517e-02,5.675650e-02,-6.671747e-02,0.0013
4.3300,DS_interstep,0,-1.521522e-01,-3.384507e-02,-2.528993e-03,1.558916e-01,1.569877e-01,2.985991e-02,5.249585e-03,-8.957322e-02,1.496838e-01,-1.476110e-01,-5.511386e-02,5.669536e-02,-6.667244e-02,0.0012
4.3400,DS_interstep,0,-1.485555e-01,-3.325066e-02,-1.992546e-03,1.522442e-01,1.533729e-01,2.926560e-02,4.709248e-03,-8.880190e-02,1.498227e-01,-1.475801e-01,-5.508186e-02,5.663430e-02,-6.662743e-02,0.0012
4.3500,DS_interstep,0,-1.450000e-01,-3.263102e-02,-1.530612e-03,1.486342e-01,1.497990e-01,2.864572e-02,4.243926e-03,-8.804849e-02,1.499584e-01,-1.475515e-01,-5.504920e-02,5.657332e-02,-6.658243e-02,0.0012
4.3600,DS_interstep,0,-1.414881e-01,-3.198897e-02,-1.137959e-03,1.450637e-01,1.462683e-01,2.800310e-02,3.848360e-03,-8.731277e-02,1.500909e-01,-1.475248e-01,-5.501589e-02,5.651242e-02,-6.653744e-02,0.0012
4.3700,DS_interstep,0,-1.380218e-01,-3.132721e-02,-8.095759e-04,1.415347e-01,1.427828e-01,2.734047e-02,3.517510e-03,-8.659452e-02,1.502201e-01,-1.474999e-01,-5.498195e-02,5.645160e-02,-6.649246e-02,0.0012
4.3800,DS_interstep,0,-1.346031e-01,-3.064833e-02,-5.406645e-04,1.380493e-01,1.393445e-01,2.666044e-02,3.246550e-03,-8.589349e-02,1.503459e-01,-1.474763e-01,-5.494740e-02,5.639085e-02,-6.644749e-02,0.0011
4.3900,DS_interstep,0,-1.312336e-01,-2.995482e-02,-3.266382e-04,1.346093e-01,1.359553e-01,2.596553e-02,3.030868e-03,-8.520944e-02,1.504682e-01,-1.474537e-01,-5.491225e-02,5.633018e-02,-6.640254e-02,0.0011
4.4000,DS_interstep,0,-1.279150e-01,-2.924907e-02,-1.631180e-04,1.312165e-01,1.326167e-01,2.525814e-02,2.866059e-03,-8.454212e-02,1.505870e-01,-1.474320e-01,-5.487652e-02,5.626958e-02,-6.635760e-02,0.0011
4.4100,DS_interstep,0,-1.246485e-01,-2.853333e-02,-4.592921e-05,1.278726e-01,1.293302e-01,2.454056e-02,2.747924e-03,-8.389126e-02,1.507022e-01,-1.474109e-01,-5.484022e-02,5.620905e-02,-6.631267e-02,0.0011
4.4200,DS_interstep,0,-1.214354e-01,-2.780979e-02,2.890281e-05,1.245791e-01,1.260970e-01,2.381497e-02,2.672465e-03,-8.325660e-02,1.508137e-01,-1.473902e-01,-5.480338e-02,5.614859e-02,-6.626775e-02,0.0010
4.4300,DS_interstep,0,-1.182769e-01,-2.708048e-02,6.515645e-05,1.213375e-01,1.229182e-01,2.308343e-02,2.635880e-03,-8.263787e-02,1.509216e-01,-1.473696e-01,-5.476600e-02,5.608820e-02,-6.622285e-02,0.0010
4.4400,DS_interstep,0,-1.151738e-01,-2.634735e-02,6.641835e-05,1.181491e-01,1.197949e-01,2.234793e-02,2.634562e-03,-8.203478e-02,1.510258e-01,-1.473491e-01,-5.472810e-02,5.602787e-02,-6.617797e-02,0.0010
4.4500,DS_interstep,0,-1.121270e-01,-2.561225e-02,3.608798e-05,1.150150e-01,1.167279e-01,2.161031e-02,2.665088e-03,-8.144706e-02,1.511263e-01,-1.473284e-01,-5.468970e-02,5.596761e-02,-6.613309e-02,0.0010
4.4600,DS_interstep,0,-1.091371e-01,-2.487691e-02,-2.261757e-05,1.119365e-01,1.137179e-01,2.087232e-02,2.724224e-03,-8.087441e-02,1.512231e-01,-1.473074e-01,-5.465081e-02,5.590741e-02,-6.608823e-02,0.0009
4.4700,DS_interstep,0,-1.062047e-01,-2.414297e-02,-1.066586e-04,1.089144e-01,1.107654e-01,2.013562e-02,2.808909e-03,-8.031656e-02,1.513162e-01,-1.472860e-01,-5.461144e-02,5.584727e-02,-6.604338e-02,0.0009
4.4800,DS_interstep,0,-1.033303e-01,-2.341193e-02,-2.131677e-04,1.059496e-01,1.078710e-01,1.940174e-02,2.916257e-03,-7.977321e-02,1.514056e-01,-1.472641e-01,-5.457162e-02,5.578719e-02,-6.599854e-02,0.0009
4.4900,DS_interstep,0,-1.005140e-01,-2.268525e-02,-3.394441e-04,1.030427e-01,1.050350e-01,1.867213e-02,3.043551e-03,-7.924406e-02,1.514914e-01,-1.472415e-01,-5.453135e-02,5.572717e-02,-6.595371e-02,0.0009
4.5000,DS_interstep,0,-9.775623e-02,-2.196424e-02,-4.829490e-04,1.001945e-01,1.022576e-01,1.794814e-02,3.188235e-03,-7.872883e-02,1.515736e-01,-1.472182e-01,-5.449064e-02,5.566721e-02,-6.590890e-02,0.0009
4.5100,DS_interstep,0,-9.505702e-02,-2.125015e-02,-6.412992e-04,9.740543e-02,9.953901e-02,1.723100e-02,3.347910e-03,-7.822721e-02,1.516521e-01,-1.471941e-01,-5.444951e-02,5.560730e-02,-6.586409e-02,0.0008
4.5200,DS_interstep,0,-9.241641e-02,-2.054410e-02,-8.122622e-04,9.467583e-02,9.687922e-02,1.652188e-02,3.520328e-03,-7.773892e-02,1.517272e-01,-1.471691e-01,-5.440797e-02,5.554745e-02,-6.581930e-02,0.0008
4.5300,DS_interstep,0,-8.983433e-02,-1.984716e-02,-9.937506e-04,9.200600e-02,9.427821e-02,1.582182e-02,3.703388e-03,-7.726366e-02,1.517987e-01,-1.471433e-01,-5.436604e-02,5.548764e-02,-6.577452e-02,0.0008
4.5400,DS_interstep,0,-8.731063e-02,-1.916028e-02,-1.183816e-03,8.939611e-02,9.173585e-02,1.513182e-02,3.895127e-03,-7.680113e-02,1.518667e-01,-1.471164e-01,-5.432372e-02,5.542789e-02,-6.572975e-02,0.0008
4.5500,DS_interstep,0,-8.484509e-02,-1.848434e-02,-1.380645e-03,8.684622e-02,8.925192e-02,1.445274e-02,4.093719e-03,-7.635105e-02,1.519314e-01,-1.470886e-01,-5.428104e-02,5.536819e-02,-6.568498e-02,0.0008
4.5600,DS_interstep,0,-8.243741e-02,-1.782012e-02,-1.582552e-03,8.435632e-02,8.682614e-02,1.378540e-02,4.297467e-03,-7.591311e-02,1.519927e-01,-1.470598e-01,-5.423799e-02,5.530853e-02,-6.564023e-02,0.0007
4.5700,DS_interstep,0,-8.008723e-02,-1.716835e-02,-1.787975e-03,8.192626e-02,8.445816e-02,1.313051e-02,4.504796e-03,-7.548704e-02,1.520508e-01,-1.470299e-01,-5.419459e-02,5.524892e-02,-6.559548e-02,0.0007
4.5800,DS_interstep,0,-7.779410e-02,-1.652966e-02,-1.995469e-03,7.955585e-02,8.214756e-02,1.248872e-02,4.714252e-03,-7.507254e-02,1.521056e-01,-1.469990e-01,-5.415085e-02,5.518935e-02,-6.555075e-02,0.0007
4.5900,DS_interstep,0,-7.555754e-02,-1.590461e-02,-2.203704e-03,7.724477e-02,7.989385e-02,1.186060e-02,4.924494e-03,-7.466933e-02,1.521573e-01,-1.469670e-01,-5.410679e-02,5.512983e-02,-6.550602e-02,0.0007
4.6000,DS_interstep,0,-7.337701e-02,-1.529369e-02,-2.411456e-03,7.499265e-02,7.769650e-02,1.124664e-02,5.134288e-03,-7.427713e-02,1.522060e-01,-1.469340e-01,-5.406241e-02,5.507035e-02,-6.546129e-02,0.0007
4.6100,DS_interstep,0,-7.125191e-02,-1.469733e-02,-2.617606e-03,7.279903e-02,7.555493e-02,1.064729e-02,5.342506e-03,-7.389565e-02,1.522516e-01,-1.468999e-01,-5.401772e-02,5.501091e-02,-6.541658e-02,0.0007
4.6200,DS_interstep,0,-6.918160e-02,-1.411589e-02,-2.821130e-03,7.066336e-02,7.346849e-02,1.006289e-02,5.548117e-03,-7.352462e-02,1.522943e-01,-1.468648e-01,-5.397273e-02,5.495151e-02,-6.537187e-02,0.0006
4.6300,DS_interstep,0,-6.716539e-02,-1.354966e-02,-3.021101e-03,6.858505e-02,7.143651e-02,9.493767e-03,5.750185e-03,-7.316378e-02,1.523341e-01,-1.468287e-01,-5.392746e-02,5.489214e-02,-6.532717e-02,0.0006
4.6400,DS_interstep,0,-6.520256e-02,-1.299889e-02,-3.216681e-03,6.656344e-02,6.945827e-02,8.940151e-03,5.947864e-03,-7.281284e-02,1.523712e-01,-1.467917e-01,-5.388190e-02,5.483282e-02,-6.528247e-02,0.0006
4.6500,DS_interstep,0,-6.329234e-02,-1.246376e-02,-3.407113e-03,6.459779e-02,6.753301e-02,8.402236e-03,6.140393e-03,-7.247154e-02,1.524056e-01,-1.467536e-01,-5.383608e-02,5.477353e-02,-6.523778e-02,0.0006
4.6600,DS_interstep,0,-6.143396e-02,-1.194440e-02,-3.591726e-03,6.268732e-02,6.565994e-02,7.880158e-03,6.327092e-03,-7.213963e-02,1.524374e-01,-1.467146e-01,-5.378999e-02,5.471428e-02,-6.519309e-02,0.0006
