t_s,theta_s_norm_deg,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,hw_x_Nms,hw_y_Nms,hw_z_Nms,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,omega_s_norm_dps
273.840,3.546165e-01,3.940608e-02,1.672358e-02,3.520233e-01,3.590688e-03,-3.097838e-03,4.318250e-02,-1.266562e-04,1.109542e-04,-1.155025e-03,1.167234e-03
274.140,3.542711e-01,3.936829e-02,1.675700e-02,3.516779e-01,3.586322e-03,-3.099976e-03,4.313603e-02,-1.269435e-04,1.107666e-04,-1.154326e-03,1.166556e-03
274.440,3.539259e-01,3.933043e-02,1.679031e-02,3.513328e-01,3.580679e-03,-3.103900e-03,4.308856e-02,-1.271879e-04,1.104173e-04,-1.153473e-03,1.165705e-03
274.740,3.535810e-01,3.929253e-02,1.682351e-02,3.509880e-01,3.577512e-03,-3.103151e-03,4.304915e-02,-1.271550e-04,1.101947e-04,-1.152314e-03,1.164534e-03
275.040,3.532365e-01,3.925461e-02,1.685655e-02,3.506436e-01,3.571821e-03,-3.109378e-03,4.301238e-02,-1.272791e-04,1.096106e-04,-1.151027e-03,1.163219e-03
275.340,3.528924e-01,3.921676e-02,1.688956e-02,3.502997e-01,3.572072e-03,-3.102888e-03,4.297780e-02,-1.267716e-04,1.096403e-04,-1.149421e-03,1.161577e-03
275.640,3.525487e-01,3.917904e-02,1.692264e-02,3.499560e-01,3.570595e-03,-3.091942e-03,4.292319e-02,-1.263787e-04,1.098100e-04,-1.148505e-03,1.160643e-03
275.940,3.522052e-01,3.914136e-02,1.695578e-02,3.496126e-01,3.568036e-03,-3.082853e-03,4.286719e-02,-1.264463e-04,1.100080e-04,-1.148252e-03,1.160419e-03
276.240,3.518618e-01,3.910371e-02,1.698896e-02,3.492692e-01,3.567620e-03,-3.071668e-03,4.282078e-02,-1.260833e-04,1.101640e-04,-1.147165e-03,1.159319e-03
276.540,3.515189e-01,3.906617e-02,1.702213e-02,3.489264e-01,3.567232e-03,-3.072308e-03,4.279512e-02,-1.258067e-04,1.099510e-04,-1.145382e-03,1.157505e-03
276.840,3.511765e-01,3.902869e-02,1.705526e-02,3.485840e-01,3.566395e-03,-3.068630e-03,4.275608e-02,-1.257033e-04,1.100329e-04,-1.144326e-03,1.156456e-03
277.140,3.508344e-01,3.899124e-02,1.708838e-02,3.482420e-01,3.562804e-03,-3.065833e-03,4.270432e-02,-1.256920e-04,1.098856e-04,-1.143388e-03,1.155512e-03
277.440,3.504926e-01,3.895375e-02,1.712141e-02,3.479002e-01,3.557742e-03,-3.071641e-03,4.266471e-02,-1.258927e-04,1.094781e-04,-1.142269e-03,1.154389e-03
277.740,3.501512e-01,3.891623e-02,1.715429e-02,3.475588e-01,3.553489e-03,-3.077207e-03,4.263166e-02,-1.258840e-04,1.089854e-04,-1.140738e-03,1.152826e-03
278.040,3.498102e-01,3.887876e-02,1.718714e-02,3.472178e-01,3.551743e-03,-3.072270e-03,4.258932e-02,-1.255407e-04,1.088950e-04,-1.139328e-03,1.151384e-03
278.340,3.494695e-01,3.884133e-02,1.721997e-02,3.468771e-01,3.550063e-03,-3.064482e-03,4.253911e-02,-1.254267e-04,1.090502e-04,-1.138638e-03,1.150704e-03
278.640,3.491291e-01,3.880402e-02,1.725293e-02,3.465367e-01,3.552301e-03,-3.050424e-03,4.249694e-02,-1.248115e-04,1.094620e-04,-1.137250e-03,1.149303e-03
278.940,3.487891e-01,3.876682e-02,1.728590e-02,3.461967e-01,3.549389e-03,-3.048441e-03,4.244887e-02,-1.249414e-04,1.094143e-04,-1.136616e-03,1.148686e-03
279.240,3.484494e-01,3.872959e-02,1.731884e-02,3.458570e-01,3.547617e-03,-3.047583e-03,4.241349e-02,-1.247723e-04,1.092418e-04,-1.135128e-03,1.147178e-03
279.540,3.481101e-01,3.869242e-02,1.735173e-02,3.455177e-01,3.544759e-03,-3.048394e-03,4.237311e-02,-1.247894e-04,1.090929e-04,-1.134058e-03,1.146107e-03
279.840,3.477711e-01,3.865518e-02,1.738448e-02,3.451787e-01,3.537852e-03,-3.052727e-03,4.232289e-02,-1.249297e-04,1.084842e-04,-1.132962e-03,1.144980e-03
280.140,3.474324e-01,3.861797e-02,1.741723e-02,3.448399e-01,3.538164e-03,-3.041491e-03,4.227759e-02,-1.246205e-04,1.088167e-04,-1.132076e-03,1.144101e-03
280.440,3.470941e-01,3.858088e-02,1.745005e-02,3.445015e-01,3.538316e-03,-3.034888e-03,4.223956e-02,-1.242480e-04,1.089324e-04,-1.130683e-03,1.142693e-03
280.740,3.467561e-01,3.854385e-02,1.748287e-02,3.441635e-01,3.535233e-03,-3.032031e-03,4.219100e-02,-1.241289e-04,1.087555e-04,-1.129567e-03,1.141559e-03
281.040,3.464184e-01,3.850683e-02,1.751567e-02,3.438257e-01,3.532443e-03,-3.027090e-03,4.214004e-02,-1.240904e-04,1.087418e-04,-1.128747e-03,1.140742e-03
281.340,3.460809e-01,3.846983e-02,1.754845e-02,3.434882e-01,3.529907e-03,-3.023162e-03,4.209239e-02,-1.240363e-04,1.087022e-04,-1.127833e-03,1.139829e-03
281.640,3.457438e-01,3.843286e-02,1.758121e-02,3.431510e-01,3.528478e-03,-3.019716e-03,4.205198e-02,-1.239639e-04,1.087504e-04,-1.126824e-03,1.138827e-03
281.940,3.454071e-01,3.839595e-02,1.761395e-02,3.428142e-01,3.527300e-03,-3.018589e-03,4.201800e-02,-1.237738e-04,1.086432e-04,-1.125382e-03,1.137369e-03
282.240,3.450708e-01,3.835907e-02,1.764666e-02,3.424778e-01,3.524694e-03,-3.015645e-03,4.197172e-02,-1.235705e-04,1.084845e-04,-1.124079e-03,1.136043e-03
282.540,3.447349e-01,3.832225e-02,1.767935e-02,3.421417e-01,3.523066e-03,-3.012667e-03,4.193087e-02,-1.234869e-04,1.084852e-04,-1.123026e-03,1.134991e-03
282.840,3.443993e-01,3.828544e-02,1.771201e-02,3.418061e-01,3.519995e-03,-3.015420e-03,4.189443e-02,-1.234479e-04,1.082351e-04,-1.121679e-03,1.133630e-03
283.140,3.440641e-01,3.824864e-02,1.774459e-02,3.414707e-01,3.516832e-03,-3.014847e-03,4.185052e-02,-1.234922e-04,1.081225e-04,-1.120760e-03,1.132716e-03
283.440,3.437291e-01,3.821178e-02,1.777704e-02,3.411357e-01,3.509692e-03,-3.020927e-03,4.180812e-02,-1.236460e-04,1.074116e-04,-1.119496e-03,1.131414e-03
283.740,3.433945e-01,3.817489e-02,1.780935e-02,3.408010e-01,3.503596e-03,-3.022617e-03,4.176345e-02,-1.238890e-04,1.070310e-04,-1.118887e-03,1.130802e-03
284.040,3.430602e-01,3.813797e-02,1.784152e-02,3.404665e-01,3.502280e-03,-3.021741e-03,4.174121e-02,-1.237531e-04,1.068172e-04,-1.117511e-03,1.129405e-03
284.340,3.427263e-01,3.810117e-02,1.787365e-02,3.401326e-01,3.500454e-03,-3.016769e-03,4.170173e-02,-1.233044e-04,1.066685e-04,-1.116110e-03,1.127955e-03
284.640,3.423927e-01,3.806447e-02,1.790588e-02,3.397988e-01,3.501768e-03,-2.998139e-03,4.165206e-02,-1.226436e-04,1.070843e-04,-1.115096e-03,1.126919e-03
284.940,3.420594e-01,3.802793e-02,1.793821e-02,3.394654e-01,3.501104e-03,-2.988877e-03,4.160667e-02,-1.225263e-04,1.073205e-04,-1.114467e-03,1.126307e-03
285.240,3.417264e-01,3.799136e-02,1.797047e-02,3.391322e-01,3.496570e-03,-2.994036e-03,4.157568e-02,-1.227092e-04,1.067581e-04,-1.113265e-03,1.125084e-03
285.540,3.413938e-01,3.795481e-02,1.800260e-02,3.387995e-01,3.493715e-03,-2.990821e-03,4.153186e-02,-1.224892e-04,1.065587e-04,-1.112063e-03,1.123851e-03
285.840,3.410614e-01,3.791832e-02,1.803479e-02,3.384669e-01,3.492797e-03,-2.977570e-03,4.147791e-02,-1.222355e-04,1.068867e-04,-1.111487e-03,1.123286e-03
286.140,3.407293e-01,3.788183e-02,1.806693e-02,3.381346e-01,3.486491e-03,-2.983590e-03,4.143911e-02,-1.225047e-04,1.062417e-04,-1.110452e-03,1.122229e-03
286.440,3.403974e-01,3.784529e-02,1.809891e-02,3.378026e-01,3.481952e-03,-2.983138e-03,4.139480e-02,-1.224586e-04,1.058836e-04,-1.109395e-03,1.121144e-03
286.740,3.400658e-01,3.780872e-02,1.813077e-02,3.374708e-01,3.476323e-03,-2.985224e-03,4.135551e-02,-1.228946e-04,1.055925e-04,-1.108989e-03,1.120763e-03
287.040,3.397346e-01,3.777217e-02,1.816255e-02,3.371394e-01,3.476478e-03,-2.976700e-03,4.132517e-02,-1.223048e-04,1.055124e-04,-1.107302e-03,1.119022e-03
287.340,3.394038e-01,3.773583e-02,1.819442e-02,3.368084e-01,3.480782e-03,-2.959675e-03,4.129572e-02,-1.214915e-04,1.060306e-04,-1.105867e-03,1.117562e-03
287.640,3.390736e-01,3.769969e-02,1.822637e-02,3.364780e-01,3.483087e-03,-2.956594e-03,4.127834e-02,-1.209396e-04,1.059191e-04,-1.103757e-03,1.115403e-03
287.940,3.387437e-01,3.766360e-02,1.825829e-02,3.361479e-01,3.479735e-03,-2.955119e-03,4.123218e-02,-1.211759e-04,1.059389e-04,-1.103375e-03,1.115053e-03
288.240,3.384141e-01,3.762745e-02,1.829013e-02,3.358180e-01,3.475111e-03,-2.958063e-03,4.119052e-02,-1.212353e-04,1.056431e-04,-1.102315e-03,1.113982e-03
288.540,3.380848e-01,3.759136e-02,1.832198e-02,3.354885e-01,3.476300e-03,-2.949138e-03,4.115153e-02,-1.208767e-04,1.058541e-04,-1.101141e-03,1.112801e-03
288.840,3.377559e-01,3.755535e-02,1.835386e-02,3.351594e-01,3.474528e-03,-2.944618e-03,4.110684e-02,-1.206764e-04,1.058200e-04,-1.099998e-03,1.111646e-03
289.140,3.374273e-01,3.751938e-02,1.838577e-02,3.348305e-01,3.473008e-03,-2.940012e-03,4.106211e-02,-1.205723e-04,1.058880e-04,-1.099063e-03,1.110716e-03
289.440,3.370990e-01,3.748345e-02,1.841768e-02,3.345019e-01,3.470467e-03,-2.935631e-03,4.101245e-02,-1.205795e-04,1.058987e-04,-1.098368e-03,1.110030e-03
289.740,3.367708e-01,3.744747e-02,1.844953e-02,3.341735e-01,3.464239e-03,-2.936552e-03,4.095863e-02,-1.207683e-04,1.054767e-04,-1.097622e-03,1.109272e-03
290.040,3.364429e-01,3.741140e-02,1.848126e-02,3.338452e-01,3.458720e-03,-2.939508e-03,4.091782e-02,-1.210075e-04,1.050828e-04,-1.096795e-03,1.108443e-03
290.340,3.361153e-01,3.737534e-02,1.851283e-02,3.335174e-01,3.456376e-03,-2.940746e-03,4.088895e-02,-1.209136e-04,1.046941e-04,-1.095357e-03,1.106973e-03
290.640,3.357882e-01,3.733934e-02,1.854437e-02,3.331900e-01,3.456246e-03,-2.934793e-03,4.085664e-02,-1.204295e-04,1.046658e-04,-1.093742e-03,1.105318e-03
290.940,3.354615e-01,3.730351e-02,1.857600e-02,3.328630e-01,3.459039e-03,-2.919492e-03,4.081596e-02,-1.198419e-04,1.051796e-04,-1.092625e-03,1.104199e-03
291.240,3.351351e-01,3.726776e-02,1.860768e-02,3.325363e-01,3.455979e-03,-2.918167e-03,4.077366e-02,-1.199217e-04,1.050321e-04,-1.091785e-03,1.103362e-03
291.540,3.348090e-01,3.723200e-02,1.863931e-02,3.322099e-01,3.453052e-03,-2.914821e-03,4.072614e-02,-1.199447e-04,1.049816e-04,-1.091106e-03,1.102688e-03
291.840,3.344831e-01,3.719628e-02,1.867095e-02,3.318837e-01,3.453208e-03,-2.906375e-03,4.068433e-02,-1.196703e-04,1.051781e-04,-1.090049e-03,1.101631e-03
292.140,3.341576e-01,3.716065e-02,1.870264e-02,3.315579e-01,3.452434e-03,-2.899410e-03,4.063855e-02,-1.193751e-04,1.052519e-04,-1.088872e-03,1.100441e-03
292.440,3.338324e-01,3.712505e-02,1.873432e-02,3.312323e-01,3.448707e-03,-2.901421e-03,4.059608e-02,-1.195881e-04,1.050770e-04,-1.088104e-03,1.099688e-03
292.740,3.335075e-01,3.708935e-02,1.876586e-02,3.309070e-01,3.442789e-03,-2.904783e-03,4.055005e-02,-1.197955e-04,1.046337e-04,-1.087187e-03,1.098761e-03
293.040,3.331829e-01,3.705368e-02,1.879733e-02,3.305822e-01,3.441493e-03,-2.904761e-03,4.052181e-02,-1.195821e-04,1.044046e-04,-1.085609e-03,1.097154e-03
293.340,3.328588e-01,3.701808e-02,1.882878e-02,3.302576e-01,3.441282e-03,-2.898414e-03,4.048247e-02,-1.192661e-04,1.045643e-04,-1.084426e-03,1.095965e-03
293.640,3.325350e-01,3.698258e-02,1.886027e-02,3.299335e-01,3.441320e-03,-2.893040e-03,4.044535e-02,-1.189436e-04,1.046191e-04,-1.083086e-03,1.094609e-03
293.940,3.322117e-01,3.694714e-02,1.889177e-02,3.296098e-01,3.437174e-03,-2.894904e-03,4.040119e-02,-1.188972e-04,1.043123e-04,-1.081867e-03,1.093368e-03
294.240,3.318885e-01,3.691162e-02,1.892312e-02,3.292863e-01,3.429492e-03,-2.904665e-03,4.035808e-02,-1.194809e-04,1.037224e-04,-1.081303e-03,1.092818e-03
294.540,3.315655e-01,3.687594e-02,1.895428e-02,3.289629e-01,3.423805e-03,-2.904201e-03,4.030908e-02,-1.197440e-04,1.035164e-04,-1.080897e-03,1.092425e-03
294.840,3.312428e-01,3.684022e-02,1.898525e-02,3.286399e-01,3.415082e-03,-2.913673e-03,4.027248e-02,-1.200539e-04,1.025542e-04,-1.079713e-03,1.091197e-03
295.140,3.309204e-01,3.680453e-02,1.901614e-02,3.283171e-01,3.416301e-03,-2.893146e-03,4.023245e-02,-1.195202e-04,1.028527e-04,-1.079013e-03,1.090473e-03
295.440,3.305983e-01,3.676900e-02,1.904706e-02,3.279946e-01,3.415983e-03,-2.880964e-03,4.019812e-02,-1.191517e-04,1.028722e-04,-1.078105e-03,1.089537e-03
295.740,3.302764e-01,3.673353e-02,1.907796e-02,3.276724e-01,3.412021e-03,-2.874238e-03,4.015678e-02,-1.186850e-04,1.023459e-04,-1.076632e-03,1.087978e-03
296.040,3.299549e-01,3.669817e-02,1.910887e-02,3.273505e-01,3.414385e-03,-2.863716e-03,4.013380e-02,-1.184230e-04,1.026321e-04,-1.075671e-03,1.087026e-03
296.340,3.296338e-01,3.666295e-02,1.913979e-02,3.270290e-01,3.415212e-03,-2.855255e-03,4.010338e-02,-1.177841e-04,1.025394e-04,-1.073993e-03,1.085287e-03
296.640,3.293130e-01,3.662779e-02,1.917070e-02,3.267077e-01,3.411831e-03,-2.852850e-03,4.006291e-02,-1.179863e-04,1.025031e-04,-1.073537e-03,1.084854e-03
296.940,3.289926e-01,3.659266e-02,1.920159e-02,3.263869e-01,3.413704e-03,-2.846892e-03,4.003942e-02,-1.175973e-04,1.025551e-04,-1.072002e-03,1.083298e-03
297.240,3.286726e-01,3.655767e-02,1.923253e-02,3.260664e-01,3.415544e-03,-2.835992e-03,4.000076e-02,-1.171898e-04,1.028746e-04,-1.070911e-03,1.082205e-03
297.540,3.283529e-01,3.652277e-02,1.926352e-02,3.257463e-01,3.415067e-03,-2.831385e-03,3.996108e-02,-1.170087e-04,1.029231e-04,-1.069791e-03,1.081082e-03
297.840,3.280336e-01,3.648787e-02,1.929449e-02,3.254265e-01,3.411393e-03,-2.829844e-03,3.991048e-02,-1.171330e-04,1.028160e-04,-1.069146e-03,1.080446e-03
298.140,3.277145e-01,3.645293e-02,1.932541e-02,3.251069e-01,3.408499e-03,-2.831854e-03,3.987466e-02,-1.172088e-04,1.026212e-04,-1.068066e-03,1.079367e-03
298.440,3.273957e-01,3.641799e-02,1.935626e-02,3.247876e-01,3.404219e-03,-2.831299e-03,3.982560e-02,-1.172151e-04,1.023603e-04,-1.067125e-03,1.078412e-03
298.740,3.270771e-01,3.638298e-02,1.938699e-02,3.244686e-01,3.395582e-03,-2.843778e-03,3.978553e-02,-1.175389e-04,1.014664e-04,-1.065884e-03,1.077135e-03
299.040,3.267588e-01,3.634787e-02,1.941753e-02,3.241498e-01,3.389203e-03,-2.845524e-03,3.973970e-02,-1.175447e-04,1.009397e-04,-1.064742e-03,1.075956e-03
299.340,3.264408e-01,3.631280e-02,1.944806e-02,3.238313e-01,3.393231e-03,-2.831111e-03,3.971186e-02,-1.172496e-04,1.016164e-04,-1.064091e-03,1.075343e-03
299.640,3.261233e-01,3.627798e-02,1.947870e-02,3.235133e-01,3.396313e-03,-2.816809e-03,3.967696e-02,-1.165803e-04,1.019119e-04,-1.062689e-03,1.073911e-03
299.940,3.258060e-01,3.624324e-02,1.950940e-02,3.231956e-01,3.393411e-03,-2.811116e-03,3.962735e-02,-1.166074e-04,1.019239e-04,-1.062250e-03,1.073481e-03
300.240,3.254890e-01,3.620843e-02,1.954000e-02,3.228780e-01,3.387705e-03,-2.814601e-03,3.959035e-02,-1.169576e-04,1.014210e-04,-1.061537e-03,1.072766e-03
300.540,3.251722e-01,3.617359e-02,1.957047e-02,3.225608e-01,3.386179e-03,-2.811128e-03,3.955916e-02,-1.165421e-04,1.011191e-04,-1.059888e-03,1.071060e-03
300.840,3.248559e-01,3.613890e-02,1.960099e-02,3.222439e-01,3.387450e-03,-2.797222e-03,3.951473e-02,-1.162581e-04,1.015709e-04,-1.059326e-03,1.070516e-03
301.140,3.245398e-01,3.610429e-02,1.963160e-02,3.219272e-01,3.387748e-03,-2.790980e-03,3.948313e-02,-1.159157e-04,1.016722e-04,-1.057966e-03,1.069142e-03
301.440,3.242242e-01,3.606977e-02,1.966217e-02,3.216111e-01,3.386646e-03,-2.791164e-03,3.945028e-02,-1.157003e-04,1.014222e-04,-1.056468e-03,1.067613e-03
301.740,3.239088e-01,3.603527e-02,1.969274e-02,3.212952e-01,3.385372e-03,-2.786037e-03,3.940570e-02,-1.156677e-04,1.015796e-04,-1.055766e-03,1.066929e-03
302.040,3.235938e-01,3.600079e-02,1.972333e-02,3.209796e-01,3.382887e-03,-2.782225e-03,3.935724e-02,-1.156567e-04,1.015786e-04,-1.054985e-03,1.066156e-03
302.340,3.232790e-01,3.596626e-02,1.975380e-02,3.206642e-01,3.375606e-03,-2.791269e-03,3.931558e-02,-1.159536e-04,1.008557e-04,-1.053899e-03,1.065045e-03
302.640,3.229644e-01,3.593163e-02,1.978412e-02,3.203491e-01,3.369889e-03,-2.796899e-03,3.927673e-02,-1.163144e-04,1.004609e-04,-1.053195e-03,1.064350e-03
302.940,3.226502e-01,3.589696e-02,1.981429e-02,3.200343e-01,3.365664e-03,-2.798740e-03,3.924032e-02,-1.164045e-04,1.001915e-04,-1.052216e-03,1.063366e-03
303.240,3.223364e-01,3.586235e-02,1.984442e-02,3.197199e-01,3.366429e-03,-2.793524e-03,3.921453e-02,-1.157266e-04,1.000543e-04,-1.050187e-03,1.061271e-03
303.540,3.220229e-01,3.582788e-02,1.987460e-02,3.194059e-01,3.366329e-03,-2.784692e-03,3.917490e-02,-1.153542e-04,1.003033e-04,-1.049157e-03,1.060235e-03
303.840,3.217099e-01,3.579349e-02,1.990477e-02,3.190923e-01,3.362140e-03,-2.786712e-03,3.913440e-02,-1.154713e-04,9.994056e-05,-1.048272e-03,1.059337e-03
304.140,3.213970e-01,3.575901e-02,1.993481e-02,3.187788e-01,3.353756e-03,-2.791363e-03,3.909076e-02,-1.156878e-04,9.920738e-05,-1.047424e-03,1.058453e-03
304.440,3.210843e-01,3.572446e-02,1.996468e-02,3.184656e-01,3.352966e-03,-2.783665e-03,3.906102e-02,-1.157341e-04,9.925781e-05,-1.047095e-03,1.058137e-03
304.740,3.207720e-01,3.569003e-02,1.999456e-02,3.181526e-01,3.354815e-03,-2.768222e-03,3.903115e-02,-1.151559e-04,9.941468e-05,-1.045820e-03,1.056828e-03
305.040,3.204600e-01,3.565583e-02,2.002459e-02,3.178400e-01,3.360932e-03,-2.744670e-03,3.899686e-02,-1.142544e-04,1.001118e-04,-1.044632e-03,1.055620e-03
305.340,3.201484e-01,3.562184e-02,2.005480e-02,3.175278e-01,3.361737e-03,-2.734988e-03,3.895561e-02,-1.138986e-04,1.003258e-04,-1.043597e-03,1.054577e-03
305.640,3.198370e-01,3.558781e-02,2.008495e-02,3.172157e-01,3.355647e-03,-2.740217e-03,3.890878e-02,-1.143080e-04,9.990602e-05,-1.043046e-03,1.054036e-03
305.940,3.195258e-01,3.555366e-02,2.011496e-02,3.169038e-01,3.349678e-03,-2.745893e-03,3.886651e-02,-1.147198e-04,9.949068e-05,-1.042407e-03,1.053409e-03
306.240,3.192149e-01,3.551947e-02,2.014482e-02,3.165923e-01,3.347047e-03,-2.749497e-03,3.883921e-02,-1.145871e-04,9.912240e-05,-1.040836e-03,1.051806e-03
306.540,3.189045e-01,3.548539e-02,2.017470e-02,3.162813e-01,3.350028e-03,-2.737364e-03,3.880578e-02,-1.139532e-04,9.951114e-05,-1.039383e-03,1.050335e-03
306.840,3.185945e-01,3.545151e-02,2.020475e-02,3.159706e-01,3.353462e-03,-2.721478e-03,3.876281e-02,-1.133854e-04,1.001064e-04,-1.038371e-03,1.049329e-03
307.140,3.182848e-01,3.541770e-02,2.023488e-02,3.156602e-01,3.348003e-03,-2.723418e-03,3.871032e-02,-1.134736e-04,9.968572e-05,-1.037396e-03,1.048334e-03
307.440,3.179752e-01,3.538372e-02,2.026482e-02,3.153499e-01,3.338993e-03,-2.734376e-03,3.866347e-02,-1.143543e-04,9.906331e-05,-1.037376e-03,1.048351e-03
307.740,3.176658e-01,3.534960e-02,2.029454e-02,3.150398e-01,3.334238e-03,-2.739177e-03,3.863017e-02,-1.144227e-04,9.858871e-05,-1.036080e-03,1.047031e-03
308.040,3.173569e-01,3.531561e-02,2.032428e-02,3.147302e-01,3.339788e-03,-2.725020e-03,3.860668e-02,-1.134770e-04,9.909776e-05,-1.034143e-03,1.045059e-03
308.340,3.170485e-01,3.528189e-02,2.035421e-02,3.144212e-01,3.344123e-03,-2.710510e-03,3.857076e-02,-1.127778e-04,9.965136e-05,-1.032767e-03,1.043675e-03
308.640,3.167405e-01,3.524829e-02,2.038428e-02,3.141124e-01,3.344871e-03,-2.702074e-03,3.852755e-02,-1.125270e-04,9.993358e-05,-1.031835e-03,1.042752e-03
308.940,3.164328e-01,3.521475e-02,2.041441e-02,3.138039e-01,3.345055e-03,-2.696852e-03,3.848806e-02,-1.123910e-04,1.001062e-04,-1.030876e-03,1.041805e-03
309.240,3.161254e-01,3.518126e-02,2.044457e-02,3.134957e-01,3.345770e-03,-2.692360e-03,3.845318e-02,-1.121701e-04,1.002145e-04,-1.029636e-03,1.040564e-03
309.540,3.158184e-01,3.514784e-02,2.047477e-02,3.131879e-01,3.345706e-03,-2.688030e-03,3.841463e-02,-1.120021e-04,1.002602e-04,-1.028473e-03,1.039401e-03
309.840,3.155117e-01,3.511443e-02,2.050495e-02,3.128805e-01,3.343616e-03,-2.686893e-03,3.837232e-02,-1.120533e-04,1.001707e-04,-1.027575e-03,1.038509e-03
310.140,3.152053e-01,3.508099e-02,2.053510e-02,3.125732e-01,3.340457e-03,-2.687741e-03,3.832920e-02,-1.121759e-04,9.998813e-05,-1.026713e-03,1.037651e-03
310.440,3.148991e-01,3.504751e-02,2.056518e-02,3.122662e-01,3.336807e-03,-2.689637e-03,3.828640e-02,-1.123135e-04,9.976702e-05,-1.025840e-03,1.036782e-03
310.740,3.145932e-01,3.501399e-02,2.059519e-02,3.119595e-01,3.332962e-03,-2.692012e-03,3.824431e-02,-1.124358e-04,9.953519e-05,-1.024937e-03,1.035879e-03
311.040,3.142876e-01,3.498045e-02,2.062513e-02,3.116531e-01,3.329078e-03,-2.694526e-03,3.820296e-02,-1.125302e-04,9.930785e-05,-1.023999e-03,1.034939e-03
311.340,3.139823e-01,3.494688e-02,2.065501e-02,3.113470e-01,3.325541e-03,-2.696912e-03,3.816384e-02,-1.125586e-04,9.909740e-05,-1.022954e-03,1.033888e-03
311.640,3.136772e-01,3.491330e-02,2.068482e-02,3.110412e-01,3.321369e-03,-2.700471e-03,3.812412e-02,-1.126280e-04,9.885044e-05,-1.021952e-03,1.032880e-03
311.940,3.133725e-01,3.487971e-02,2.071455e-02,3.107357e-01,3.317726e-03,-2.702254e-03,3.808408e-02,-1.126428e-04,9.868188e-05,-1.020976e-03,1.031900e-03
312.240,3.130681e-01,3.484613e-02,2.074425e-02,3.104304e-01,3.314840e-03,-2.702197e-03,3.804443e-02,-1.125574e-04,9.859728e-05,-1.019947e-03,1.030865e-03
312.540,3.127640e-01,3.481257e-02,2.077392e-02,3.101255e-01,3.311512e-03,-2.702731e-03,3.800384e-02,-1.125097e-04,9.849808e-05,-1.018981e-03,1.029895e-03
312.840,3.124602e-01,3.477903e-02,2.080357e-02,3.098209e-01,3.308715e-03,-2.702388e-03,3.796448e-02,-1.123774e-04,9.840329e-05,-1.017887e-03,1.028788e-03
313.140,3.121567e-01,3.474552e-02,2.083319e-02,3.095166e-01,3.305635e-03,-2.702529e-03,3.792493e-02,-1.123455e-04,9.833127e-05,-1.016974e-03,1.027874e-03
313.440,3.118535e-01,3.471205e-02,2.086279e-02,3.092126e-01,3.303580e-03,-2.700552e-03,3.788629e-02,-1.121411e-04,9.831544e-05,-1.015854e-03,1.026743e-03
313.740,3.115507e-01,3.467862e-02,2.089238e-02,3.089089e-01,3.300876e-03,-2.699617e-03,3.784644e-02,-1.120522e-04,9.826929e-05,-1.014900e-03,1.025785e-03
314.040,3.112481e-01,3.464521e-02,2.092195e-02,3.086055e-01,3.298189e-03,-2.699104e-03,3.780777e-02,-1.119444e-04,9.818971e-05,-1.013866e-03,1.024742e-03
314.340,3.109459e-01,3.461185e-02,2.095151e-02,3.083024e-01,3.296233e-03,-2.696892e-03,3.776941e-02,-1.117522e-04,9.818327e-05,-1.012777e-03,1.023644e-03
314.640,3.106440e-01,3.457853e-02,2.098106e-02,3.079997e-01,3.293586e-03,-2.695690e-03,3.772951e-02,-1.116726e-04,9.812702e-05,-1.011840e-03,1.022702e-03
314.940,3.103423e-01,3.454524e-02,2.101059e-02,3.076972e-01,3.290951e-03,-2.694930e-03,3.769080e-02,-1.115676e-04,9.806425e-05,-1.010832e-03,1.021687e-03
315.240,3.100410e-01,3.451200e-02,2.104011e-02,3.073950e-01,3.289054e-03,-2.692722e-03,3.765298e-02,-1.113755e-04,9.804668e-05,-1.009730e-03,1.020575e-03
315.540,3.097401e-01,3.447879e-02,2.106962e-02,3.070931e-01,3.286474e-03,-2.691639e-03,3.761391e-02,-1.112964e-04,9.799297e-05,-1.008784e-03,1.019625e-03
315.840,3.094394e-01,3.444561e-02,2.109910e-02,3.067916e-01,3.283561e-03,-2.691551e-03,3.757547e-02,-1.112338e-04,9.787777e-05,-1.007787e-03,1.018621e-03
316.140,3.091390e-01,3.441246e-02,2.112856e-02,3.064903e-01,3.281953e-03,-2.688831e-03,3.753836e-02,-1.110181e-04,9.788279e-05,-1.006672e-03,1.017494e-03
316.440,3.088390e-01,3.437938e-02,2.115803e-02,3.061894e-01,3.279993e-03,-2.686712e-03,3.750059e-02,-1.108641e-04,9.785186e-05,-1.005626e-03,1.016440e-03
316.740,3.085393e-01,3.434632e-02,2.118747e-02,3.058887e-01,3.277488e-03,-2.685896e-03,3.746278e-02,-1.107889e-04,9.777394e-05,-1.004648e-03,1.015457e-03
317.040,3.082399e-01,3.431330e-02,2.121690e-02,3.055884e-01,3.275741e-03,-2.683460e-03,3.742558e-02,-1.106078e-04,9.775775e-05,-1.003566e-03,1.014365e-03
