t_s,theta_s_norm_deg,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,hw_x_Nms,hw_y_Nms,hw_z_Nms,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,omega_s_norm_dps
42.050,1.523788e-01,2.987365e-02,1.347630e-01,-6.454314e-02,-6.321911e-03,4.933775e-01,-1.106776e+00,1.861410e-03,-1.665747e-02,3.384998e-02,3.777244e-02
42.080,1.515200e-01,2.993142e-02,1.342629e-01,-6.352886e-02,-6.592350e-03,4.931250e-01,-1.107646e+00,1.831546e-03,-1.664848e-02,3.378643e-02,3.771007e-02
42.110,1.506657e-01,2.998830e-02,1.337630e-01,-6.251645e-02,-6.852284e-03,4.928642e-01,-1.108443e+00,1.802664e-03,-1.663976e-02,3.372517e-02,3.764994e-02
42.140,1.498158e-01,3.004432e-02,1.332634e-01,-6.150584e-02,-7.102005e-03,4.925958e-01,-1.109170e+00,1.774737e-03,-1.663130e-02,3.366608e-02,3.759196e-02
42.170,1.489703e-01,3.009949e-02,1.327641e-01,-6.049698e-02,-7.341788e-03,4.923206e-01,-1.109830e+00,1.747743e-03,-1.662307e-02,3.360908e-02,3.753600e-02
42.200,1.481294e-01,3.015386e-02,1.322650e-01,-5.948980e-02,-7.571897e-03,4.920393e-01,-1.110427e+00,1.721658e-03,-1.661504e-02,3.355406e-02,3.748198e-02
42.230,1.472929e-01,3.020745e-02,1.317661e-01,-5.848424e-02,-7.792585e-03,4.917526e-01,-1.110963e+00,1.696461e-03,-1.660719e-02,3.350094e-02,3.742980e-02
42.260,1.464610e-01,3.026028e-02,1.312675e-01,-5.748024e-02,-8.004097e-03,4.914611e-01,-1.111441e+00,1.672129e-03,-1.659950e-02,3.344962e-02,3.737936e-02
42.290,1.456335e-01,3.031238e-02,1.307691e-01,-5.647776e-02,-8.206675e-03,4.911655e-01,-1.111865e+00,1.648640e-03,-1.659194e-02,3.340003e-02,3.733059e-02
42.320,1.448107e-01,3.036378e-02,1.302709e-01,-5.547675e-02,-8.400556e-03,4.908662e-01,-1.112236e+00,1.625973e-03,-1.658450e-02,3.335208e-02,3.728338e-02
42.350,1.439924e-01,3.041449e-02,1.297729e-01,-5.447715e-02,-8.585977e-03,4.905638e-01,-1.112558e+00,1.604106e-03,-1.657716e-02,3.330569e-02,3.723767e-02
42.380,1.431788e-01,3.046456e-02,1.292752e-01,-5.347892e-02,-8.763173e-03,4.902588e-01,-1.112832e+00,1.583017e-03,-1.656989e-02,3.326078e-02,3.719337e-02
42.410,1.423698e-01,3.051398e-02,1.287777e-01,-5.248201e-02,-8.932379e-03,4.899516e-01,-1.113061e+00,1.562684e-03,-1.656269e-02,3.321729e-02,3.715042e-02
42.440,1.415655e-01,3.056280e-02,1.282804e-01,-5.148639e-02,-9.093831e-03,4.896427e-01,-1.113247e+00,1.543086e-03,-1.655555e-02,3.317515e-02,3.710873e-02
42.470,1.407659e-01,3.061103e-02,1.277833e-01,-5.049201e-02,-9.247762e-03,4.893323e-01,-1.113393e+00,1.524199e-03,-1.654844e-02,3.313428e-02,3.706824e-02
42.500,1.399712e-01,3.065869e-02,1.272864e-01,-4.949885e-02,-9.394409e-03,4.890209e-01,-1.113500e+00,1.506002e-03,-1.654135e-02,3.309463e-02,3.702889e-02
42.530,1.391812e-01,3.070581e-02,1.267898e-01,-4.850685e-02,-9.534005e-03,4.887087e-01,-1.113570e+00,1.488472e-03,-1.653429e-02,3.305612e-02,3.699061e-02
42.560,1.383961e-01,3.075240e-02,1.262933e-01,-4.751600e-02,-9.666785e-03,4.883960e-01,-1.113606e+00,1.471587e-03,-1.652723e-02,3.301871e-02,3.695335e-02
42.590,1.376159e-01,3.079848e-02,1.257971e-01,-4.652625e-02,-9.792980e-03,4.880831e-01,-1.113608e+00,1.455324e-03,-1.652016e-02,3.298234e-02,3.691705e-02
42.620,1.368407e-01,3.084407e-02,1.253010e-01,-4.553757e-02,-9.912822e-03,4.877701e-01,-1.113579e+00,1.439663e-03,-1.651309e-02,3.294695e-02,3.688165e-02
42.650,1.360705e-01,3.088918e-02,1.248052e-01,-4.454995e-02,-1.002654e-02,4.874572e-01,-1.113521e+00,1.424581e-03,-1.650600e-02,3.291249e-02,3.684711e-02
42.680,1.353054e-01,3.093385e-02,1.243096e-01,-4.356335e-02,-1.013435e-02,4.871446e-01,-1.113434e+00,1.410056e-03,-1.649889e-02,3.287891e-02,3.681337e-02
42.710,1.345454e-01,3.097807e-02,1.238142e-01,-4.257774e-02,-1.023649e-02,4.868325e-01,-1.113321e+00,1.396069e-03,-1.649176e-02,3.284617e-02,3.678040e-02
42.740,1.337906e-01,3.102187e-02,1.233190e-01,-4.159310e-02,-1.033316e-02,4.865209e-01,-1.113182e+00,1.382597e-03,-1.648459e-02,3.281422e-02,3.674815e-02
42.770,1.330411e-01,3.106527e-02,1.228241e-01,-4.060941e-02,-1.042458e-02,4.862100e-01,-1.113019e+00,1.369621e-03,-1.647739e-02,3.278303e-02,3.671658e-02
42.800,1.322969e-01,3.110827e-02,1.223293e-01,-3.962664e-02,-1.051096e-02,4.858998e-01,-1.112834e+00,1.357121e-03,-1.647016e-02,3.275254e-02,3.668565e-02
42.830,1.315580e-01,3.115089e-02,1.218348e-01,-3.864478e-02,-1.059250e-02,4.855905e-01,-1.112627e+00,1.345078e-03,-1.646288e-02,3.272273e-02,3.665533e-02
42.860,1.308246e-01,3.119315e-02,1.213405e-01,-3.766381e-02,-1.066940e-02,4.852821e-01,-1.112399e+00,1.333473e-03,-1.645557e-02,3.269356e-02,3.662558e-02
42.890,1.300968e-01,3.123506e-02,1.208464e-01,-3.668370e-02,-1.074184e-02,4.849746e-01,-1.112153e+00,1.322289e-03,-1.644821e-02,3.266499e-02,3.659636e-02
42.920,1.293745e-01,3.127663e-02,1.203525e-01,-3.570443e-02,-1.081002e-02,4.846680e-01,-1.111888e+00,1.311507e-03,-1.644081e-02,3.263700e-02,3.656766e-02
42.950,1.286579e-01,3.131787e-02,1.198589e-01,-3.472601e-02,-1.087412e-02,4.843625e-01,-1.111605e+00,1.301112e-03,-1.643337e-02,3.260955e-02,3.653944e-02
42.980,1.279470e-01,3.135879e-02,1.193655e-01,-3.374839e-02,-1.093430e-02,4.840580e-01,-1.111307e+00,1.291086e-03,-1.642588e-02,3.258261e-02,3.651168e-02
43.010,1.272419e-01,3.139941e-02,1.188723e-01,-3.277158e-02,-1.099074e-02,4.837546e-01,-1.110992e+00,1.281413e-03,-1.641835e-02,3.255615e-02,3.648434e-02
43.040,1.265428e-01,3.143973e-02,1.183793e-01,-3.179555e-02,-1.104359e-02,4.834522e-01,-1.110663e+00,1.272080e-03,-1.641077e-02,3.253016e-02,3.645741e-02
43.070,1.258495e-01,3.147977e-02,1.178865e-01,-3.082030e-02,-1.109301e-02,4.831509e-01,-1.110320e+00,1.263071e-03,-1.640315e-02,3.250461e-02,3.643087e-02
43.280,1.190063e-01,3.106984e-02,1.127378e-01,-2.207606e-02,-7.649096e-02,4.331858e-01,-1.305821e+00,-4.147071e-03,-1.756103e-02,2.589178e-02,3.155903e-02
43.580,1.125706e-01,2.906723e-02,1.076505e-01,-1.544704e-02,-1.487717e-01,4.514263e-01,-1.559412e+00,-8.919747e-03,-1.601280e-02,1.871611e-02,2.619665e-02
43.880,1.072964e-01,2.589371e-02,1.035380e-01,-1.104172e-02,-2.058332e-01,5.554259e-01,-1.830366e+00,-1.201867e-02,-1.110099e-02,1.093398e-02,1.967822e-02
44.180,1.042180e-01,2.210497e-02,1.014392e-01,-9.101718e-03,-2.356225e-01,7.529449e-01,-2.104628e+00,-1.304624e-02,-2.729164e-03,2.232909e-03,1.351439e-02
44.480,1.043584e-01,1.836622e-02,1.022536e-01,-9.877181e-03,-2.293656e-01,1.024204e+00,-2.361225e+00,-1.175527e-02,8.031136e-03,-7.203793e-03,1.595557e-02
44.780,1.082816e-01,1.521241e-02,1.063408e-01,-1.360588e-02,-2.007586e-01,1.309229e+00,-2.607203e+00,-9.913946e-03,1.858194e-02,-1.790497e-02,2.764350e-02
45.080,1.157536e-01,1.227405e-02,1.131927e-01,-2.087231e-02,-1.777067e-01,1.548940e+00,-2.867285e+00,-1.004205e-02,2.659333e-02,-3.062909e-02,4.178743e-02
45.380,1.265492e-01,9.172847e-03,1.220769e-01,-3.205926e-02,-1.509770e-01,1.735465e+00,-3.094916e+00,-1.093630e-02,3.213276e-02,-4.402637e-02,5.559171e-02
45.680,1.402217e-01,5.351454e-03,1.318599e-01,-4.739679e-02,-1.650496e-01,1.784858e+00,-3.358363e+00,-1.520539e-02,3.216567e-02,-5.840390e-02,6.838750e-02
45.980,1.556879e-01,-1.221346e-04,1.406209e-01,-6.681651e-02,-2.234291e-01,1.665023e+00,-3.622157e+00,-2.102929e-02,2.587004e-02,-7.033878e-02,7.783979e-02
46.280,1.718917e-01,-7.130422e-03,1.469371e-01,-8.891242e-02,-2.904368e-01,1.456386e+00,-3.779376e+00,-2.503935e-02,1.659857e-02,-7.589686e-02,8.162607e-02
46.580,1.880089e-01,-1.485918e-02,1.505935e-01,-1.115712e-01,-3.470668e-01,1.272876e+00,-3.824472e+00,-2.657257e-02,8.706351e-03,-7.505801e-02,8.009748e-02
46.880,2.040542e-01,-2.328326e-02,1.522669e-01,-1.338312e-01,-4.277727e-01,1.135677e+00,-3.901646e+00,-2.981179e-02,2.910019e-03,-7.378216e-02,7.963051e-02
47.180,2.203499e-01,-3.281637e-02,1.523644e-01,-1.557635e-01,-5.243537e-01,1.017193e+00,-4.014522e+00,-3.358113e-02,-1.878959e-03,-7.254340e-02,7.996104e-02
47.480,2.368185e-01,-4.326753e-02,1.511580e-01,-1.770937e-01,-6.131747e-01,9.118105e-01,-4.094060e+00,-3.572684e-02,-5.861481e-03,-6.950181e-02,7.836623e-02
47.780,2.527793e-01,-5.393220e-02,1.488559e-01,-1.970549e-01,-6.753304e-01,8.157754e-01,-4.082993e+00,-3.503692e-02,-9.221787e-03,-6.340579e-02,7.302686e-02
48.080,2.671897e-01,-6.393554e-02,1.456386e-01,-2.146904e-01,-7.044179e-01,7.291585e-01,-3.968315e+00,-3.148301e-02,-1.198910e-02,-5.416132e-02,6.378375e-02
48.380,2.789888e-01,-7.249385e-02,1.416873e-01,-2.291378e-01,-7.014057e-01,6.527910e-01,-3.758121e+00,-2.556918e-02,-1.415201e-02,-4.235183e-02,5.145620e-02
48.680,2.873008e-01,-7.900134e-02,1.371838e-01,-2.397522e-01,-6.700306e-01,5.868531e-01,-3.468420e+00,-1.795600e-02,-1.573326e-02,-2.874208e-02,3.736389e-02
48.980,2.915956e-01,-8.314614e-02,1.322712e-01,-2.462093e-01,-6.229911e-01,5.269683e-01,-3.150214e+00,-1.003204e-02,-1.696803e-02,-1.491583e-02,2.471918e-02
49.280,2.918139e-01,-8.495076e-02,1.270436e-01,-2.485933e-01,-5.657711e-01,4.735585e-01,-2.819564e+00,-2.317334e-03,-1.787297e-02,-1.498054e-03,1.808473e-02
49.580,2.880156e-01,-8.451457e-02,1.216129e-01,-2.470234e-01,-5.007238e-01,4.288946e-01,-2.477193e+00,4.964474e-03,-1.837983e-02,1.152792e-02,2.225662e-02
49.880,2.803010e-01,-8.196258e-02,1.160959e-01,-2.416041e-01,-4.276981e-01,3.930962e-01,-2.125756e+00,1.186514e-02,-1.850240e-02,2.426325e-02,3.273875e-02
50.180,2.687770e-01,-7.740049e-02,1.106051e-01,-2.324150e-01,-3.467077e-01,3.661475e-01,-1.766408e+00,1.843727e-02,-1.825183e-02,3.674383e-02,4.497968e-02
50.480,2.535770e-01,-7.092205e-02,1.052479e-01,-2.195319e-01,-2.580646e-01,3.477147e-01,-1.399328e+00,2.470829e-02,-1.765135e-02,4.897419e-02,5.762414e-02
50.780,2.348738e-01,-6.261625e-02,1.001218e-01,-2.030285e-01,-1.622547e-01,3.371281e-01,-1.024856e+00,3.068581e-02,-1.674070e-02,6.096601e-02,7.027606e-02
51.080,2.128776e-01,-5.257268e-02,9.530972e-02,-1.829455e-01,-5.983229e-02,3.333738e-01,-6.486016e-01,3.635711e-02,-1.557457e-02,7.290109e-02,8.293959e-02
51.380,1.878848e-01,-4.088657e-02,9.087561e-02,-1.592816e-01,4.828239e-02,3.348143e-01,-2.729116e-01,4.167453e-02,-1.424225e-02,8.478015e-02,9.553681e-02
51.680,1.607342e-01,-2.781544e-02,8.681080e-02,-1.323846e-01,1.474815e-01,3.330535e-01,7.985231e-02,4.541798e-02,-1.315422e-02,9.407268e-02,1.052877e-01
51.980,1.330965e-01,-1.394939e-02,8.299976e-02,-1.031074e-01,2.282311e-01,3.226627e-01,3.523158e-01,4.695297e-02,-1.253007e-02,1.005978e-01,1.117207e-01
52.280,1.074571e-01,-1.714591e-04,7.924108e-02,-7.258000e-02,2.713620e-01,2.945637e-01,4.775769e-01,4.483413e-02,-1.274576e-02,1.023684e-01,1.124805e-01
52.580,8.722792e-02,1.251061e-02,7.531025e-02,-4.219670e-02,2.803290e-01,2.537183e-01,4.737799e-01,3.989590e-02,-1.355448e-02,9.995409e-02,1.084722e-01
52.880,7.598489e-02,2.344531e-02,7.109269e-02,-1.303267e-02,2.654883e-01,2.087274e-01,3.821767e-01,3.344412e-02,-1.456480e-02,9.462654e-02,1.014141e-01
53.180,7.545712e-02,3.245288e-02,6.659442e-02,1.434471e-02,2.434018e-01,1.686788e-01,2.642913e-01,2.713145e-02,-1.536691e-02,8.827850e-02,9.362345e-02
53.400,7.844575e-02,3.573033e-02,6.532700e-02,2.468730e-02,2.322558e-01,1.820726e-01,1.977087e-01,3.765219e-02,2.488752e-02,8.244384e-02,9.398970e-02
53.430,8.016239e-02,3.677009e-02,6.585763e-02,2.714296e-02,2.295010e-01,2.174914e-01,1.609822e-01,3.063607e-02,7.850734e-03,8.144452e-02,8.736941e-02
53.460,8.140881e-02,3.760391e-02,6.586719e-02,2.957793e-02,2.279342e-01,2.513428e-01,1.244085e-01,2.549629e-02,-5.071762e-03,8.080696e-02,8.488550e-02
53.490,8.247395e-02,3.833847e-02,6.564310e-02,3.198589e-02,2.292727e-01,2.874093e-01,8.773699e-02,2.371716e-02,-8.687991e-03,7.969468e-02,8.360159e-02
53.520,8.354873e-02,3.904929e-02,6.538561e-02,3.435498e-02,2.326631e-01,3.246731e-01,5.097674e-02,2.363307e-02,-7.951403e-03,7.814101e-02,8.202295e-02
53.550,8.469625e-02,3.976492e-02,6.517360e-02,3.666889e-02,2.373868e-01,3.621214e-01,1.407135e-02,2.392789e-02,-6.038904e-03,7.610509e-02,8.000623e-02
53.580,8.591834e-02,4.049167e-02,6.501835e-02,3.892301e-02,2.426754e-01,3.995642e-01,-2.286134e-02,2.437892e-02,-4.256889e-03,7.423825e-02,7.825452e-02
53.610,8.720792e-02,4.123384e-02,6.491213e-02,4.112671e-02,2.483603e-01,4.370013e-01,-5.973246e-02,2.494537e-02,-2.755263e-03,7.273134e-02,7.693965e-02
53.640,8.855922e-02,4.199383e-02,6.484812e-02,4.328942e-02,2.542827e-01,4.736378e-01,-9.655231e-02,2.556150e-02,-1.450522e-03,7.151078e-02,7.595581e-02
53.670,8.996667e-02,4.277212e-02,6.481955e-02,4.541998e-02,2.594653e-01,5.064737e-01,-1.333145e-01,2.614947e-02,-3.794522e-04,7.054801e-02,7.523936e-02
53.700,9.142308e-02,4.356661e-02,6.482055e-02,4.752291e-02,2.638085e-01,5.351271e-01,-1.700584e-01,2.663680e-02,5.288977e-04,6.964442e-02,7.456637e-02
53.730,9.292004e-02,4.437381e-02,6.484669e-02,4.959844e-02,2.671206e-01,5.595057e-01,-2.068100e-01,2.699553e-02,1.298929e-03,6.871218e-02,7.383637e-02
53.760,9.444875e-02,4.518971e-02,6.489397e-02,5.164523e-02,2.692728e-01,5.797727e-01,-2.435791e-01,2.721951e-02,1.940036e-03,6.772464e-02,7.301570e-02
53.790,9.600073e-02,4.601033e-02,6.495866e-02,5.366157e-02,2.702294e-01,5.962667e-01,-2.803675e-01,2.731327e-02,2.462105e-03,6.668269e-02,7.210172e-02
53.820,9.756822e-02,4.683187e-02,6.503737e-02,5.564596e-02,2.700216e-01,6.093911e-01,-3.171743e-01,2.728556e-02,2.877359e-03,6.559596e-02,7.110282e-02
53.850,9.914424e-02,4.765084e-02,6.512710e-02,5.759721e-02,2.687113e-01,6.195419e-01,-3.539978e-01,2.714487e-02,3.198403e-03,6.447359e-02,7.002797e-02
53.880,1.007226e-01,4.846394e-02,6.522519e-02,5.951433e-02,2.663637e-01,6.270470e-01,-3.908370e-01,2.689768e-02,3.436138e-03,6.332130e-02,6.888308e-02
53.910,1.022975e-01,4.926805e-02,6.532927e-02,6.139648e-02,2.630359e-01,6.321572e-01,-4.276914e-01,2.654915e-02,3.599428e-03,6.214170e-02,6.767130e-02
53.940,1.038639e-01,5.006021e-02,6.543721e-02,6.324288e-02,2.587749e-01,6.350636e-01,-4.645608e-01,2.610445e-02,3.693409e-03,6.093892e-02,6.639756e-02
53.970,1.054170e-01,5.083762e-02,6.554698e-02,6.505292e-02,2.536234e-01,6.359232e-01,-5.014443e-01,2.556942e-02,3.720934e-03,5.971850e-02,6.506873e-02
54.000,1.069525e-01,5.159766e-02,6.565661e-02,6.682615e-02,2.476268e-01,6.348793e-01,-5.383408e-01,2.495044e-02,3.684413e-03,5.848577e-02,6.369210e-02
54.030,1.084665e-01,5.233792e-02,6.576423e-02,6.856227e-02,2.408355e-01,6.320717e-01,-5.752495e-01,2.425449e-02,3.586537e-03,5.724550e-02,6.227512e-02
54.060,1.099554e-01,5.305620e-02,6.586805e-02,7.026112e-02,2.333064e-01,6.276422e-01,-6.121695e-01,2.348919e-02,3.430544e-03,5.600190e-02,6.082535e-02
54.090,1.114161e-01,5.375054e-02,6.596638e-02,7.192264e-02,2.251026e-01,6.217366e-01,-6.491000e-01,2.266268e-02,3.220281e-03,5.475860e-02,5.935042e-02
54.120,1.128460e-01,5.441923e-02,6.605766e-02,7.354691e-02,2.162930e-01,6.145056e-01,-6.860402e-01,2.178339e-02,2.960152e-03,5.351865e-02,5.785780e-02
54.150,1.142426e-01,5.506082e-02,6.614046e-02,7.513404e-02,2.069500e-01,6.061018e-01,-7.229896e-01,2.085967e-02,2.655009e-03,5.228442e-02,5.635455e-02
54.180,1.156041e-01,5.567408e-02,6.621352e-02,7.668424e-02,1.971470e-01,5.966769e-01,-7.599477e-01,1.989950e-02,2.310005e-03,5.105751e-02,5.484702e-02
54.210,1.169287e-01,5.625805e-02,6.627572e-02,7.819775e-02,1.869552e-01,5.863773e-01,-7.969141e-01,1.891012e-02,1.930415e-03,4.983874e-02,5.334060e-02
54.240,1.182151e-01,5.681193e-02,6.632610e-02,7.967480e-02,1.764411e-01,5.753402e-01,-8.338887e-01,1.789786e-02,1.521456e-03,4.862814e-02,5.183960e-02
54.270,1.194622e-01,5.733513e-02,6.636386e-02,8.111563e-02,1.656645e-01,5.636906e-01,-8.708715e-01,1.686798e-02,1.088105e-03,4.742507e-02,5.034729e-02
54.300,1.206690e-01,5.782718e-02,6.638833e-02,8.252045e-02,1.546767e-01,5.515391e-01,-9.078625e-01,1.582478e-02,6.349350e-04,4.622845e-02,4.886611e-02
54.330,1.218348e-01,5.828774e-02,6.639899e-02,8.388944e-02,1.435208e-01,5.389812e-01,-9.448621e-01,1.477159e-02,1.660003e-04,4.503701e-02,4.739789e-02
54.360,1.229589e-01,5.871654e-02,6.639542e-02,8.522274e-02,1.322319e-01,5.260978e-01,-9.818704e-01,1.371102e-02,-3.152295e-04,4.384949e-02,4.594420e-02
54.390,1.240408e-01,5.911340e-02,6.637728e-02,8.652043e-02,1.208378e-01,5.129563e-01,-1.018888e+00,1.264504e-02,-8.058761e-04,4.266479e-02,4.450653e-02
54.420,1.250800e-01,5.947817e-02,6.634435e-02,8.778260e-02,1.093603e-01,4.996122e-01,-1.055914e+00,1.157516e-02,-1.303613e-03,4.148207e-02,4.308649e-02
54.450,1.260762e-01,5.981076e-02,6.629643e-02,8.900930e-02,9.781633e-02,4.861105e-01,-1.092950e+00,1.050254e-02,-1.806598e-03,4.030072e-02,4.168591e-02
54.480,1.270288e-01,6.011081e-02,6.623406e-02,9.020011e-02,8.679217e-02,4.725706e-01,-1.126278e+00,9.408008e-03,-2.257337e-03,3.909560e-02,4.027496e-02
54.510,1.279394e-01,6.037836e-02,6.615859e-02,9.135630e-02,7.630062e-02,4.586346e-01,-1.154256e+00,8.351920e-03,-2.697718e-03,3.802041e-02,3.902030e-02
54.540,1.288119e-01,6.061533e-02,6.606959e-02,9.248298e-02,6.634194e-02,4.445197e-01,-1.177908e+00,7.373625e-03,-3.159895e-03,3.712826e-02,3.798504e-02
54.570,1.296511e-01,6.082417e-02,6.596656e-02,9.358544e-02,5.706183e-02,4.305884e-01,-1.197560e+00,6.479380e-03,-3.633080e-03,3.640395e-02,3.715413e-02
54.600,1.304613e-01,6.100741e-02,6.584935e-02,9.466839e-02,4.853532e-02,4.170955e-01,-1.213555e+00,5.668741e-03,-4.104466e-03,3.582588e-02,3.650308e-02
54.630,1.312468e-01,6.116755e-02,6.571817e-02,9.573591e-02,4.078204e-02,4.042030e-01,-1.226288e+00,4.939109e-03,-4.564107e-03,3.537268e-02,3.600628e-02
54.660,1.320114e-01,6.130694e-02,6.557347e-02,9.679144e-02,3.378757e-02,3.920125e-01,-1.236184e+00,4.286692e-03,-5.004939e-03,3.502430e-02,3.563884e-02
54.690,1.327587e-01,6.142786e-02,6.541590e-02,9.783785e-02,2.751832e-02,3.805859e-01,-1.243669e+00,3.706845e-03,-5.422211e-03,3.476257e-02,3.537764e-02
54.720,1.334918e-01,6.153239e-02,6.524621e-02,9.887749e-02,2.193073e-02,3.699567e-01,-1.249141e+00,3.194389e-03,-5.812985e-03,3.457148e-02,3.520202e-02
54.750,1.342135e-01,6.162248e-02,6.506522e-02,9.991228e-02,1.697679e-02,3.601365e-01,-1.252959e+00,2.743906e-03,-6.175702e-03,3.443735e-02,3.509415e-02
54.780,1.349264e-01,6.169992e-02,6.487377e-02,1.009437e-01,1.260715e-02,3.511206e-01,-1.255434e+00,2.349974e-03,-6.509820e-03,3.434870e-02,3.503902e-02
54.810,1.356324e-01,6.176631e-02,6.467273e-02,1.019731e-01,8.772865e-03,3.428908e-01,-1.256826e+00,2.007323e-03,-6.815523e-03,3.429606e-02,3.502429e-02
54.840,1.363335e-01,6.182313e-02,6.446293e-02,1.030013e-01,5.426436e-03,3.354196e-01,-1.257353e+00,1.710916e-03,-7.093491e-03,3.427167e-02,3.503987e-02
54.870,1.370314e-01,6.187168e-02,6.424519e-02,1.040291e-01,2.522268e-03,3.286724e-01,-1.257193e+00,1.455997e-03,-7.344745e-03,3.426917e-02,3.507765e-02
54.900,1.377274e-01,6.191315e-02,6.402030e-02,1.050571e-01,1.696915e-05,3.226099e-01,-1.256494e+00,1.238103e-03,-7.570530e-03,3.428335e-02,3.513109e-02
54.930,1.384227e-01,6.194859e-02,6.378900e-02,1.060857e-01,-2.130521e-03,3.171894e-01,-1.255376e+00,1.053069e-03,-7.772244e-03,3.430992e-02,3.519499e-02
54.960,1.391183e-01,6.197891e-02,6.355199e-02,1.071152e-01,-3.958857e-03,3.123667e-01,-1.253938e+00,8.970224e-04,-7.951384e-03,3.434536e-02,3.526518e-02
54.990,1.398152e-01,6.200494e-02,6.330992e-02,1.081459e-01,-5.504250e-03,3.080963e-01,-1.252263e+00,7.663829e-04,-8.109511e-03,3.438674e-02,3.533836e-02
55.020,1.405141e-01,6.202739e-02,6.306340e-02,1.091779e-01,-6.800440e-03,3.043328e-01,-1.250418e+00,6.578544e-04,-8.248219e-03,3.443167e-02,3.541195e-02
55.050,1.412155e-01,6.204687e-02,6.281298e-02,1.102113e-01,-7.878689e-03,3.010309e-01,-1.248460e+00,5.684216e-04,-8.369114e-03,3.447817e-02,3.548393e-02
55.080,1.419199e-01,6.206392e-02,6.255918e-02,1.112460e-01,-8.767774e-03,2.981465e-01,-1.246438e+00,4.953438e-04,-8.473792e-03,3.452461e-02,3.555277e-02
55.110,1.426278e-01,6.207899e-02,6.230247e-02,1.122822e-01,-9.494005e-03,2.956368e-01,-1.244388e+00,4.361476e-04,-8.563816e-03,3.456972e-02,3.561734e-02
55.140,1.433394e-01,6.209246e-02,6.204325e-02,1.133196e-01,-1.008126e-02,2.934611e-01,-1.242344e+00,3.886184e-04,-8.640704e-03,3.461246e-02,3.567682e-02
55.170,1.440549e-01,6.210465e-02,6.178190e-02,1.143583e-01,-1.055102e-02,2.915804e-01,-1.240330e+00,3.507887e-04,-8.705908e-03,3.465206e-02,3.573068e-02
55.200,1.447745e-01,6.211583e-02,6.151875e-02,1.153981e-01,-1.092249e-02,2.899585e-01,-1.238368e+00,3.209263e-04,-8.760802e-03,3.468795e-02,3.577861e-02
55.230,1.454983e-01,6.212620e-02,6.125409e-02,1.164390e-01,-1.121263e-02,2.885618e-01,-1.236472e+00,2.975200e-04,-8.806674e-03,3.471975e-02,3.582048e-02
55.260,1.462264e-01,6.213595e-02,6.098818e-02,1.174807e-01,-1.143635e-02,2.873593e-01,-1.234655e+00,2.792637e-04,-8.844716e-03,3.474720e-02,3.585631e-02
55.290,1.469586e-01,6.214522e-02,6.072122e-02,1.185232e-01,-1.160656e-02,2.863230e-01,-1.232922e+00,2.650407e-04,-8.876017e-03,3.477023e-02,3.588625e-02
55.320,1.476951e-01,6.215410e-02,6.045341e-02,1.195663e-01,-1.173438e-02,2.854278e-01,-1.231279e+00,2.539068e-04,-8.901565e-03,3.478883e-02,3.591052e-02
55.350,1.484357e-01,6.216267e-02,6.018492e-02,1.206099e-01,-1.182925e-02,2.846510e-01,-1.229728e+00,2.450736e-04,-8.922244e-03,3.480311e-02,3.592942e-02
55.380,1.491804e-01,6.217101e-02,5.991586e-02,1.216538e-01,-1.189908e-02,2.839732e-01,-1.228267e+00,2.378921e-04,-8.938839e-03,3.481323e-02,3.594330e-02
55.410,1.499291e-01,6.217914e-02,5.964635e-02,1.226980e-01,-1.195045e-02,2.833770e-01,-1.226895e+00,2.318363e-04,-8.952038e-03,3.481943e-02,3.595254e-02
55.440,1.528809e-01,6.224403e-02,5.859421e-02,1.267476e-01,-9.245738e-04,2.973581e-01,-1.252139e+00,9.972498e-04,-8.381758e-03,3.281367e-02,3.388193e-02
55.740,1.596348e-01,6.276209e-02,5.645059e-02,1.354899e-01,2.664922e-02,3.615884e-01,-1.351546e+00,2.031182e-03,-5.959490e-03,2.561360e-02,2.637608e-02
56.040,1.649330e-01,6.335128e-02,5.508709e-02,1.419681e-01,4.279112e-02,4.322164e-01,-1.465920e+00,1.695362e-03,-3.081366e-03,1.779691e-02,1.814109e-02
56.340,1.685164e-01,6.373524e-02,5.467591e-02,1.461032e-01,5.313128e-02,5.127009e-01,-1.578762e+00,7.813930e-04,3.920835e-04,9.967947e-03,1.000621e-02
56.640,1.703434e-01,6.381736e-02,5.541058e-02,1.478982e-01,6.203748e-02,6.073273e-01,-1.687282e+00,-2.541711e-04,4.508234e-03,2.212322e-03,5.028235e-03
56.940,1.705287e-01,6.358849e-02,5.742372e-02,1.474418e-01,7.036188e-02,7.096206e-01,-1.783838e+00,-1.321288e-03,8.865798e-03,-5.128275e-03,1.032702e-02
57.240,1.692671e-01,6.304127e-02,6.075117e-02,1.448669e-01,7.923488e-02,8.183243e-01,-1.866415e+00,-2.338071e-03,1.325099e-02,-1.190818e-02,1.796831e-02
57.540,1.668933e-01,6.222430e-02,6.539031e-02,1.403767e-01,9.083950e-02,9.351286e-01,-1.932265e+00,-3.117570e-03,1.761727e-02,-1.796454e-02,2.535374e-02
