t_s,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,tau_w_x_Nm,tau_w_y_Nm,tau_w_z_Nm
618.440,-4.114774e-05,3.741116e-05,-3.778751e-04,2.004021e-03,-6.860617e-04,1.375010e-02,1.325262e-02,4.036378e-02,1.132239e-01,1.842343e-04,-2.303896e-04,1.806845e-03
618.640,-4.112080e-05,3.738686e-05,-3.776306e-04,2.003528e-03,-6.852571e-04,1.374085e-02,1.324441e-02,4.037126e-02,1.131485e-01,1.841167e-04,-2.302963e-04,1.805776e-03
618.840,-4.109388e-05,3.736258e-05,-3.773864e-04,2.003035e-03,-6.844530e-04,1.373161e-02,1.323622e-02,4.037874e-02,1.130732e-01,1.839990e-04,-2.302031e-04,1.804708e-03
619.040,-4.106697e-05,3.733831e-05,-3.771422e-04,2.002543e-03,-6.836495e-04,1.372238e-02,1.322802e-02,4.038621e-02,1.129980e-01,1.838815e-04,-2.301099e-04,1.803640e-03
619.240,-4.104009e-05,3.731405e-05,-3.768983e-04,2.002051e-03,-6.828465e-04,1.371315e-02,1.321984e-02,4.039368e-02,1.129228e-01,1.837640e-04,-2.300168e-04,1.802573e-03
619.440,-4.101322e-05,3.728982e-05,-3.766545e-04,2.001559e-03,-6.820439e-04,1.370392e-02,1.321166e-02,4.040115e-02,1.128477e-01,1.836465e-04,-2.299238e-04,1.801506e-03
619.640,-4.098637e-05,3.726559e-05,-3.764108e-04,2.001067e-03,-6.812420e-04,1.369471e-02,1.320348e-02,4.040861e-02,1.127726e-01,1.835291e-04,-2.298309e-04,1.800440e-03
619.840,-4.095953e-05,3.724138e-05,-3.761673e-04,2.000576e-03,-6.804405e-04,1.368549e-02,1.319531e-02,4.041606e-02,1.126975e-01,1.834118e-04,-2.297380e-04,1.799375e-03
620.040,-4.093272e-05,3.721719e-05,-3.759240e-04,2.000086e-03,-6.796395e-04,1.367629e-02,1.318715e-02,4.042351e-02,1.126225e-01,1.832945e-04,-2.296453e-04,1.798310e-03
620.240,-4.090592e-05,3.719301e-05,-3.756808e-04,1.999595e-03,-6.788391e-04,1.366709e-02,1.317899e-02,4.043095e-02,1.125476e-01,1.831772e-04,-2.295526e-04,1.797246e-03
620.440,-4.087914e-05,3.716885e-05,-3.754378e-04,1.999105e-03,-6.780392e-04,1.365789e-02,1.317083e-02,4.043839e-02,1.124727e-01,1.830601e-04,-2.294601e-04,1.796182e-03
620.640,-4.085238e-05,3.714470e-05,-3.751949e-04,1.998615e-03,-6.772398e-04,1.364870e-02,1.316268e-02,4.044583e-02,1.123978e-01,1.829429e-04,-2.293676e-04,1.795119e-03
620.840,-4.082563e-05,3.712057e-05,-3.749522e-04,1.998126e-03,-6.764410e-04,1.363952e-02,1.315454e-02,4.045326e-02,1.123230e-01,1.828258e-04,-2.292752e-04,1.794057e-03
621.040,-4.079890e-05,3.709645e-05,-3.747096e-04,1.997637e-03,-6.756426e-04,1.363035e-02,1.314640e-02,4.046068e-02,1.122483e-01,1.827088e-04,-2.291829e-04,1.792995e-03
621.240,-4.077219e-05,3.707235e-05,-3.744672e-04,1.997148e-03,-6.748448e-04,1.362118e-02,1.313827e-02,4.046810e-02,1.121736e-01,1.825919e-04,-2.290907e-04,1.791934e-03
621.440,-4.074550e-05,3.704827e-05,-3.742249e-04,1.996659e-03,-6.740475e-04,1.361201e-02,1.313014e-02,4.047552e-02,1.120989e-01,1.824750e-04,-2.289985e-04,1.790874e-03
621.640,-4.071882e-05,3.702420e-05,-3.739828e-04,1.996171e-03,-6.732507e-04,1.360285e-02,1.312202e-02,4.048293e-02,1.120243e-01,1.823581e-04,-2.289065e-04,1.789814e-03
621.840,-4.069216e-05,3.700014e-05,-3.737409e-04,1.995683e-03,-6.724544e-04,1.359370e-02,1.311390e-02,4.049033e-02,1.119497e-01,1.822414e-04,-2.288145e-04,1.788755e-03
622.040,-4.066552e-05,3.697610e-05,-3.734991e-04,1.995196e-03,-6.716586e-04,1.358455e-02,1.310579e-02,4.049774e-02,1.118752e-01,1.821247e-04,-2.287227e-04,1.787696e-03
622.240,-4.063890e-05,3.695208e-05,-3.732575e-04,1.994709e-03,-6.708633e-04,1.357541e-02,1.309768e-02,4.050513e-02,1.118008e-01,1.820081e-04,-2.286308e-04,1.786639e-03
622.440,-4.061229e-05,3.692807e-05,-3.730160e-04,1.994222e-03,-6.700686e-04,1.356628e-02,1.308958e-02,4.051252e-02,1.117263e-01,1.818915e-04,-2.285391e-04,1.785582e-03
622.640,-4.058570e-05,3.690408e-05,-3.727747e-04,1.993735e-03,-6.692743e-04,1.355715e-02,1.308148e-02,4.051991e-02,1.116520e-01,1.817750e-04,-2.284474e-04,1.784525e-03
622.840,-4.055913e-05,3.688010e-05,-3.725335e-04,1.993249e-03,-6.684806e-04,1.354802e-02,1.307339e-02,4.052729e-02,1.115777e-01,1.816586e-04,-2.283558e-04,1.783470e-03
623.040,-4.053258e-05,3.685614e-05,-3.722925e-04,1.992763e-03,-6.676874e-04,1.353891e-02,1.306531e-02,4.053467e-02,1.115034e-01,1.815423e-04,-2.282643e-04,1.782415e-03
623.240,-4.050604e-05,3.683219e-05,-3.720516e-04,1.992277e-03,-6.668947e-04,1.352979e-02,1.305723e-02,4.054204e-02,1.114292e-01,1.814260e-04,-2.281729e-04,1.781360e-03
623.440,-4.047953e-05,3.680826e-05,-3.718109e-04,1.991792e-03,-6.661025e-04,1.352069e-02,1.304915e-02,4.054941e-02,1.113550e-01,1.813098e-04,-2.280815e-04,1.780307e-03
623.640,-4.045302e-05,3.678434e-05,-3.715704e-04,1.991307e-03,-6.653108e-04,1.351159e-02,1.304108e-02,4.055677e-02,1.112808e-01,1.811937e-04,-2.279901e-04,1.779254e-03
623.840,-4.042654e-05,3.676044e-05,-3.713300e-04,1.990822e-03,-6.645196e-04,1.350249e-02,1.303302e-02,4.056413e-02,1.112068e-01,1.810777e-04,-2.278989e-04,1.778202e-03
624.040,-4.040007e-05,3.673656e-05,-3.710897e-04,1.990338e-03,-6.637289e-04,1.349341e-02,1.302496e-02,4.057148e-02,1.111327e-01,1.809617e-04,-2.278076e-04,1.777150e-03
624.240,-4.037363e-05,3.671269e-05,-3.708496e-04,1.989854e-03,-6.629388e-04,1.348432e-02,1.301691e-02,4.057883e-02,1.110587e-01,1.808459e-04,-2.277165e-04,1.776099e-03
624.440,-4.034719e-05,3.668883e-05,-3.706097e-04,1.989370e-03,-6.621491e-04,1.347525e-02,1.300886e-02,4.058617e-02,1.109848e-01,1.807301e-04,-2.276254e-04,1.775049e-03
624.640,-4.032078e-05,3.666499e-05,-3.703699e-04,1.988887e-03,-6.613600e-04,1.346617e-02,1.300081e-02,4.059351e-02,1.109109e-01,1.806144e-04,-2.275344e-04,1.774000e-03
624.840,-4.029438e-05,3.664117e-05,-3.701303e-04,1.988403e-03,-6.605713e-04,1.345711e-02,1.299278e-02,4.060084e-02,1.108371e-01,1.804987e-04,-2.274434e-04,1.772951e-03
625.040,-4.026801e-05,3.661736e-05,-3.698908e-04,1.987921e-03,-6.597832e-04,1.344805e-02,1.298474e-02,4.060817e-02,1.107633e-01,1.803832e-04,-2.273524e-04,1.771903e-03
625.240,-4.024164e-05,3.659357e-05,-3.696515e-04,1.987438e-03,-6.589955e-04,1.343900e-02,1.297672e-02,4.061550e-02,1.106895e-01,1.802677e-04,-2.272615e-04,1.770856e-03
625.440,-4.021530e-05,3.656979e-05,-3.694123e-04,1.986956e-03,-6.582084e-04,1.342995e-02,1.296869e-02,4.062282e-02,1.106158e-01,1.801523e-04,-2.271707e-04,1.769809e-03
625.640,-4.018897e-05,3.654603e-05,-3.691733e-04,1.986474e-03,-6.574218e-04,1.342091e-02,1.296068e-02,4.063013e-02,1.105422e-01,1.800370e-04,-2.270800e-04,1.768763e-03
625.840,-4.016266e-05,3.652228e-05,-3.689345e-04,1.985993e-03,-6.566357e-04,1.341187e-02,1.295266e-02,4.063744e-02,1.104686e-01,1.799217e-04,-2.269893e-04,1.767718e-03
626.040,-4.013637e-05,3.649855e-05,-3.686958e-04,1.985511e-03,-6.558500e-04,1.340284e-02,1.294466e-02,4.064475e-02,1.103950e-01,1.798066e-04,-2.268986e-04,1.766673e-03
626.240,-4.011009e-05,3.647483e-05,-3.684572e-04,1.985030e-03,-6.550649e-04,1.339382e-02,1.293666e-02,4.065205e-02,1.103215e-01,1.796915e-04,-2.268080e-04,1.765630e-03
626.440,-4.008384e-05,3.645113e-05,-3.682188e-04,1.984550e-03,-6.542803e-04,1.338480e-02,1.292866e-02,4.065934e-02,1.102481e-01,1.795765e-04,-2.267175e-04,1.764586e-03
626.640,-4.005759e-05,3.642745e-05,-3.679806e-04,1.984070e-03,-6.534962e-04,1.337579e-02,1.292067e-02,4.066663e-02,1.101747e-01,1.794615e-04,-2.266270e-04,1.763544e-03
626.840,-4.003137e-05,3.640378e-05,-3.677425e-04,1.983590e-03,-6.527126e-04,1.336678e-02,1.291268e-02,4.067392e-02,1.101013e-01,1.793467e-04,-2.265366e-04,1.762502e-03
627.040,-4.000516e-05,3.638012e-05,-3.675046e-04,1.983110e-03,-6.519296e-04,1.335778e-02,1.290470e-02,4.068120e-02,1.100280e-01,1.792319e-04,-2.264462e-04,1.761461e-03
627.240,-3.997897e-05,3.635648e-05,-3.672668e-04,1.982630e-03,-6.511470e-04,1.334878e-02,1.289673e-02,4.068848e-02,1.099547e-01,1.791172e-04,-2.263559e-04,1.760420e-03
627.440,-3.995280e-05,3.633286e-05,-3.670291e-04,1.982151e-03,-6.503649e-04,1.333979e-02,1.288876e-02,4.069575e-02,1.098815e-01,1.790025e-04,-2.262657e-04,1.759380e-03
627.640,-3.992665e-05,3.630925e-05,-3.667917e-04,1.981673e-03,-6.495833e-04,1.333081e-02,1.288079e-02,4.070302e-02,1.098083e-01,1.788880e-04,-2.261755e-04,1.758341e-03
627.840,-3.990051e-05,3.628566e-05,-3.665543e-04,1.981194e-03,-6.488022e-04,1.332183e-02,1.287283e-02,4.071028e-02,1.097352e-01,1.787735e-04,-2.260854e-04,1.757303e-03
628.040,-3.987439e-05,3.626208e-05,-3.663172e-04,1.980716e-03,-6.480217e-04,1.331286e-02,1.286488e-02,4.071754e-02,1.096621e-01,1.786591e-04,-2.259953e-04,1.756265e-03
628.240,-3.984828e-05,3.623851e-05,-3.660801e-04,1.980238e-03,-6.472416e-04,1.330389e-02,1.285693e-02,4.072479e-02,1.095891e-01,1.785447e-04,-2.259053e-04,1.755228e-03
628.440,-3.982220e-05,3.621496e-05,-3.658433e-04,1.979761e-03,-6.464620e-04,1.329493e-02,1.284899e-02,4.073204e-02,1.095161e-01,1.784305e-04,-2.258153e-04,1.754191e-03
628.640,-3.979613e-05,3.619143e-05,-3.656066e-04,1.979284e-03,-6.456830e-04,1.328598e-02,1.284105e-02,4.073928e-02,1.094431e-01,1.783163e-04,-2.257254e-04,1.753155e-03
628.840,-3.977008e-05,3.616791e-05,-3.653700e-04,1.978807e-03,-6.449044e-04,1.327703e-02,1.283312e-02,4.074652e-02,1.093702e-01,1.782022e-04,-2.256356e-04,1.752120e-03
629.040,-3.974404e-05,3.614441e-05,-3.651336e-04,1.978330e-03,-6.441264e-04,1.326808e-02,1.282519e-02,4.075376e-02,1.092974e-01,1.780881e-04,-2.255458e-04,1.751086e-03
629.240,-3.971802e-05,3.612092e-05,-3.648973e-04,1.977854e-03,-6.433488e-04,1.325914e-02,1.281726e-02,4.076099e-02,1.092246e-01,1.779742e-04,-2.254561e-04,1.750052e-03
629.440,-3.969202e-05,3.609745e-05,-3.646612e-04,1.977378e-03,-6.425718e-04,1.325021e-02,1.280935e-02,4.076821e-02,1.091518e-01,1.778603e-04,-2.253665e-04,1.749019e-03
629.640,-3.966604e-05,3.607399e-05,-3.644253e-04,1.976902e-03,-6.417952e-04,1.324129e-02,1.280143e-02,4.077543e-02,1.090791e-01,1.777464e-04,-2.252769e-04,1.747986e-03
629.840,-3.964007e-05,3.605055e-05,-3.641895e-04,1.976427e-03,-6.410192e-04,1.323237e-02,1.279353e-02,4.078265e-02,1.090065e-01,1.776327e-04,-2.251874e-04,1.746955e-03
630.040,-3.961412e-05,3.602712e-05,-3.639538e-04,1.975952e-03,-6.402436e-04,1.322345e-02,1.278562e-02,4.078986e-02,1.089339e-01,1.775190e-04,-2.250979e-04,1.745923e-03
630.240,-3.958819e-05,3.600371e-05,-3.637183e-04,1.975477e-03,-6.394686e-04,1.321454e-02,1.277773e-02,4.079706e-02,1.088613e-01,1.774054e-04,-2.250085e-04,1.744893e-03
630.440,-3.956227e-05,3.598032e-05,-3.634830e-04,1.975003e-03,-6.386940e-04,1.320564e-02,1.276983e-02,4.080427e-02,1.087888e-01,1.772919e-04,-2.249192e-04,1.743863e-03
630.640,-3.953637e-05,3.595693e-05,-3.632478e-04,1.974529e-03,-6.379200e-04,1.319674e-02,1.276195e-02,4.081146e-02,1.087163e-01,1.771784e-04,-2.248299e-04,1.742834e-03
630.840,-3.951049e-05,3.593357e-05,-3.630127e-04,1.974055e-03,-6.371464e-04,1.318785e-02,1.275406e-02,4.081865e-02,1.086439e-01,1.770651e-04,-2.247406e-04,1.741806e-03
631.040,-3.948462e-05,3.591022e-05,-3.627779e-04,1.973582e-03,-6.363734e-04,1.317896e-02,1.274619e-02,4.082584e-02,1.085715e-01,1.769517e-04,-2.246514e-04,1.740778e-03
631.240,-3.945877e-05,3.588688e-05,-3.625431e-04,1.973108e-03,-6.356008e-04,1.317008e-02,1.273832e-02,4.083302e-02,1.084992e-01,1.768385e-04,-2.245623e-04,1.739751e-03
631.440,-3.943294e-05,3.586356e-05,-3.623085e-04,1.972636e-03,-6.348288e-04,1.316121e-02,1.273045e-02,4.084020e-02,1.084269e-01,1.767253e-04,-2.244733e-04,1.738724e-03
631.640,-3.940713e-05,3.584025e-05,-3.620741e-04,1.972163e-03,-6.340572e-04,1.315234e-02,1.272259e-02,4.084738e-02,1.083547e-01,1.766122e-04,-2.243843e-04,1.737698e-03
631.840,-3.938133e-05,3.581696e-05,-3.618398e-04,1.971691e-03,-6.332862e-04,1.314348e-02,1.271473e-02,4.085454e-02,1.082825e-01,1.764992e-04,-2.242954e-04,1.736673e-03
632.040,-3.935555e-05,3.579368e-05,-3.616057e-04,1.971219e-03,-6.325156e-04,1.313462e-02,1.270688e-02,4.086171e-02,1.082104e-01,1.763863e-04,-2.242065e-04,1.735649e-03
632.240,-3.932978e-05,3.577042e-05,-3.613717e-04,1.970747e-03,-6.317455e-04,1.312577e-02,1.269904e-02,4.086887e-02,1.081383e-01,1.762734e-04,-2.241177e-04,1.734625e-03
632.440,-3.930404e-05,3.574718e-05,-3.611378e-04,1.970276e-03,-6.309760e-04,1.311692e-02,1.269120e-02,4.087602e-02,1.080662e-01,1.761606e-04,-2.240290e-04,1.733602e-03
632.640,-3.927831e-05,3.572395e-05,-3.609042e-04,1.969805e-03,-6.302069e-04,1.310808e-02,1.268336e-02,4.088317e-02,1.079942e-01,1.760479e-04,-2.239403e-04,1.732579e-03
632.840,-3.925259e-05,3.570073e-05,-3.606706e-04,1.969334e-03,-6.294384e-04,1.309925e-02,1.267553e-02,4.089032e-02,1.079223e-01,1.759352e-04,-2.238517e-04,1.731557e-03
633.040,-3.922690e-05,3.567753e-05,-3.604372e-04,1.968864e-03,-6.286703e-04,1.309042e-02,1.266770e-02,4.089746e-02,1.078504e-01,1.758226e-04,-2.237631e-04,1.730536e-03
633.240,-3.920122e-05,3.565434e-05,-3.602040e-04,1.968394e-03,-6.279027e-04,1.308159e-02,1.265988e-02,4.090460e-02,1.077785e-01,1.757101e-04,-2.236746e-04,1.729515e-03
633.440,-3.917555e-05,3.563117e-05,-3.599709e-04,1.967924e-03,-6.271356e-04,1.307278e-02,1.265207e-02,4.091173e-02,1.077067e-01,1.755977e-04,-2.235861e-04,1.728496e-03
633.640,-3.914991e-05,3.560802e-05,-3.597380e-04,1.967454e-03,-6.263690e-04,1.306396e-02,1.264426e-02,4.091885e-02,1.076349e-01,1.754853e-04,-2.234977e-04,1.727476e-03
633.840,-3.912428e-05,3.558487e-05,-3.595052e-04,1.966985e-03,-6.256029e-04,1.305516e-02,1.263645e-02,4.092598e-02,1.075632e-01,1.753731e-04,-2.234094e-04,1.726458e-03
634.040,-3.909867e-05,3.556175e-05,-3.592726e-04,1.966516e-03,-6.248373e-04,1.304636e-02,1.262865e-02,4.093309e-02,1.074915e-01,1.752608e-04,-2.233211e-04,1.725440e-03
634.240,-3.907307e-05,3.553864e-05,-3.590401e-04,1.966048e-03,-6.240722e-04,1.303756e-02,1.262086e-02,4.094021e-02,1.074199e-01,1.751487e-04,-2.232329e-04,1.724423e-03
634.440,-3.904749e-05,3.551554e-05,-3.588078e-04,1.965579e-03,-6.233076e-04,1.302877e-02,1.261307e-02,4.094732e-02,1.073483e-01,1.750366e-04,-2.231447e-04,1.723406e-03
634.640,-3.902193e-05,3.549246e-05,-3.585756e-04,1.965112e-03,-6.225435e-04,1.301999e-02,1.260528e-02,4.095442e-02,1.072768e-01,1.749246e-04,-2.230566e-04,1.722390e-03
634.840,-3.899638e-05,3.546939e-05,-3.583436e-04,1.964644e-03,-6.217799e-04,1.301121e-02,1.259751e-02,4.096152e-02,1.072053e-01,1.748127e-04,-2.229686e-04,1.721375e-03
635.040,-3.897085e-05,3.544634e-05,-3.581117e-04,1.964177e-03,-6.210168e-04,1.300244e-02,1.258973e-02,4.096861e-02,1.071338e-01,1.747009e-04,-2.228806e-04,1.720360e-03
635.240,-3.894534e-05,3.542330e-05,-3.578799e-04,1.963709e-03,-6.202541e-04,1.299367e-02,1.258196e-02,4.097570e-02,1.070624e-01,1.745891e-04,-2.227927e-04,1.719346e-03
635.440,-3.891985e-05,3.540028e-05,-3.576484e-04,1.963243e-03,-6.194920e-04,1.298491e-02,1.257420e-02,4.098279e-02,1.069911e-01,1.744774e-04,-2.227048e-04,1.718333e-03
635.640,-3.889437e-05,3.537728e-05,-3.574169e-04,1.962776e-03,-6.187304e-04,1.297616e-02,1.256644e-02,4.098987e-02,1.069198e-01,1.743657e-04,-2.226170e-04,1.717321e-03
635.840,-3.886891e-05,3.535428e-05,-3.571856e-04,1.962310e-03,-6.179692e-04,1.296741e-02,1.255868e-02,4.099694e-02,1.068485e-01,1.742542e-04,-2.225293e-04,1.716309e-03
636.040,-3.884346e-05,3.533131e-05,-3.569545e-04,1.961844e-03,-6.172085e-04,1.295866e-02,1.255094e-02,4.100402e-02,1.067773e-01,1.741427e-04,-2.224416e-04,1.715297e-03
636.240,-3.881803e-05,3.530834e-05,-3.567235e-04,1.961379e-03,-6.164484e-04,1.294993e-02,1.254319e-02,4.101108e-02,1.067061e-01,1.740313e-04,-2.223539e-04,1.714286e-03
636.440,-3.879262e-05,3.528540e-05,-3.564927e-04,1.960914e-03,-6.156887e-04,1.294119e-02,1.253545e-02,4.101815e-02,1.066350e-01,1.739199e-04,-2.222663e-04,1.713277e-03
636.640,-3.876722e-05,3.526246e-05,-3.562620e-04,1.960449e-03,-6.149295e-04,1.293247e-02,1.252772e-02,4.102520e-02,1.065639e-01,1.738086e-04,-2.221789e-04,1.712267e-03
636.840,-3.874185e-05,3.523955e-05,-3.560315e-04,1.959984e-03,-6.141708e-04,1.292374e-02,1.251999e-02,4.103226e-02,1.064929e-01,1.736974e-04,-2.220914e-04,1.711258e-03
637.040,-3.871648e-05,3.521664e-05,-3.558011e-04,1.959520e-03,-6.134126e-04,1.291503e-02,1.251227e-02,4.103930e-02,1.064219e-01,1.735863e-04,-2.220040e-04,1.710250e-03
637.240,-3.869114e-05,3.519376e-05,-3.555708e-04,1.959056e-03,-6.126549e-04,1.290632e-02,1.250455e-02,4.104635e-02,1.063510e-01,1.734753e-04,-2.219166e-04,1.709243e-03
637.440,-3.866581e-05,3.517088e-05,-3.553407e-04,1.958592e-03,-6.118976e-04,1.289761e-02,1.249683e-02,4.105339e-02,1.062801e-01,1.733643e-04,-2.218294e-04,1.708236e-03
637.640,-3.864050e-05,3.514802e-05,-3.551108e-04,1.958129e-03,-6.111409e-04,1.288892e-02,1.248913e-02,4.106042e-02,1.062092e-01,1.732534e-04,-2.217421e-04,1.707230e-03
637.840,-3.861520e-05,3.512518e-05,-3.548810e-04,1.957665e-03,-6.103846e-04,1.288022e-02,1.248142e-02,4.106745e-02,1.061384e-01,1.731425e-04,-2.216550e-04,1.706225e-03
638.040,-3.858992e-05,3.510235e-05,-3.546513e-04,1.957203e-03,-6.096289e-04,1.287153e-02,1.247372e-02,4.107448e-02,1.060677e-01,1.730317e-04,-2.215679e-04,1.705220e-03
638.240,-3.856466e-05,3.507954e-05,-3.544218e-04,1.956740e-03,-6.088736e-04,1.286285e-02,1.246603e-02,4.108150e-02,1.059970e-01,1.729211e-04,-2.214808e-04,1.704216e-03
638.440,-3.853941e-05,3.505674e-05,-3.541925e-04,1.956278e-03,-6.081188e-04,1.285418e-02,1.245834e-02,4.108852e-02,1.059263e-01,1.728104e-04,-2.213938e-04,1.703212e-03
638.640,-3.851418e-05,3.503395e-05,-3.539633e-04,1.955816e-03,-6.073645e-04,1.284550e-02,1.245066e-02,4.109553e-02,1.058557e-01,1.726999e-04,-2.213069e-04,1.702209e-03
638.840,-3.848897e-05,3.501118e-05,-3.537342e-04,1.955354e-03,-6.066107e-04,1.283684e-02,1.244298e-02,4.110254e-02,1.057851e-01,1.725894e-04,-2.212200e-04,1.701207e-03
639.040,-3.846377e-05,3.498843e-05,-3.535053e-04,1.954893e-03,-6.058574e-04,1.282818e-02,1.243531e-02,4.110954e-02,1.057146e-01,1.724790e-04,-2.211332e-04,1.700206e-03
639.240,-3.843859e-05,3.496569e-05,-3.532765e-04,1.954432e-03,-6.051046e-04,1.281953e-02,1.242764e-02,4.111654e-02,1.056441e-01,1.723686e-04,-2.210464e-04,1.699205e-03
639.440,-3.841343e-05,3.494296e-05,-3.530479e-04,1.953971e-03,-6.043522e-04,1.281088e-02,1.241998e-02,4.112353e-02,1.055737e-01,1.722584e-04,-2.209598e-04,1.698205e-03
639.640,-3.838828e-05,3.492025e-05,-3.528195e-04,1.953511e-03,-6.036004e-04,1.280223e-02,1.241232e-02,4.113052e-02,1.055033e-01,1.721482e-04,-2.208731e-04,1.697205e-03
639.840,-3.836315e-05,3.489756e-05,-3.525912e-04,1.953051e-03,-6.028490e-04,1.279360e-02,1.240466e-02,4.113750e-02,1.054330e-01,1.720381e-04,-2.207865e-04,1.696206e-03
640.040,-3.833804e-05,3.487487e-05,-3.523630e-04,1.952591e-03,-6.020981e-04,1.278496e-02,1.239702e-02,4.114448e-02,1.053627e-01,1.719280e-04,-2.207000e-04,1.695208e-03
640.240,-3.831294e-05,3.485221e-05,-3.521350e-04,1.952132e-03,-6.013477e-04,1.277634e-02,1.238937e-02,4.115146e-02,1.052924e-01,1.718180e-04,-2.206135e-04,1.694210e-03
640.440,-3.828786e-05,3.482956e-05,-3.519071e-04,1.951672e-03,-6.005978e-04,1.276772e-02,1.238173e-02,4.115843e-02,1.052222e-01,1.717081e-04,-2.205271e-04,1.693213e-03
640.640,-3.826279e-05,3.480692e-05,-3.516794e-04,1.951213e-03,-5.998484e-04,1.275910e-02,1.237410e-02,4.116540e-02,1.051520e-01,1.715983e-04,-2.204407e-04,1.692217e-03
640.840,-3.823774e-05,3.478430e-05,-3.514518e-04,1.950755e-03,-5.990994e-04,1.275049e-02,1.236647e-02,4.117236e-02,1.050819e-01,1.714885e-04,-2.203544e-04,1.691221e-03
641.040,-3.821271e-05,3.476169e-05,-3.512243e-04,1.950297e-03,-5.983509e-04,1.274189e-02,1.235885e-02,4.117932e-02,1.050119e-01,1.713788e-04,-2.202682e-04,1.690226e-03
641.240,-3.818770e-05,3.473909e-05,-3.509970e-04,1.949839e-03,-5.976030e-04,1.273329e-02,1.235123e-02,4.118627e-02,1.049418e-01,1.712692e-04,-2.201820e-04,1.689231e-03
641.440,-3.816270e-05,3.471651e-05,-3.507699e-04,1.949381e-03,-5.968555e-04,1.272470e-02,1.234362e-02,4.119322e-02,1.048718e-01,1.711596e-04,-2.200959e-04,1.688237e-03
641.640,-3.813771e-05,3.469395e-05,-3.505429e-04,1.948923e-03,-5.961085e-04,1.271611e-02,1.233601e-02,4.120016e-02,1.048019e-01,1.710501e-04,-2.200098e-04,1.687244e-03
641.840,-3.811275e-05,3.467140e-05,-3.503161e-04,1.948466e-03,-5.953619e-04,1.270753e-02,1.232841e-02,4.120710e-02,1.047320e-01,1.709407e-04,-2.199238e-04,1.686252e-03
642.040,-3.808780e-05,3.464887e-05,-3.500894e-04,1.948009e-03,-5.946159e-04,1.269895e-02,1.232081e-02,4.121404e-02,1.046622e-01,1.708314e-04,-2.198378e-04,1.685260e-03
642.240,-3.806286e-05,3.462635e-05,-3.498628e-04,1.947553e-03,-5.938703e-04,1.269038e-02,1.231321e-02,4.122097e-02,1.045924e-01,1.707221e-04,-2.197519e-04,1.684269e-03
642.440,-3.803795e-05,3.460384e-05,-3.496364e-04,1.947097e-03,-5.931253e-04,1.268182e-02,1.230563e-02,4.122789e-02,1.045226e-01,1.706129e-04,-2.196661e-04,1.683278e-03
642.640,-3.801304e-05,3.458135e-05,-3.494101e-04,1.946641e-03,-5.923807e-04,1.267326e-02,1.229804e-02,4.123481e-02,1.044529e-01,1.705038e-04,-2.195803e-04,1.682288e-03
642.840,-3.798816e-05,3.455887e-05,-3.491840e-04,1.946185e-03,-5.916365e-04,1.266470e-02,1.229046e-02,4.124173e-02,1.043833e-01,1.703947e-04,-2.194946e-04,1.681299e-03
643.040,-3.796329e-05,3.453641e-05,-3.489580e-04,1.945730e-03,-5.908929e-04,1.265615e-02,1.228289e-02,4.124864e-02,1.043136e-01,1.702857e-04,-2.194089e-04,1.680310e-03
643.240,-3.793844e-05,3.451396e-05,-3.487322e-04,1.945275e-03,-5.901498e-04,1.264761e-02,1.227532e-02,4.125555e-02,1.042441e-01,1.701768e-04,-2.193233e-04,1.679322e-03
643.440,-3.791360e-05,3.449153e-05,-3.485065e-04,1.944820e-03,-5.894071e-04,1.263907e-02,1.226776e-02,4.126245e-02,1.041745e-01,1.700680e-04,-2.192377e-04,1.678335e-03
643.640,-3.788878e-05,3.446911e-05,-3.482810e-04,1.944366e-03,-5.886649e-04,1.263054e-02,1.226020e-02,4.126935e-02,1.041050e-01,1.699592e-04,-2.191523e-04,1.677348e-03
643.840,-3.786398e-05,3.444671e-05,-3.480556e-04,1.943911e-03,-5.879232e-04,1.262202e-02,1.225264e-02,4.127625e-02,1.040356e-01,1.698505e-04,-2.190668e-04,1.676362e-03
644.040,-3.783919e-05,3.442432e-05,-3.478304e-04,1.943458e-03,-5.871820e-04,1.261349e-02,1.224510e-02,4.128314e-02,1.039662e-01,1.697418e-04,-2.189814e-04,1.675376e-03
644.240,-3.781442e-05,3.440194e-05,-3.476053e-04,1.943004e-03,-5.864412e-04,1.260498e-02,1.223755e-02,4.129002e-02,1.038969e-01,1.696333e-04,-2.188961e-04,1.674391e-03
644.440,-3.778966e-05,3.437958e-05,-3.473803e-04,1.942551e-03,-5.857009e-04,1.259647e-02,1.223001e-02,4.129690e-02,1.038276e-01,1.695248e-04,-2.188108e-04,1.673407e-03
644.640,-3.776493e-05,3.435723e-05,-3.471555e-04,1.942098e-03,-5.849612e-04,1.258796e-02,1.222248e-02,4.130378e-02,1.037583e-01,1.694164e-04,-2.187256e-04,1.672424e-03
644.840,-3.774020e-05,3.433490e-05,-3.469309e-04,1.941645e-03,-5.842218e-04,1.257947e-02,1.221495e-02,4.131065e-02,1.036891e-01,1.693080e-04,-2.186405e-04,1.671441e-03
