t_s,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,tau_w_x_Nm,tau_w_y_Nm,tau_w_z_Nm
168.440,-1.791903e-04,1.549157e-04,-1.609094e-03,4.521878e-03,-4.577768e-03,6.033734e-02,5.529021e-02,2.771891e-03,4.965703e-01,8.505371e-04,-6.429765e-04,7.471296e-03
168.640,-1.790877e-04,1.548829e-04,-1.608306e-03,4.520330e-03,-4.574295e-03,6.030654e-02,5.525471e-02,2.803085e-03,4.962496e-01,8.565655e-04,-6.583035e-04,7.545874e-03
168.840,-1.792764e-04,1.542139e-04,-1.607534e-03,4.513710e-03,-4.580114e-03,6.027169e-02,5.521919e-02,2.834198e-03,4.959290e-01,8.447673e-04,-7.949236e-04,7.689525e-03
169.040,-1.793340e-04,1.542698e-04,-1.607187e-03,4.511741e-03,-4.575382e-03,6.023926e-02,5.518363e-02,2.865261e-03,4.956085e-01,8.302826e-04,-7.075533e-04,7.490707e-03
169.240,-1.788326e-04,1.544438e-04,-1.606083e-03,4.513091e-03,-4.564783e-03,6.021217e-02,5.514813e-02,2.896340e-03,4.952882e-01,8.622770e-04,-7.788074e-04,7.810030e-03
169.440,-1.784123e-04,1.546967e-04,-1.605234e-03,4.514325e-03,-4.554251e-03,6.017933e-02,5.511272e-02,2.927464e-03,4.949681e-01,7.938683e-04,-8.041872e-04,7.504220e-03
169.640,-1.780784e-04,1.548589e-04,-1.604175e-03,4.515213e-03,-4.547520e-03,6.015312e-02,5.507738e-02,2.958639e-03,4.946481e-01,8.225405e-04,-7.623026e-04,7.543694e-03
169.840,-1.778945e-04,1.547455e-04,-1.603279e-03,4.513381e-03,-4.543688e-03,6.011533e-02,5.504210e-02,2.989822e-03,4.943284e-01,6.168920e-04,-9.399963e-04,6.900048e-03
170.040,-1.779262e-04,1.546021e-04,-1.602580e-03,4.510178e-03,-4.543335e-03,6.007844e-02,5.500681e-02,3.021000e-03,4.940088e-01,8.202756e-04,-8.366478e-04,7.657184e-03
170.240,-1.781420e-04,1.544384e-04,-1.602067e-03,4.506691e-03,-4.544943e-03,6.004506e-02,5.497151e-02,3.052131e-03,4.936893e-01,8.142305e-04,-8.278555e-04,7.627051e-03
170.440,-1.779394e-04,1.538773e-04,-1.600394e-03,4.502758e-03,-4.549755e-03,6.001763e-02,5.493619e-02,3.083214e-03,4.933699e-01,3.446131e-04,-1.436422e-03,6.607402e-03
170.640,-1.781400e-04,1.539149e-04,-1.600205e-03,4.500218e-03,-4.548526e-03,5.998195e-02,5.490088e-02,3.114227e-03,4.930508e-01,8.187232e-04,-7.996672e-04,7.618349e-03
170.840,-1.781049e-04,1.533871e-04,-1.599155e-03,4.494397e-03,-4.550137e-03,5.994091e-02,5.486555e-02,3.145209e-03,4.927319e-01,2.176712e-04,-1.693612e-03,6.469126e-03
171.040,-1.783549e-04,1.531489e-04,-1.598854e-03,4.489561e-03,-4.550433e-03,5.990103e-02,5.483019e-02,3.176123e-03,4.924130e-01,8.455783e-04,-8.014936e-04,7.699886e-03
171.240,-1.783865e-04,1.527944e-04,-1.597840e-03,4.486028e-03,-4.553292e-03,5.987581e-02,5.479481e-02,3.206978e-03,4.920942e-01,8.393781e-04,-7.641720e-04,7.659241e-03
171.440,-1.781763e-04,1.528754e-04,-1.597114e-03,4.485401e-03,-4.546448e-03,5.984434e-02,5.475944e-02,3.237773e-03,4.917757e-01,7.949199e-04,-2.978107e-04,6.883886e-03
171.640,-1.777334e-04,1.531558e-04,-1.595935e-03,4.487222e-03,-4.537952e-03,5.982291e-02,5.472415e-02,3.268599e-03,4.914573e-01,8.705674e-04,-6.459275e-04,7.564109e-03
171.840,-1.769949e-04,1.534302e-04,-1.594522e-03,4.490143e-03,-4.525731e-03,5.979591e-02,5.468898e-02,3.299487e-03,4.911393e-01,6.605644e-04,-9.642196e-04,7.291071e-03
172.040,-1.767852e-04,1.538464e-04,-1.594000e-03,4.491752e-03,-4.515351e-03,5.976324e-02,5.465390e-02,3.330429e-03,4.908214e-01,8.145076e-04,-8.063344e-04,7.576828e-03
172.240,-1.765650e-04,1.539300e-04,-1.593187e-03,4.490689e-03,-4.509156e-03,5.972487e-02,5.461888e-02,3.361418e-03,4.905037e-01,7.247267e-04,-1.003108e-03,7.618118e-03
172.440,-1.766511e-04,1.536861e-04,-1.592441e-03,4.487469e-03,-4.509750e-03,5.968975e-02,5.458387e-02,3.392393e-03,4.901861e-01,8.075949e-04,-8.371539e-04,7.578493e-03
172.640,-1.767378e-04,1.534967e-04,-1.591762e-03,4.484102e-03,-4.509587e-03,5.965241e-02,5.454883e-02,3.423322e-03,4.898687e-01,7.591321e-04,-6.967169e-04,7.104167e-03
172.840,-1.766716e-04,1.533422e-04,-1.590815e-03,4.481699e-03,-4.508784e-03,5.961965e-02,5.451379e-02,3.454216e-03,4.895514e-01,8.092857e-04,-8.278650e-04,7.579322e-03
173.040,-1.765365e-04,1.534005e-04,-1.589993e-03,4.480622e-03,-4.504582e-03,5.958609e-02,5.447878e-02,3.485099e-03,4.892343e-01,8.067569e-04,-8.296711e-04,7.571270e-03
173.240,-1.763214e-04,1.534399e-04,-1.589021e-03,4.479955e-03,-4.499955e-03,5.955345e-02,5.444380e-02,3.515983e-03,4.889174e-01,8.025944e-04,-8.360568e-04,7.563816e-03
173.440,-1.761158e-04,1.532976e-04,-1.587986e-03,4.477939e-03,-4.496332e-03,5.951550e-02,5.440886e-02,3.546869e-03,4.886007e-01,6.345484e-04,-8.929807e-04,6.871329e-03
173.640,-1.762496e-04,1.532462e-04,-1.587413e-03,4.475298e-03,-4.496367e-03,5.948209e-02,5.437393e-02,3.577737e-03,4.882841e-01,7.897517e-04,-6.865631e-04,7.211048e-03
173.840,-1.763195e-04,1.526358e-04,-1.586299e-03,4.469417e-03,-4.501875e-03,5.944463e-02,5.433897e-02,3.608539e-03,4.879678e-01,4.356425e-04,-1.201455e-03,6.515770e-03
174.040,-1.764748e-04,1.526118e-04,-1.585915e-03,4.466503e-03,-4.499966e-03,5.940789e-02,5.430399e-02,3.639278e-03,4.876515e-01,7.885386e-04,-6.698574e-04,7.183551e-03
174.240,-1.765032e-04,1.521186e-04,-1.584621e-03,4.462461e-03,-4.504284e-03,5.938587e-02,5.426899e-02,3.669948e-03,4.873354e-01,7.387055e-04,-7.759139e-04,7.306288e-03
174.440,-1.760364e-04,1.517795e-04,-1.583048e-03,4.460735e-03,-4.502374e-03,5.935610e-02,5.423402e-02,3.700569e-03,4.870196e-01,4.221560e-04,-1.104616e-03,6.397758e-03
174.640,-1.760059e-04,1.520192e-04,-1.582699e-03,4.459900e-03,-4.495983e-03,5.932291e-02,5.419911e-02,3.731177e-03,4.867040e-01,8.260436e-04,-7.975666e-04,7.579929e-03
174.840,-1.759025e-04,1.520020e-04,-1.581715e-03,4.459087e-03,-4.493377e-03,5.929906e-02,5.416421e-02,3.761788e-03,4.863885e-01,6.490022e-04,-1.113083e-03,7.318721e-03
175.040,-1.757979e-04,1.516422e-04,-1.580550e-03,4.455886e-03,-4.494627e-03,5.926952e-02,5.412935e-02,3.792350e-03,4.860733e-01,6.257865e-04,-1.090898e-03,7.369362e-03
175.240,-1.757141e-04,1.516658e-04,-1.579920e-03,4.454660e-03,-4.489152e-03,5.923589e-02,5.409450e-02,3.822879e-03,4.857583e-01,8.171919e-04,-7.869376e-04,7.523204e-03
175.440,-1.756389e-04,1.517158e-04,-1.579660e-03,4.451539e-03,-4.480314e-03,5.918402e-02,5.405967e-02,3.853400e-03,4.854433e-01,7.487713e-04,-6.303527e-04,6.929816e-03
175.640,-1.755510e-04,1.516441e-04,-1.578763e-03,4.449383e-03,-4.476531e-03,5.915114e-02,5.402487e-02,3.883945e-03,4.851285e-01,8.704980e-04,-5.680102e-04,7.402106e-03
175.840,-1.752797e-04,1.514018e-04,-1.577562e-03,4.447174e-03,-4.472804e-03,5.911855e-02,5.399009e-02,3.914476e-03,4.848138e-01,5.000675e-04,-1.025255e-03,6.513881e-03
176.040,-1.750882e-04,1.514681e-04,-1.576766e-03,4.446613e-03,-4.468218e-03,5.908689e-02,5.395534e-02,3.944978e-03,4.844993e-01,8.163080e-04,-7.858720e-04,7.540854e-03
176.240,-1.746472e-04,1.510975e-04,-1.575213e-03,4.443923e-03,-4.465949e-03,5.905224e-02,5.392064e-02,3.975489e-03,4.841850e-01,2.312063e-04,-1.527683e-03,6.370540e-03
176.440,-1.750245e-04,1.508661e-04,-1.575071e-03,4.439052e-03,-4.467282e-03,5.901319e-02,5.388595e-02,4.005944e-03,4.838709e-01,8.329971e-04,-8.040137e-04,7.593321e-03
176.640,-1.754142e-04,1.507645e-04,-1.574957e-03,4.434681e-03,-4.466939e-03,5.897894e-02,5.385119e-02,4.036321e-03,4.835568e-01,6.577325e-04,-1.135159e-03,7.569374e-03
176.840,-1.749768e-04,1.505299e-04,-1.573847e-03,4.433098e-03,-4.457654e-03,5.894158e-02,5.381645e-02,4.066656e-03,4.832429e-01,6.661306e-04,-5.494319e-04,6.715636e-03
177.040,-1.748766e-04,1.507415e-04,-1.573155e-03,4.433284e-03,-4.451001e-03,5.891782e-02,5.378176e-02,4.096998e-03,4.829292e-01,8.704289e-04,-5.977482e-04,7.483722e-03
177.240,-1.743518e-04,1.502763e-04,-1.571614e-03,4.431427e-03,-4.446559e-03,5.889064e-02,5.374713e-02,4.127308e-03,4.826157e-01,5.689372e-04,-8.224174e-04,6.964387e-03
177.440,-1.743552e-04,1.506151e-04,-1.571325e-03,4.431980e-03,-4.436040e-03,5.886040e-02,5.371254e-02,4.157609e-03,4.823024e-01,8.143528e-04,-5.539728e-04,7.135315e-03
177.640,-1.738559e-04,1.505059e-04,-1.569988e-03,4.431901e-03,-4.429005e-03,5.883318e-02,5.367802e-02,4.187932e-03,4.819892e-01,8.238225e-04,-7.718145e-04,7.554195e-03
177.840,-1.736032e-04,1.506021e-04,-1.568972e-03,4.432529e-03,-4.422540e-03,5.880651e-02,5.364356e-02,4.218261e-03,4.816763e-01,6.842562e-04,-9.347805e-04,7.226309e-03
178.040,-1.733038e-04,1.507370e-04,-1.567885e-03,4.433203e-03,-4.416072e-03,5.877803e-02,5.360916e-02,4.248605e-03,4.813635e-01,7.255551e-04,-8.172681e-04,7.257556e-03
178.240,-1.730605e-04,1.507398e-04,-1.566780e-03,4.432954e-03,-4.411516e-03,5.874560e-02,5.357482e-02,4.278963e-03,4.810510e-01,6.791973e-04,-8.541369e-04,6.986343e-03
178.440,-1.730222e-04,1.507665e-04,-1.566048e-03,4.431470e-03,-4.408188e-03,5.870825e-02,5.354050e-02,4.309321e-03,4.807387e-01,7.312416e-04,-7.509899e-04,7.014445e-03
178.640,-1.731843e-04,1.503247e-04,-1.564991e-03,4.427014e-03,-4.414505e-03,5.867735e-02,5.350619e-02,4.339642e-03,4.804266e-01,7.979929e-04,-8.060497e-04,7.473646e-03
178.840,-1.735737e-04,1.498746e-04,-1.564416e-03,4.421073e-03,-4.421539e-03,5.863973e-02,5.347181e-02,4.369860e-03,4.801146e-01,7.192242e-04,-7.679023e-04,6.982453e-03
179.040,-1.735745e-04,1.494335e-04,-1.563264e-03,4.416460e-03,-4.425580e-03,5.860602e-02,5.343738e-02,4.399994e-03,4.798029e-01,8.188647e-04,-7.601702e-04,7.490118e-03
179.240,-1.736112e-04,1.495758e-04,-1.562893e-03,4.414394e-03,-4.420472e-03,5.856608e-02,5.340296e-02,4.430088e-03,4.794912e-01,8.298862e-04,-6.046757e-04,7.216219e-03
179.440,-1.731877e-04,1.492609e-04,-1.561182e-03,4.412730e-03,-4.418474e-03,5.853838e-02,5.336858e-02,4.460195e-03,4.791798e-01,8.244951e-04,-7.504684e-04,7.510594e-03
179.640,-1.728331e-04,1.490136e-04,-1.559586e-03,4.410957e-03,-4.419430e-03,5.851280e-02,5.333424e-02,4.490282e-03,4.788685e-01,1.440022e-04,-2.064781e-03,6.914015e-03
179.840,-1.730892e-04,1.486551e-04,-1.558934e-03,4.407009e-03,-4.423411e-03,5.848328e-02,5.329992e-02,4.520293e-03,4.785576e-01,8.440687e-04,-7.485999e-04,7.516084e-03
180.040,-1.732612e-04,1.487573e-04,-1.558695e-03,4.404916e-03,-4.419905e-03,5.844689e-02,5.326556e-02,4.550242e-03,4.782468e-01,7.854028e-04,-6.266894e-04,7.056339e-03
180.240,-1.730289e-04,1.489509e-04,-1.558302e-03,4.403468e-03,-4.407480e-03,5.839877e-02,5.323122e-02,4.580185e-03,4.779361e-01,7.802143e-04,-5.464985e-04,6.882835e-03
180.440,-1.725805e-04,1.491798e-04,-1.556933e-03,4.405487e-03,-4.398763e-03,5.837994e-02,5.319695e-02,4.610193e-03,4.776255e-01,7.750491e-04,-8.482057e-04,7.439336e-03
180.640,-1.720446e-04,1.490386e-04,-1.555669e-03,4.404306e-03,-4.392107e-03,5.834131e-02,5.316279e-02,4.640212e-03,4.773152e-01,4.535324e-04,-1.394372e-03,7.156599e-03
180.840,-1.721603e-04,1.493139e-04,-1.555647e-03,4.403519e-03,-4.382541e-03,5.829822e-02,5.312865e-02,4.670253e-03,4.770050e-01,7.372409e-04,-6.686628e-04,6.878954e-03
181.040,-1.721037e-04,1.492629e-04,-1.554970e-03,4.401224e-03,-4.377649e-03,5.825921e-02,5.309451e-02,4.700289e-03,4.766950e-01,8.142719e-04,-7.689584e-04,7.433254e-03
181.240,-1.719440e-04,1.492036e-04,-1.554090e-03,4.399429e-03,-4.372174e-03,5.822068e-02,5.306041e-02,4.730328e-03,4.763850e-01,8.612543e-04,-5.777506e-04,7.336683e-03
181.440,-1.717936e-04,1.490965e-04,-1.553083e-03,4.397827e-03,-4.368396e-03,5.818599e-02,5.302633e-02,4.760358e-03,4.760753e-01,8.117242e-04,-7.854950e-04,7.442388e-03
181.640,-1.716095e-04,1.490449e-04,-1.551956e-03,4.396684e-03,-4.365663e-03,5.815594e-02,5.299227e-02,4.790376e-03,4.757657e-01,6.430929e-04,-1.160143e-03,7.494070e-03
181.840,-1.716281e-04,1.485750e-04,-1.550695e-03,4.393622e-03,-4.370032e-03,5.813130e-02,5.295824e-02,4.820335e-03,4.754564e-01,8.135165e-04,-7.745081e-04,7.422434e-03
182.040,-1.717802e-04,1.484124e-04,-1.550020e-03,4.390373e-03,-4.371719e-03,5.809762e-02,5.292419e-02,4.850224e-03,4.751473e-01,8.233188e-04,-7.889604e-04,7.530603e-03
182.240,-1.716520e-04,1.480741e-04,-1.548914e-03,4.386711e-03,-4.371034e-03,5.806024e-02,5.289014e-02,4.880070e-03,4.748384e-01,8.170177e-04,-7.336546e-04,7.418372e-03
182.440,-1.717897e-04,1.475647e-04,-1.548083e-03,4.381208e-03,-4.373885e-03,5.802325e-02,5.285609e-02,4.909854e-03,4.745297e-01,8.387239e-04,-7.466579e-04,7.471478e-03
182.640,-1.721236e-04,1.471800e-04,-1.547558e-03,4.375606e-03,-4.376855e-03,5.798882e-02,5.282198e-02,4.939545e-03,4.742210e-01,8.448910e-04,-7.192308e-04,7.475824e-03
182.840,-1.719321e-04,1.467675e-04,-1.546606e-03,4.371850e-03,-4.374128e-03,5.795250e-02,5.278785e-02,4.969150e-03,4.739125e-01,8.638013e-04,-6.942784e-04,7.492244e-03
183.040,-1.716532e-04,1.467888e-04,-1.545522e-03,4.371218e-03,-4.366358e-03,5.792654e-02,5.275374e-02,4.998724e-03,4.736042e-01,5.476219e-04,-1.127700e-03,7.380572e-03
183.240,-1.713980e-04,1.471272e-04,-1.545051e-03,4.373189e-03,-4.352035e-03,5.789260e-02,5.271973e-02,5.028301e-03,4.732961e-01,8.603071e-04,-4.492336e-04,7.075151e-03
183.440,-1.709585e-04,1.472920e-04,-1.544129e-03,4.374034e-03,-4.339259e-03,5.785942e-02,5.268579e-02,5.057923e-03,4.729882e-01,7.922923e-04,-4.446316e-04,6.794626e-03
183.640,-1.706281e-04,1.472941e-04,-1.543021e-03,4.373572e-03,-4.333387e-03,5.783196e-02,5.265192e-02,5.087573e-03,4.726804e-01,6.389186e-04,-1.198855e-03,7.659301e-03
183.840,-1.702171e-04,1.472270e-04,-1.541766e-03,4.373580e-03,-4.325414e-03,5.779890e-02,5.261811e-02,5.117235e-03,4.723729e-01,5.079599e-04,-9.501524e-04,6.458588e-03
184.040,-1.698882e-04,1.473602e-04,-1.540667e-03,4.374372e-03,-4.318396e-03,5.776832e-02,5.258436e-02,5.146921e-03,4.720656e-01,8.334427e-04,-7.317518e-04,7.415368e-03
184.240,-1.697920e-04,1.473377e-04,-1.539804e-03,4.372963e-03,-4.314802e-03,5.773110e-02,5.255067e-02,5.176619e-03,4.717584e-01,8.272389e-04,-7.423698e-04,7.407031e-03
184.440,-1.698997e-04,1.469878e-04,-1.538860e-03,4.368545e-03,-4.317407e-03,5.769355e-02,5.251696e-02,5.206286e-03,4.714514e-01,2.892337e-04,-1.344909e-03,6.059194e-03
184.640,-1.702674e-04,1.468760e-04,-1.538563e-03,4.365110e-03,-4.319731e-03,5.765874e-02,5.248323e-02,5.235876e-03,4.711446e-01,7.679151e-04,-6.621111e-04,6.988230e-03
184.840,-1.700692e-04,1.465947e-04,-1.537069e-03,4.362704e-03,-4.322046e-03,5.763150e-02,5.244947e-02,5.265416e-03,4.708380e-01,5.206158e-04,-1.224300e-03,6.916854e-03
185.040,-1.698414e-04,1.467286e-04,-1.536135e-03,4.362647e-03,-4.316518e-03,5.759684e-02,5.241576e-02,5.294939e-03,4.705317e-01,8.226893e-04,-6.928117e-04,7.337058e-03
185.240,-1.695312e-04,1.469756e-04,-1.535055e-03,4.363638e-03,-4.309503e-03,5.756596e-02,5.238211e-02,5.324504e-03,4.702255e-01,8.001360e-04,-7.728666e-04,7.368999e-03
185.440,-1.690854e-04,1.472649e-04,-1.533926e-03,4.365263e-03,-4.300204e-03,5.753021e-02,5.234853e-02,5.354114e-03,4.699196e-01,8.097887e-04,-7.249912e-04,7.304176e-03
185.640,-1.686393e-04,1.476511e-04,-1.532823e-03,4.367676e-03,-4.289538e-03,5.749562e-02,5.231504e-02,5.383802e-03,4.696138e-01,7.952045e-04,-7.468862e-04,7.277172e-03
185.840,-1.682761e-04,1.478739e-04,-1.531598e-03,4.369500e-03,-4.282159e-03,5.746432e-02,5.228163e-02,5.413552e-03,4.693083e-01,7.815982e-04,-7.711152e-04,7.249662e-03
186.040,-1.679537e-04,1.480272e-04,-1.530390e-03,4.370683e-03,-4.275507e-03,5.743076e-02,5.224828e-02,5.443344e-03,4.690031e-01,6.430346e-04,-8.885265e-04,6.746524e-03
186.240,-1.677958e-04,1.481308e-04,-1.529408e-03,4.370896e-03,-4.270470e-03,5.739539e-02,5.221498e-02,5.473165e-03,4.686980e-01,6.538706e-04,-8.905831e-04,6.808972e-03
186.440,-1.677317e-04,1.481282e-04,-1.528477e-03,4.370042e-03,-4.267445e-03,5.735861e-02,5.218170e-02,5.502996e-03,4.683932e-01,6.421335e-04,-9.180799e-04,6.802601e-03
186.640,-1.677406e-04,1.480537e-04,-1.527598e-03,4.368372e-03,-4.265938e-03,5.732085e-02,5.214843e-02,5.532818e-03,4.680885e-01,6.478445e-04,-9.184877e-04,6.834572e-03
186.840,-1.677961e-04,1.479264e-04,-1.526747e-03,4.366083e-03,-4.265588e-03,5.728250e-02,5.211515e-02,5.562618e-03,4.677840e-01,6.620813e-04,-9.058061e-04,6.885420e-03
187.040,-1.678866e-04,1.478051e-04,-1.525947e-03,4.363600e-03,-4.265867e-03,5.724484e-02,5.208186e-02,5.592389e-03,4.674796e-01,7.244773e-04,-8.524210e-04,7.119320e-03
187.240,-1.679436e-04,1.476270e-04,-1.525043e-03,4.360838e-03,-4.266649e-03,5.720712e-02,5.204855e-02,5.622125e-03,4.671755e-01,7.191545e-04,-8.581648e-04,7.101024e-03
187.440,-1.680030e-04,1.474470e-04,-1.524152e-03,4.357894e-03,-4.267595e-03,5.716911e-02,5.201524e-02,5.651824e-03,4.668715e-01,7.152819e-04,-8.612226e-04,7.085828e-03
187.640,-1.680278e-04,1.472841e-04,-1.523213e-03,4.355164e-03,-4.268328e-03,5.713218e-02,5.198191e-02,5.681491e-03,4.665677e-01,7.194883e-04,-8.599960e-04,7.105549e-03
187.840,-1.680177e-04,1.471149e-04,-1.522235e-03,4.352445e-03,-4.268632e-03,5.709469e-02,5.194858e-02,5.711126e-03,4.662641e-01,6.612654e-04,-8.767187e-04,6.820201e-03
188.040,-1.680496e-04,1.469695e-04,-1.521387e-03,4.349402e-03,-4.268821e-03,5.705537e-02,5.191525e-02,5.740730e-03,4.659606e-01,6.729810e-04,-8.600401e-04,6.851009e-03
188.240,-1.681124e-04,1.468026e-04,-1.520591e-03,4.345903e-03,-4.269457e-03,5.701487e-02,5.188191e-02,5.770303e-03,4.656574e-01,6.754188e-04,-8.473855e-04,6.839606e-03
188.440,-1.681628e-04,1.466379e-04,-1.519790e-03,4.342345e-03,-4.270001e-03,5.697419e-02,5.184855e-02,5.799842e-03,4.653543e-01,6.825105e-04,-8.286607e-04,6.840638e-03
188.640,-1.681889e-04,1.464898e-04,-1.518977e-03,4.338891e-03,-4.270186e-03,5.693364e-02,5.181519e-02,5.829349e-03,4.650513e-01,6.893455e-04,-8.068441e-04,6.835089e-03
188.840,-1.681878e-04,1.463630e-04,-1.518151e-03,4.335603e-03,-4.269901e-03,5.689330e-02,5.178183e-02,5.858828e-03,4.647485e-01,6.973249e-04,-7.829684e-04,6.832316e-03
189.040,-1.681609e-04,1.462595e-04,-1.517310e-03,4.332507e-03,-4.269186e-03,5.685336e-02,5.174847e-02,5.888283e-03,4.644459e-01,7.054106e-04,-7.709619e-04,6.854513e-03
189.240,-1.681154e-04,1.461759e-04,-1.516433e-03,4.329596e-03,-4.268640e-03,5.681493e-02,5.171512e-02,5.917716e-03,4.641435e-01,7.117429e-04,-8.407897e-04,7.023254e-03
189.440,-1.680802e-04,1.458725e-04,-1.515263e-03,4.325884e-03,-4.271091e-03,5.678102e-02,5.168178e-02,5.947117e-03,4.638412e-01,7.140219e-04,-8.665782e-04,7.083453e-03
189.640,-1.682590e-04,1.455551e-04,-1.514668e-03,4.320514e-03,-4.274228e-03,5.673786e-02,5.164842e-02,5.976453e-03,4.635392e-01,7.184874e-04,-8.719999e-04,7.086018e-03
189.840,-1.688182e-04,1.449826e-04,-1.514341e-03,4.312318e-03,-4.282916e-03,5.669763e-02,5.161500e-02,6.005678e-03,4.632373e-01,7.219731e-04,-8.538011e-04,7.071159e-03
190.040,-1.687717e-04,1.442531e-04,-1.512829e-03,4.306023e-03,-4.290136e-03,5.667127e-02,5.158150e-02,6.034781e-03,4.629354e-01,7.649983e-04,-7.966767e-04,7.169403e-03
190.240,-1.686401e-04,1.442566e-04,-1.512222e-03,4.304892e-03,-4.282161e-03,5.663749e-02,5.154805e-02,6.063804e-03,4.626339e-01,8.548392e-04,-2.992891e-04,6.817313e-03
190.440,-1.678807e-04,1.444937e-04,-1.511134e-03,4.306012e-03,-4.268015e-03,5.660543e-02,5.151465e-02,6.092863e-03,4.623325e-01,8.379135e-04,-3.338105e-04,7.448029e-03
190.640,-1.671640e-04,1.447619e-04,-1.509937e-03,4.307604e-03,-4.252138e-03,5.657082e-02,5.148138e-02,6.121998e-03,4.620313e-01,5.372554e-04,-7.992096e-04,6.898823e-03
190.840,-1.671364e-04,1.450867e-04,-1.509573e-03,4.307994e-03,-4.241598e-03,5.653523e-02,5.144821e-02,6.151178e-03,4.617303e-01,7.115066e-04,-8.115598e-04,6.977137e-03
191.040,-1.669346e-04,1.450826e-04,-1.508857e-03,4.306347e-03,-4.234064e-03,5.649566e-02,5.141509e-02,6.180380e-03,4.614294e-01,6.692984e-04,-7.982474e-04,6.812273e-03
191.240,-1.670205e-04,1.448342e-04,-1.508205e-03,4.302495e-03,-4.233568e-03,5.645781e-02,5.138197e-02,6.209557e-03,4.611286e-01,7.620138e-04,-6.742558e-04,6.946052e-03
191.440,-1.670645e-04,1.442569e-04,-1.507415e-03,4.295874e-03,-4.235550e-03,5.641474e-02,5.134883e-02,6.238665e-03,4.608279e-01,7.519013e-04,-8.434638e-04,7.161567e-03
191.640,-1.674200e-04,1.438077e-04,-1.506675e-03,4.290660e-03,-4.240271e-03,5.639051e-02,5.131563e-02,6.267668e-03,4.605274e-01,6.087927e-04,-1.150731e-03,7.482029e-03
191.840,-1.671326e-04,1.435345e-04,-1.505265e-03,4.290142e-03,-4.236996e-03,5.636994e-02,5.128245e-02,6.296578e-03,4.602272e-01,7.514937e-04,-8.091058e-04,7.113468e-03
192.040,-1.665337e-04,1.435689e-04,-1.503829e-03,4.291258e-03,-4.229180e-03,5.634694e-02,5.124934e-02,6.325473e-03,4.599272e-01,7.579761e-04,-7.998343e-04,7.109426e-03
192.240,-1.663052e-04,1.438615e-04,-1.503259e-03,4.291033e-03,-4.218903e-03,5.630728e-02,5.121634e-02,6.354404e-03,4.596274e-01,7.431506e-04,-7.954231e-04,7.097668e-03
192.440,-1.662534e-04,1.437583e-04,-1.502692e-03,4.288465e-03,-4.211611e-03,5.626672e-02,5.118336e-02,6.383357e-03,4.593278e-01,5.990114e-04,-7.321379e-04,6.359579e-03
192.640,-1.663219e-04,1.435548e-04,-1.502137e-03,4.284733e-03,-4.209391e-03,5.622912e-02,5.115038e-02,6.412274e-03,4.590282e-01,6.276258e-04,-6.616489e-04,6.363672e-03
192.840,-1.660067e-04,1.432153e-04,-1.500716e-03,4.282141e-03,-4.209689e-03,5.620420e-02,5.111740e-02,6.441150e-03,4.587288e-01,5.109435e-04,-1.259333e-03,7.343132e-03
193.040,-1.660833e-04,1.431022e-04,-1.499750e-03,4.281093e-03,-4.209495e-03,5.618413e-02,5.108445e-02,6.469967e-03,4.584297e-01,7.788608e-04,-5.886953e-04,6.838979e-03
193.240,-1.656420e-04,1.428449e-04,-1.498138e-03,4.280511e-03,-4.207476e-03,5.616118e-02,5.105155e-02,6.498742e-03,4.581308e-01,5.696117e-04,-8.339516e-04,6.382297e-03
193.440,-1.653892e-04,1.431627e-04,-1.497360e-03,4.281300e-03,-4.199334e-03,5.612799e-02,5.101871e-02,6.527526e-03,4.578322e-01,7.963834e-04,-6.197755e-04,7.001259e-03
193.640,-1.649894e-04,1.433317e-04,-1.496394e-03,4.280881e-03,-4.190560e-03,5.608693e-02,5.098593e-02,6.556364e-03,4.575337e-01,6.319491e-04,-8.049459e-04,6.822390e-03
193.840,-1.650070e-04,1.432645e-04,-1.495548e-03,4.278687e-03,-4.188059e-03,5.605081e-02,5.095320e-02,6.585222e-03,4.572354e-01,5.071785e-04,-1.065758e-03,6.385769e-03
194.040,-1.649779e-04,1.425544e-04,-1.494185e-03,4.272089e-03,-4.195824e-03,5.601244e-02,5.092045e-02,6.614030e-03,4.569373e-01,4.856994e-05,-2.069394e-03,6.457899e-03
194.240,-1.657200e-04,1.417337e-04,-1.494191e-03,4.261880e-03,-4.204552e-03,5.596072e-02,5.088762e-02,6.642683e-03,4.566393e-01,1.643020e-04,-1.474987e-03,5.846706e-03
194.440,-1.660307e-04,1.412421e-04,-1.493950e-03,4.253882e-03,-4.204321e-03,5.590987e-02,5.085466e-02,6.671214e-03,4.563413e-01,1.882684e-04,-1.225444e-03,5.851063e-03
194.640,-1.658032e-04,1.416528e-04,-1.493389e-03,4.255775e-03,-4.189846e-03,5.588073e-02,5.082170e-02,6.699712e-03,4.560434e-01,7.811839e-04,-7.280658e-04,7.125361e-03
194.840,-1.650987e-04,1.419909e-04,-1.492232e-03,4.259176e-03,-4.173010e-03,5.585276e-02,5.078888e-02,6.728259e-03,4.557458e-01,7.303497e-04,-3.135027e-04,6.381199e-03
